"0","48","4","126667","5.3","1","33","1.82","290","5.75"
"1","728","4","671909","4.8","0.1","43","3.02","598","1.28"
"2","250","4","1194040","3.9","0.2","52","4.96","826","0.59"
"3","88","4.2","6490341","3.8","0.1","59","6.07","1391","2.38"
"4","54","4.2","4880000","3.2","0","60","5.77","1865","1.33"
"5","15","4","15123333","3","0","67","2.2","1055","0.42"
"6","15","4.2","3368667","3.1","124.2","57","8","1614","3.05"
"7","10","4.2","2716000","4.5","180.1","53","4.62","2053","0.71"
"x","101","4.3","33218812","3.1","0.1","61","4.13","1518","24.78"
