"0","16","4","133125","4.1","0","54","3.5","1278","6.45"
"1","281","4.1","313986","3.4","0.8","62","2.17","1004","1.89"
"2","111","4.1","389730","3.2","1.9","67","2.55","1241","0.53"
"3","40","4.2","474750","3.1","1.2","62","3.14","1211","0.91"
"4","20","4.1","117500","3.3","223.4","65","3.43","2156","79.38"
"5","8","4.1","195000","2.7","209.8","49","4.5","1574","1.02"
"6","3","3.6","1673333","4","311.4","79","7","3426","1.4"
"7","2","4.2","2550000","3.5","54.5","72","2","409","0.47"
"x","71","4.2","20332394","3","0.5","72","4.73","2453","2.74"
