modules/cache/mod_mem_cache.recall_body()-modules/cache/mod_file_cache.sendfile_handler(),12,,,
modules/cache/mod_mem_cache.remove_entity()-modules/cache/mod_mem_cache.decrement_refcount(),30,,,
modules/cache/mod_mem_cache.set_max_cache_object_size()-modules/cache/mod_cache.set_cache_factor(),36,,,
modules/cache/mod_mem_cache.set_max_cache_size()-modules/cache/mod_mem_cache.set_max_cache_object_size(),11,,,
modules/cache/mod_mem_cache.set_max_object_count()-modules/cache/mod_cache.set_cache_factor(),35,,,
modules/cache/mod_mem_cache.set_max_object_count()-modules/cache/mod_mem_cache.set_max_cache_object_size(),2,,,
modules/cache/mod_mem_cache.set_max_object_count()-modules/cache/mod_mem_cache.set_max_cache_size(),12,,,
modules/cache/mod_mem_cache.set_max_streaming_buffer()-modules/cache/mod_mem_cache.set_max_object_count(),39,,,
modules/cache/mod_mem_cache.set_min_cache_object_size()-modules/cache/mod_mem_cache.set_max_cache_object_size(),22,,,
modules/cache/mod_mem_cache.set_min_cache_object_size()-modules/cache/mod_mem_cache.set_max_cache_size(),27,,,
modules/cache/mod_mem_cache.set_min_cache_object_size()-modules/cache/mod_mem_cache.set_max_object_count(),24,,,
modules/database/mod_dbd.ap_dbd_cacquire()-modules/database/mod_dbd.ap_dbd_acquire(),25,,,
modules/database/mod_dbd.dbd_destroy()-modules/cache/mod_mem_cache.memcache_cache_get_key(),36,,,
modules/database/mod_dbd.dbd_destroy()-modules/database/mod_dbd.dbd_close(),39,84,No Clone,
modules/database/mod_dbd.dbd_pre_config()-modules/cache/cache_storage.set_cookie_doo_doo(),35,,,
modules/database/mod_dbd.dbd_pre_config()-modules/cache/mod_disk_cache.remove_entity(),17,,,
modules/database/mod_dbd.dbd_pre_config()-modules/database/mod_dbd.dbd_destroy(),39,,,
modules/database/mod_dbd.dbd_release()-modules/database/mod_dbd.dbd_close(),38,,,
modules/database/mod_dbd.dbd_release()-modules/database/mod_dbd.dbd_destroy(),37,,,
modules/dav/main/liveprop.dav_cleanup_liveprops()-modules/cache/mod_disk_cache.remove_entity(),23,,,
modules/dav/main/liveprop.dav_cleanup_liveprops()-modules/database/mod_dbd.dbd_destroy(),36,,,
modules/dav/main/liveprop.dav_cleanup_liveprops()-modules/database/mod_dbd.dbd_pre_config(),31,,,
modules/dav/main/liveprop.dav_get_liveprop_ns_count()-modules/cache/cache_pqueue.cache_pq_set_null(),11,,,
modules/dav/main/mod_dav.dav_cmd_davmintimeout()-modules/cache/mod_mem_cache.set_max_object_count(),39,,,
modules/dav/main/mod_dav.dav_cmd_davmintimeout()-modules/dav/main/mod_dav.dav_cmd_davdepthinfinity(),38,,,
modules/dav/main/mod_dav.dav_create_server_config()-modules/aaa/mod_authn_alias.create_authn_alias_svr_config(),30,,,
modules/dav/main/mod_dav.dav_create_server_config()-modules/cache/mod_disk_cache.create_config(),36,,,
modules/dav/main/mod_dav.dav_create_server_config()-modules/cache/mod_file_cache.create_server_config(),36,98,No Clone,
modules/dav/main/mod_dav.dav_get_lock_hooks()-modules/dav/main/mod_dav.dav_get_binding_hooks(),9,,,
modules/dav/main/mod_dav.dav_get_overwrite()-modules/dav/main/mod_dav.dav_get_depth(),29,,,
modules/dav/main/mod_dav.dav_get_propdb_hooks()-modules/dav/main/mod_dav.dav_get_binding_hooks(),9,,,
modules/dav/main/mod_dav.dav_get_propdb_hooks()-modules/dav/main/mod_dav.dav_get_lock_hooks(),6,,,
modules/dav/main/mod_dav.dav_get_search_hooks()-modules/dav/main/mod_dav.dav_get_binding_hooks(),9,,,
modules/dav/main/mod_dav.dav_get_search_hooks()-modules/dav/main/mod_dav.dav_get_lock_hooks(),8,,,
modules/dav/main/mod_dav.dav_get_search_hooks()-modules/dav/main/mod_dav.dav_get_propdb_hooks(),8,,,
modules/dav/main/mod_dav.dav_get_vsn_hooks()-modules/dav/main/mod_dav.dav_get_binding_hooks(),8,,,
modules/dav/main/mod_dav.dav_get_vsn_hooks()-modules/dav/main/mod_dav.dav_get_lock_hooks(),6,,,
modules/dav/main/mod_dav.dav_get_vsn_hooks()-modules/dav/main/mod_dav.dav_get_propdb_hooks(),8,,,
modules/dav/main/mod_dav.dav_get_vsn_hooks()-modules/dav/main/mod_dav.dav_get_search_hooks(),8,,,
modules/dav/main/mod_dav.dav_merge_server_config()-modules/aaa/mod_authn_alias.create_authn_alias_svr_config(),30,,,
modules/dav/main/mod_dav.dav_merge_server_config()-modules/cache/mod_disk_cache.create_config(),36,,,
modules/dav/main/mod_dav.dav_merge_server_config()-modules/cache/mod_file_cache.create_server_config(),36,112,No Clone,
modules/dav/main/mod_dav.dav_merge_server_config()-modules/dav/main/mod_dav.dav_create_server_config(),0,,,
modules/dav/main/mod_dav.dav_method_baseline_control()-modules/cache/cache_pqueue.cache_pq_size(),27,,,
modules/dav/main/mod_dav.dav_method_baseline_control()-modules/dav/main/liveprop.dav_get_liveprop_ns_count(),36,,,
modules/dav/main/mod_dav.dav_method_make_workspace()-modules/dav/main/mod_dav.dav_method_make_activity(),26,,,
modules/dav/main/mod_dav.dav_method_search()-modules/dav/main/mod_dav.dav_method_get(),38,,,
modules/dav/main/mod_dav.dav_method_uncheckout()-modules/dav/main/mod_dav.dav_method_checkin(),34,,,
modules/dav/main/mod_dav.dav_method_uncheckout()-modules/dav/main/mod_dav.dav_method_make_activity(),35,,,
modules/dav/main/mod_dav.dav_method_uncheckout()-modules/dav/main/mod_dav.dav_method_make_workspace(),36,,,
modules/dav/main/mod_dav.register_hooks()-modules/aaa/mod_auth_digest.register_hooks(),28,,,
modules/dav/main/util.dav_buffer_init()-modules/dav/main/util.dav_buffer_append(),25,,,
modules/dav/main/util.dav_buffer_place()-modules/dav/main/util.dav_buffer_append(),4,,,
modules/dav/main/util.dav_buffer_place()-modules/dav/main/util.dav_buffer_init(),22,,,
modules/dav/main/util.dav_buffer_place_mem()-modules/dav/main/util.dav_buffer_append(),29,,,
modules/dav/main/util.dav_buffer_place_mem()-modules/dav/main/util.dav_buffer_init(),36,126,Type 3,
modules/dav/main/util.dav_buffer_place_mem()-modules/dav/main/util.dav_buffer_place(),26,,,
modules/dav/main/util.dav_push_error()-modules/dav/main/mod_dav.dav_create_server_config(),32,,,
modules/dav/main/util.dav_push_error()-modules/dav/main/mod_dav.dav_merge_server_config(),32,,,
modules/dav/main/util.dav_push_error()-modules/dav/main/util.dav_new_error(),29,,,
modules/dav/main/util.dav_xmlns_create()-modules/dav/main/mod_dav.dav_create_server_config(),39,,,
modules/dav/main/util.dav_xmlns_create()-modules/dav/main/mod_dav.dav_merge_server_config(),39,,,
modules/dav/main/util.dav_xmlns_generate()-modules/dav/main/liveprop.dav_add_all_liveprop_xmlns(),9,,,
modules/dav/main/util.dav_xmlns_get_prefix()-modules/dav/main/liveprop.dav_get_liveprop_ns_index(),19,,,
modules/dav/main/util.dav_xmlns_get_uri()-modules/dav/main/liveprop.dav_get_liveprop_ns_index(),20,,,
modules/dav/main/util.dav_xmlns_get_uri()-modules/dav/main/util.dav_xmlns_get_prefix(),4,,,
modules/dav/main/util_lock.dav_lock_query()-modules/dav/main/mod_dav.dav_open_lockdb(),33,,,
modules/dav/main/util_lock.dav_lock_walker()-modules/dav/main/util_lock.dav_inherit_walker(),28,,,
modules/debug/mod_bucketeer.create_bucketeer_server_config()-modules/aaa/mod_authn_alias.create_authn_alias_svr_config(),34,,,
modules/debug/mod_bucketeer.create_bucketeer_server_config()-modules/cache/mod_disk_cache.create_config(),35,140,No Clone,
modules/debug/mod_bucketeer.create_bucketeer_server_config()-modules/dav/main/mod_dav.dav_create_server_config(),28,,,
modules/debug/mod_bucketeer.create_bucketeer_server_config()-modules/dav/main/mod_dav.dav_merge_server_config(),28,,,
modules/debug/mod_bucketeer.create_bucketeer_server_config()-modules/dav/main/util.dav_push_error(),34,,,
modules/debug/mod_bucketeer.create_bucketeer_server_config()-modules/dav/main/util.dav_xmlns_create(),39,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/aaa/mod_authn_alias.create_authn_alias_svr_config(),35,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/cache/mod_disk_cache.create_config(),35,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/dav/main/mod_dav.dav_create_server_config(),29,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/dav/main/mod_dav.dav_merge_server_config(),29,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/dav/main/util.dav_new_error(),39,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/dav/main/util.dav_push_error(),33,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/dav/main/util.dav_xmlns_create(),39,,,
modules/debug/mod_dumpio.dumpio_create_sconfig()-modules/debug/mod_bucketeer.create_bucketeer_server_config(),23,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_cache.set_cache_defex(),25,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_cache.set_cache_ignore_cachecontrol(),13,154,Type 3,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_cache.set_cache_ignore_no_last_mod(),13,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_cache.set_cache_ignore_querystring(),13,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_cache.set_cache_maxex(),25,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_cache.set_cache_store_nostore(),13,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_cache.set_cache_store_private(),13,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/cache/mod_disk_cache.set_cache_root(),20,,,
modules/debug/mod_dumpio.dumpio_enable_input()-modules/dav/main/mod_dav.dav_get_provider(),39,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_cache.set_cache_defex(),25,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_cache.set_cache_ignore_cachecontrol(),13,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_cache.set_cache_ignore_no_last_mod(),13,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_cache.set_cache_ignore_querystring(),13,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_cache.set_cache_maxex(),25,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_cache.set_cache_store_nostore(),13,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_cache.set_cache_store_private(),13,168,No Clone,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/cache/mod_disk_cache.set_cache_root(),20,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/dav/main/mod_dav.dav_get_provider(),39,,,
modules/debug/mod_dumpio.dumpio_enable_output()-modules/debug/mod_dumpio.dumpio_enable_input(),0,,,
modules/echo/mod_echo.create_echo_server_config()-modules/aaa/mod_authn_alias.create_authn_alias_svr_config(),30,,,
modules/echo/mod_echo.create_echo_server_config()-modules/cache/mod_disk_cache.create_config(),36,,,
modules/echo/mod_echo.create_echo_server_config()-modules/cache/mod_file_cache.create_server_config(),39,,,
modules/echo/mod_echo.create_echo_server_config()-modules/dav/main/mod_dav.dav_create_server_config(),15,,,
modules/echo/mod_echo.create_echo_server_config()-modules/dav/main/mod_dav.dav_merge_server_config(),15,,,
modules/echo/mod_echo.create_echo_server_config()-modules/dav/main/util.dav_new_error(),39,,,
modules/echo/mod_echo.create_echo_server_config()-modules/dav/main/util.dav_push_error(),32,,,
modules/echo/mod_echo.create_echo_server_config()-modules/dav/main/util.dav_xmlns_create(),38,,,
modules/echo/mod_echo.create_echo_server_config()-modules/debug/mod_bucketeer.create_bucketeer_server_config(),27,,,
modules/echo/mod_echo.create_echo_server_config()-modules/debug/mod_dumpio.dumpio_create_sconfig(),24,,,
modules/echo/mod_echo.echo_on()-modules/cache/mod_cache.set_cache_defex(),24,182,No Clone,
modules/echo/mod_echo.echo_on()-modules/cache/mod_cache.set_cache_ignore_cachecontrol(),12,,,
modules/echo/mod_echo.echo_on()-modules/cache/mod_cache.set_cache_ignore_no_last_mod(),12,,,
modules/echo/mod_echo.echo_on()-modules/cache/mod_cache.set_cache_ignore_querystring(),12,,,
modules/echo/mod_echo.echo_on()-modules/cache/mod_cache.set_cache_maxex(),24,,,
modules/echo/mod_echo.echo_on()-modules/cache/mod_cache.set_cache_store_nostore(),12,,,
modules/echo/mod_echo.echo_on()-modules/cache/mod_cache.set_cache_store_private(),12,,,
modules/echo/mod_echo.echo_on()-modules/cache/mod_disk_cache.set_cache_root(),19,,,
modules/echo/mod_echo.echo_on()-modules/debug/mod_dumpio.dumpio_enable_input(),5,,,
modules/echo/mod_echo.echo_on()-modules/debug/mod_dumpio.dumpio_enable_output(),5,,,
modules/echo/mod_echo.process_echo_connection()-modules/dav/main/mod_dav.dav_finish_multistatus(),35,,,
modules/echo/mod_echo.register_hooks()-modules/aaa/mod_authz_host.register_hooks(),10,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/aaa/mod_authn_alias.create_authn_alias_svr_config(),30,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/cache/mod_disk_cache.create_config(),36,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/cache/mod_file_cache.create_server_config(),39,196,No Clone,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/dav/main/mod_dav.dav_create_server_config(),13,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/dav/main/mod_dav.dav_merge_server_config(),13,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/dav/main/util.dav_push_error(),32,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/dav/main/util.dav_xmlns_create(),38,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/debug/mod_bucketeer.create_bucketeer_server_config(),23,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/debug/mod_dumpio.dumpio_create_sconfig(),26,,,
modules/experimental/mod_case_filter.casefiltercreateserverconfig()-modules/echo/mod_echo.create_echo_server_config(),5,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_cache.set_cache_defex(),24,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_cache.set_cache_ignore_cachecontrol(),11,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_cache.set_cache_ignore_no_last_mod(),11,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_cache.set_cache_ignore_querystring(),11,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_cache.set_cache_maxex(),24,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_cache.set_cache_store_nostore(),11,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_cache.set_cache_store_private(),11,210,Type 3,
modules/experimental/mod_case_filter.casefilterenable()-modules/cache/mod_disk_cache.set_cache_root(),19,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/debug/mod_dumpio.dumpio_enable_input(),8,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/debug/mod_dumpio.dumpio_enable_output(),8,,,
modules/experimental/mod_case_filter.casefilterenable()-modules/echo/mod_echo.echo_on(),7,,,
modules/experimental/mod_case_filter.casefilteroutfilter()-modules/cache/mod_disk_cache.recall_body(),36,,,
modules/experimental/mod_case_filter.casefilteroutfilter()-modules/cache/mod_file_cache.mmap_handler(),33,,,
modules/experimental/mod_case_filter.casefilteroutfilter()-modules/cache/mod_file_cache.sendfile_handler(),33,,,
modules/experimental/mod_case_filter.casefilteroutfilter()-modules/cache/mod_mem_cache.recall_body(),36,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/aaa/mod_authn_alias.create_authn_alias_svr_config(),30,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/cache/mod_disk_cache.create_config(),37,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/cache/mod_file_cache.create_server_config(),39,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/dav/main/mod_dav.dav_create_server_config(),13,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/dav/main/mod_dav.dav_merge_server_config(),13,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/dav/main/util.dav_push_error(),33,224,No Clone,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/dav/main/util.dav_xmlns_create(),39,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/debug/mod_bucketeer.create_bucketeer_server_config(),23,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/debug/mod_dumpio.dumpio_create_sconfig(),27,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/echo/mod_echo.create_echo_server_config(),6,,,
modules/experimental/mod_case_filter_in.casefilterincreateserverconfig()-modules/experimental/mod_case_filter.casefiltercreateserverconfig(),1,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_cache.set_cache_defex(),25,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_cache.set_cache_ignore_cachecontrol(),13,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_cache.set_cache_ignore_no_last_mod(),13,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_cache.set_cache_ignore_querystring(),13,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_cache.set_cache_maxex(),25,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_cache.set_cache_store_nostore(),13,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_cache.set_cache_store_private(),13,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/cache/mod_disk_cache.set_cache_root(),21,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/debug/mod_dumpio.dumpio_enable_input(),10,238,Type 2,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/debug/mod_dumpio.dumpio_enable_output(),10,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/echo/mod_echo.echo_on(),9,,,
modules/experimental/mod_case_filter_in.casefilterinenable()-modules/experimental/mod_case_filter.casefilterenable(),1,,,
modules/experimental/mod_case_filter_in.casefilterinfilter()-modules/experimental/mod_case_filter.casefilteroutfilter(),31,,,
modules/experimental/mod_case_filter_in.casefilterininsertfilter()-modules/experimental/mod_case_filter.casefilterinsertfilter(),2,,,
modules/experimental/mod_case_filter_in.casefilterinregisterhooks()-modules/experimental/mod_case_filter.casefilterregisterhooks(),1,,,
modules/experimental/mod_example.our_dconfig()-modules/experimental/mod_example.our_cconfig(),3,,,
modules/experimental/mod_example.x_auth_checker()-modules/experimental/mod_example.x_access_checker(),2,,,
modules/experimental/mod_example.x_check_user_id()-modules/experimental/mod_example.x_access_checker(),4,,,
modules/experimental/mod_example.x_check_user_id()-modules/experimental/mod_example.x_auth_checker(),4,,,
modules/experimental/mod_example.x_create_server_config()-modules/experimental/mod_example.x_create_dir_config(),12,,,
modules/experimental/mod_example.x_fixer_upper()-modules/experimental/mod_example.x_access_checker(),5,,,
modules/experimental/mod_example.x_fixer_upper()-modules/experimental/mod_example.x_auth_checker(),5,,,
modules/experimental/mod_example.x_fixer_upper()-modules/experimental/mod_example.x_check_user_id(),5,252,Type 2,
modules/experimental/mod_example.x_header_parser_handler()-modules/experimental/mod_example.x_access_checker(),6,,,
modules/experimental/mod_example.x_header_parser_handler()-modules/experimental/mod_example.x_auth_checker(),6,,,
modules/experimental/mod_example.x_header_parser_handler()-modules/experimental/mod_example.x_check_user_id(),6,,,
modules/experimental/mod_example.x_header_parser_handler()-modules/experimental/mod_example.x_fixer_upper(),7,,,
modules/experimental/mod_example.x_insert_filter()-modules/experimental/mod_example.x_access_checker(),39,,,
modules/experimental/mod_example.x_insert_filter()-modules/experimental/mod_example.x_fixer_upper(),38,,,
