RowID,FuzzyRisk,JavaFiles,Jlint,DefectCount,LOC,CloneFragement,CloneGroup,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount,OprivRatio,UPrivRatio
27940,51,766,243,20,100345,374,141,0.002421645,0.000199312,3,1,5,1,5
27942,92,3853,610,6,377229,5528,769,0.001617055,1.59055E-05,0,3,3,0,1
27951,51,6141,1719,15,624342,6878,1824,0.002753299,2.40253E-05,1,3,10,10,3
27952,92,1378,259,6,180915,2124,372,0.001431612,3.31647E-05,1,2,4,4,2
27953,51,6141,1719,15,624342,6875,1823,0.002753299,2.40253E-05,1,3,10,10,3
27960,51,432,122,15,47321,395,141,0.002578137,0.000316984,0,5,3,0,0
27961,51,86,34,6,9151,52,21,0.003715441,0.000655666,1,1,4,4,4
27966,51,25,2,3,1409,8,4,0.001419446,0.00212917,0,0,2,0,0
27967,51,6141,1719,15,624342,6849,1811,0.002753299,2.40253E-05,1,3,10,10,3
27979,92,2551,796,12,269926,1523,554,0.002948956,4.44566E-05,0,5,6,0,1
27980,100,463,212,6,77153,210,90,0.002747787,7.77676E-05,1,6,5,5,0
27992,51,126,54,3,13009,36,15,0.004150972,0.00023061,0,2,2,0,1
28011,51,118,40,6,11454,55,23,0.00349223,0.000523834,0,0,6,0,0
28030,51,126,54,3,13009,36,15,0.004150972,0.00023061,0,2,2,0,1
28035,51,196,58,3,16234,188,64,0.003572749,0.000184797,0,0,4,0,0
28046,50,1223,402,3,152594,838,274,0.002634442,1.966E-05,1,4,12,12,3
28049,50,503,172,9,53777,192,76,0.003198393,0.000167358,1,1,6,6,6
28052,51,3561,1018,12,390533,2814,995,0.002606694,3.07272E-05,1,2,13,13,6
28056,51,126,54,3,13009,36,15,0.004150972,0.00023061,0,2,2,0,1
28078,92,603,151,6,79213,316,129,0.001906253,7.57451E-05,0,1,4,0,4
28092,51,1146,317,5120,119945,711,275,0.002642878,0.042686231,1,1,8,8,8
28097,50,1159,353,15,127469,890,332,0.002769301,0.000117676,1,6,7,7,1
28126,92,552,148,6,71798,280,117,0.002061339,8.35678E-05,5,1,9,1,9
28127,92,605,205,12,63037,121,42,0.003252058,0.000190364,0,1,5,0,5
28128,51,981,261,6,85442,330,116,0.003054704,7.02231E-05,1,1,6,6,6
28130,50,693,293,5114,94271,298,114,0.003108061,0.05424786,0,2,9,0,4
28136,92,2136,623,6,218372,1280,375,0.00285293,2.74761E-05,0,6,4,0,0
28159,51,3183,918,9,277122,2781,818,0.00331262,3.24767E-05,1,1,8,8,8
28160,0,82,66,6,8331,20,7,0.007922218,0.000720202,0,7,1,0,0
28162,0,351,70,9,32531,204,89,0.002151794,0.000276659,0,3,1,0,0
28163,92,1681,505,12,200888,625,227,0.002513839,5.97348E-05,0,7,3,0,0
28167,51,2838,676,16649,265908,1469,448,0.002542233,0.062611881,5,1,16,3,16
28169,50,1183,146,12,146251,2051,355,0.000998284,8.20507E-05,0,1,7,0,7
28170,100,5192,1518,8051,524552,3110,1168,0.002893898,0.015348335,0,7,10,0,1
28189,51,56,0,6,3530,33,9,0,0.001699717,0,0,1,0,0
28190,51,75,14,6,6488,81,31,0.00215783,0.000924784,0,0,2,0,0
28191,92,327,127,9,36698,41,19,0.003460679,0.000245245,0,1,4,0,4
28192,51,442,126,12,48451,422,143,0.002600566,0.000247673,0,5,3,0,0
28193,50,3250,960,21,327852,3070,643,0.002928151,6.40533E-05,3,3,10,3,3
28195,92,658,157,6,83994,334,140,0.001869181,7.14337E-05,1,1,5,5,5
28207,51,497,127,6,44402,226,94,0.002860232,0.000135129,0,1,2,0,2
28208,51,956,1626,12,290491,772,95,0.00559742,4.13094E-05,1,2,5,5,2
28209,92,2151,408,12,259623,3252,523,0.001571509,4.62209E-05,0,3,5,0,1
28211,51,257,306,9,35183,88,30,0.008697382,0.000255805,2,1,4,2,4
28214,92,2315,405,15,275926,3333,583,0.001467785,5.43624E-05,6,2,13,2,6
28225,92,236,64,9,23779,105,49,0.00269145,0.000378485,0,9,3,0,0
28226,92,2156,267,9,246932,3286,543,0.001081269,3.64473E-05,12,0,13,1,0
28227,51,277,109,12,28184,63,27,0.003867443,0.000425773,4,3,9,2,3
28228,100,994,317,9,91946,464,138,0.003447676,9.78835E-05,3,3,15,5,5
28230,92,2275,917,18,305828,1959,523,0.002998417,5.88566E-05,0,5,8,0,1
28231,50,523,212,12,57217,522,122,0.003705193,0.000209728,3,0,13,4,0
28232,100,920,289,9,87291,586,187,0.003310765,0.000103103,1,4,11,11,2
28234,92,1097,340,152617,100877,338,109,0.003370441,1.512901851,0,2,2,0,1
28236,51,1358,359,15,156366,773,285,0.002295896,9.59288E-05,2,5,6,3,1
28237,81,3064,704,9,309504,1878,477,0.002274607,2.90788E-05,9,2,25,2,12
28238,51,426,71,6,40972,259,110,0.001732891,0.000146441,1,2,5,5,2
28240,95,3274,734,12,371060,4737,807,0.001978117,3.23398E-05,4,0,12,3,0
28246,51,1542,345,6,120500,603,230,0.002863071,4.97925E-05,0,2,5,0,2
28263,0,67,34,12,8039,16,8,0.004229382,0.001492723,2,7,6,3,0
28265,100,6176,1398,12,616095,6456,1339,0.002269131,1.94775E-05,7,0,15,2,0
28267,100,2838,807,9,275479,1723,607,0.002929443,3.26704E-05,1,4,9,9,2
28283,51,1134,366,12,115911,706,282,0.003157595,0.000103528,0,8,3,0,0
28284,92,958,235,6,165316,573,218,0.00142152,3.62941E-05,0,2,3,0,1
28301,51,679,220,18,62693,384,112,0.003509164,0.000287113,0,1,2,0,2
28303,0,82,27,9,7911,26,13,0.003412969,0.001137656,0,1,1,0,1
28310,51,299,130,7,28735,79,29,0.0045241,0.000243605,2,1,5,2,5
28352,50,243,77,6,21347,68,26,0.003607064,0.00028107,2,0,5,2,0
28353,51,670,259,14,92326,313,115,0.002805277,0.000151637,5,1,16,3,16
28354,92,12,0,3,1487,0,0,0,0.002017485,2,0,2,1,0
28355,51,302,133,9,33989,70,29,0.003913031,0.000264792,2,5,5,2,1
28357,92,1544,507,16,174231,907,363,0.00290993,9.18321E-05,0,6,5,0,0
28360,50,4317,1327,15,466686,2559,949,0.002843454,3.21415E-05,2,5,8,4,1
28367,92,3087,766,6,418930,4810,885,0.001828468,1.43222E-05,1,3,4,4,1
28368,51,240,123,6,29396,133,55,0.004184243,0.000204109,1,2,3,3,1
28371,0,117,29,6,8458,14,5,0.003428707,0.000709388,6,1,10,1,10
28373,51,509,166,5049,52587,190,61,0.003156674,0.096012322,3,4,20,6,5
28375,51,63,7,6,4833,33,6,0.001448376,0.001241465,1,0,2,2,0
28377,100,4258,1181,15,468155,4352,1065,0.002522669,3.20407E-05,0,6,6,0,1
28378,100,2079,589,19,207480,1383,463,0.002838828,9.15751E-05,1,5,10,10,2
28379,51,1309,1276,15,291712,1752,409,0.004374177,5.14206E-05,0,10,4,0,0
28381,92,2618,545,9,304297,3176,694,0.001791013,2.95764E-05,0,6,5,0,0
28382,51,850,366,5120,113394,1133,338,0.003227684,0.045152301,0,3,3,0,1
28383,50,3308,957,17,324065,3929,1087,0.002953111,5.24586E-05,1,2,8,8,4
28384,51,338,56,6,33855,216,88,0.001654113,0.000177226,0,2,9,0,4
28385,92,2501,812,9,310300,2289,742,0.002616822,2.90042E-05,0,6,5,0,0
28386,51,3728,1190,18,392537,3489,1086,0.003031561,4.58555E-05,3,3,8,2,2
28391,51,2614,1176,99,327679,2782,782,0.003588878,0.000302125,3,3,15,5,5
28393,92,612,150,9,75784,330,126,0.00197931,0.000118759,2,1,5,2,5
28397,51,1506,373,6,149788,921,356,0.002490186,4.00566E-05,1,4,10,10,2
28400,92,1420,341,9,137059,536,217,0.00248798,6.56652E-05,0,2,5,0,2
28402,51,321,53,9,17674,48,17,0.002998755,0.000509223,0,0,4,0,0
28403,92,3332,982,18,403535,3312,891,0.002433494,4.46058E-05,0,4,4,0,1
28404,51,1328,516,12,159851,1409,431,0.003228006,7.50699E-05,0,5,2,0,0
28405,51,982,262,18,88752,540,216,0.002952046,0.000202812,1,3,11,11,3
28406,51,2193,497,19,205304,1141,433,0.0024208,9.25457E-05,1,1,11,11,11
28407,100,3210,674,9,381128,4840,1024,0.001768435,2.36141E-05,0,4,7,0,1
28409,51,77,42,3,5694,23,11,0.007376185,0.00052687,0,0,4,0,0
28410,92,1460,467,32738,130394,366,141,0.003581453,0.251069835,0,6,4,0,0
28411,51,3531,1028,15,343710,2374,802,0.002990893,4.36414E-05,3,4,13,4,3
28421,92,1042,299,9,136367,810,268,0.002192613,6.59984E-05,4,3,13,3,4
28424,51,274,84,3,29950,89,40,0.002804674,0.000100167,0,2,7,0,3
28426,0,57,19,3,6088,24,12,0.003120894,0.000492773,0,1,1,0,1
28428,51,454,65,6,39871,284,117,0.001630258,0.000150485,0,1,2,0,2
28435,51,1744,672,15,194638,1148,439,0.003452563,7.70661E-05,1,4,7,7,1
28437,50,319,56,9,28555,198,84,0.001961128,0.000315181,2,1,4,2,4
28438,100,343,136,5111,55580,121,53,0.002446923,0.091957539,3,1,6,2,6
28441,0,56,19,3,5927,24,12,0.003205669,0.000506158,0,1,1,0,1
28452,51,360,99,15,33880,68,26,0.002922078,0.000442739,2,2,4,2,2
28480,0,147,11,6,10220,13,6,0.001076321,0.000587084,2,1,5,2,5
28554,100,629,137,6,47866,118,36,0.002862157,0.00012535,3,1,9,3,9
28567,51,780,171,6,71749,395,163,0.002383308,8.36249E-05,1,2,5,5,2
28569,50,1053,298,9,159976,2880,394,0.001862779,5.62584E-05,7,2,19,2,9
28583,51,319,97,6,23129,53,23,0.004193869,0.000259415,0,4,5,0,1
28585,52,3595,1253,18,364993,3602,867,0.003432943,4.9316E-05,9,1,19,2,19
28586,51,1335,434,15,144434,942,352,0.003004833,0.000103854,0,6,4,0,0
28589,92,58,16,6,5248,32,12,0.00304878,0.001143293,2,0,3,1,0
28590,51,28,2,3,2118,9,3,0.000944287,0.001416431,1,0,1,1,0
28594,0,20,2,3,1206,4,2,0.001658375,0.002487562,1,0,1,1,0
28602,51,1303,1252,15,284404,1717,398,0.004402188,5.27419E-05,0,11,3,0,0
28603,51,1158,242,15,98285,290,115,0.002462227,0.000152617,0,4,4,0,1
28604,51,472,97,9,47617,304,112,0.002037088,0.000189008,0,0,1,0,0
28607,100,756,177,6,93224,386,162,0.001898653,6.43611E-05,3,2,12,4,6
28608,92,454,131,6,63358,175,77,0.002067616,9.47E-05,0,1,4,0,4
28611,51,702,143,6,64633,402,170,0.002212492,9.28318E-05,0,1,6,0,6
28612,51,263,85,6,25588,410,18,0.00332187,0.000234485,0,0,2,0,0
28616,51,238,86,6,23732,252,18,0.003623799,0.000252823,0,0,2,0,0
28617,51,238,86,6,23288,211,19,0.003692889,0.000257643,0,0,2,0,0
28620,51,271,85,6,26315,475,19,0.003230097,0.000228007,0,0,2,0,0
28621,100,528,160,6,79102,281,110,0.002022705,7.58514E-05,7,2,19,2,9
28622,51,52,37,6,5142,24,11,0.007195644,0.001166861,0,0,4,0,0
28623,92,2163,277,6,252190,3402,606,0.001098378,2.37916E-05,0,2,5,0,2
28624,50,2257,478,15,241512,2815,557,0.001979198,6.21087E-05,2,3,11,5,3
28625,92,2044,637,12,222498,1455,483,0.002862947,5.39331E-05,0,3,5,0,1
28626,51,103,59,18,14734,60,26,0.004004344,0.001221664,5,1,8,1,8
28627,92,278,129,3,48324,116,50,0.002669481,6.2081E-05,1,3,5,5,1
28628,50,429,133,9,47677,373,151,0.002789605,0.00018877,9,1,13,1,13
28629,51,770,161,9,73290,405,169,0.002196753,0.0001228,1,2,9,9,4
28630,92,1544,669,12,213375,404,171,0.003135325,5.6239E-05,6,2,11,1,5
28633,51,1235,296,6,123929,597,231,0.002388464,4.84148E-05,0,5,11,0,2
28634,51,178,73,3,21675,74,31,0.003367935,0.000138408,0,5,3,0,0
28636,51,246,56,5117,25707,68,29,0.002178395,0.199050842,2,2,6,3,3
28637,92,249,119,9,43923,111,43,0.002709287,0.000204904,0,1,3,0,3
28642,51,571,225,12,70334,397,124,0.003199022,0.000170614,0,2,4,0,2
28643,51,571,227,12,70323,395,122,0.003227962,0.000170641,0,2,4,0,2
28644,51,1575,769,9,322199,819,257,0.002386724,2.7933E-05,2,1,9,4,9
28648,50,2010,413,3390,162156,775,267,0.00254693,0.020905794,1,3,12,12,4
28653,51,157,39,9,14888,47,22,0.002619559,0.000604514,1,1,4,4,4
28655,51,90,24,3,11820,22,8,0.002030457,0.000253807,1,0,5,5,0
28656,0,353,70,9,32567,205,89,0.002149415,0.000276353,0,3,1,0,0
28663,50,5378,2999,12,792133,671,107,0.00378598,1.5149E-05,0,3,5,0,1
28689,0,64,12,6,4078,17,8,0.002942619,0.001471309,1,0,3,3,0
28691,51,48,3,3,3245,19,9,0.000924499,0.000924499,0,0,2,0,0
28765,50,192,53,3,21460,137,32,0.002469711,0.000139795,0,1,4,0,4
28766,51,255,55,9,23240,127,52,0.002366609,0.000387263,3,2,6,2,3
28773,92,736,169,6,89298,449,169,0.00189254,6.71908E-05,2,2,5,2,2
28776,51,142,51,9,18010,39,16,0.00283176,0.000499722,0,4,2,0,0
28777,51,2179,572,5129,225420,1504,513,0.002537486,0.022753083,2,4,10,5,2
28778,51,134,37,9,17300,105,52,0.002138728,0.000520231,1,1,2,2,2
28789,92,519,136,6,70011,259,107,0.001942552,8.57008E-05,0,1,3,0,3
28790,51,1148,395,12,118180,742,295,0.003342359,0.00010154,0,9,2,0,0
28792,51,247,79,5098,24179,73,30,0.003267298,0.210844121,1,2,4,4,2
28793,50,667,209,9,72464,369,139,0.002884191,0.0001242,1,1,10,10,10
28794,51,1939,823,30,219047,1673,419,0.003757185,0.000136957,0,4,6,0,1
28795,100,1247,264,9,109799,910,163,0.002404393,8.1968E-05,2,2,11,5,5
28796,51,2020,855,30,230714,1731,437,0.003705887,0.000130031,0,4,6,0,1
28798,51,990,272,9,97355,811,245,0.002793899,9.24452E-05,1,4,8,8,2
28799,0,329,57,6,31196,214,89,0.001827157,0.000192332,0,2,2,0,1
28800,95,2940,459,12,330864,4444,714,0.001387277,3.62687E-05,6,1,15,2,15
28814,92,820,230,12,105172,455,181,0.002186894,0.000114099,3,2,8,2,4
28850,51,423,150,12,38473,174,39,0.003898838,0.000311907,0,1,4,0,4
28851,50,1172,339,3688,150303,450,163,0.002255444,0.024537102,5,4,13,2,3
28855,51,608,370,9,63713,234,92,0.005807292,0.000141258,3,2,7,2,3
28857,51,377,99,15,44166,261,81,0.002241543,0.000339628,0,1,6,0,6
28858,51,83,19,6,6861,40,14,0.002769276,0.000874508,0,0,3,0,0
28859,51,237,79,15,18757,45,17,0.004211761,0.000799701,0,2,2,0,1
28860,92,1214,462,12,138449,662,248,0.003336969,8.66745E-05,0,7,3,0,0
28861,92,297,140,6,48873,55,24,0.002864567,0.000122767,0,6,3,0,0
28863,51,837,197,15,76170,303,107,0.00258632,0.000196928,0,2,5,0,2
28864,51,296,109,3,26421,78,34,0.004125506,0.000113546,0,1,3,0,3
28865,50,1829,596,12,140278,486,166,0.004248706,8.55444E-05,3,2,13,4,6
28882,92,1361,357,15,162454,724,282,0.002197545,9.23338E-05,1,2,9,9,4
29015,0,54,53,3,4491,6,3,0.011801381,0.000668003,0,0,1,0,0
29016,51,444,107,9,45119,238,94,0.002371506,0.000199473,0,1,2,0,2
29017,51,1454,311,9,149829,467,185,0.0020757,6.00685E-05,7,1,19,2,19
29018,92,612,161,6,76031,382,142,0.002117557,7.89152E-05,0,1,4,0,4
29020,92,733,185,12,89317,461,163,0.002071274,0.000134353,0,1,2,0,2
29022,92,523,145,9,69763,263,110,0.002078466,0.000129008,0,1,2,0,2
29023,51,180,91,6,21497,140,63,0.004233149,0.000279109,1,2,2,2,1
29024,51,1107,183,6,105281,819,248,0.001738205,5.69903E-05,4,1,14,3,14
29025,92,1098,362,15,106237,625,233,0.003407476,0.000141194,0,8,3,0,0
29028,51,580,119,9,90288,294,127,0.001318005,9.9681E-05,2,3,6,3,2
29030,51,744,297,6,85474,546,197,0.003474741,7.01968E-05,0,2,8,0,4
29034,51,1510,406,15,133190,672,255,0.003048277,0.000112621,0,3,4,0,1
29035,51,962,201,9,97036,558,216,0.002071396,9.27491E-05,2,2,5,2,2
29036,95,7614,1669,19,818223,11911,2239,0.002039786,2.32211E-05,3,2,16,5,8
29038,51,231,58,6,39195,116,49,0.001479781,0.000153081,2,0,5,2,0
29041,92,567,260,12,64937,282,110,0.004003881,0.000184794,0,9,1,0,0
29042,51,74,39,6,8293,4,2,0.004702761,0.000723502,0,1,2,0,2
29043,92,1574,543,15,187035,954,318,0.0029032,8.01989E-05,0,3,5,0,1
29045,92,437,153,6,64528,187,81,0.002371064,9.29829E-05,1,8,5,5,0
29046,100,332,197,6,47319,61,24,0.004163233,0.000126799,0,2,5,0,2
29047,92,330,132,4950,30149,93,36,0.004378255,0.16418455,1,3,10,10,3
29048,92,568,189,21,80735,372,153,0.002340992,0.00026011,2,4,7,3,1
29049,51,861,147,6,106153,307,75,0.001384794,5.65222E-05,0,2,2,0,1
29050,51,1267,328,9,120904,730,296,0.002712896,7.44392E-05,0,2,5,0,2
29051,92,621,159,9,78423,309,128,0.002027466,0.000114762,0,2,4,0,2
29052,92,575,260,12,65907,287,113,0.003944953,0.000182075,0,9,2,0,0
29054,0,562,176,9,51753,193,81,0.003400769,0.000173903,0,7,5,0,0
29056,51,1775,684,9,189037,1902,521,0.003618339,4.76097E-05,3,1,9,3,9
29057,50,2669,740,19,359269,2554,812,0.002059738,5.28852E-05,2,4,17,8,4
29058,51,1258,406,15,122774,762,299,0.003306889,0.000122176,0,9,2,0,0
29059,51,1313,423,15,127936,780,309,0.003306341,0.000117246,0,9,2,0,0
29060,50,66,31,5098,7060,0,0,0.004390935,0.722096317,2,1,4,2,4
29065,51,100,47,9,10059,8,4,0.004672433,0.000894721,1,2,4,4,2
29085,100,3892,832,9,427068,4411,955,0.001948168,2.10739E-05,7,1,19,2,19
29086,51,1004,320,12,95600,528,192,0.00334728,0.000125523,0,7,3,0,0
29090,51,1886,681,9,189315,1268,392,0.003597179,4.75398E-05,0,5,5,0,1
29091,51,1846,472,15,164406,933,356,0.002870941,9.12375E-05,0,3,4,0,1
29092,92,1146,297,15,127356,524,196,0.002332046,0.00011778,0,4,2,0,0
29093,51,489,125,9,49432,273,98,0.002528726,0.000182068,0,1,3,0,3
29094,51,699,349,106,76584,319,133,0.004557088,0.001384101,0,6,2,0,0
29095,51,1252,1819,12,181287,464,157,0.010033814,6.61934E-05,5,2,15,3,7
29096,92,2577,484,6,299341,3658,683,0.001616885,2.0044E-05,1,3,4,4,1
29102,51,126,54,3,13009,36,15,0.004150972,0.00023061,0,2,2,0,1
29107,51,63,41,9,5637,12,6,0.007273372,0.001596594,2,1,5,2,5
29108,52,1088,688,29,95126,428,169,0.007232513,0.000304859,8,1,20,2,20
29197,92,785,183,12,95118,376,158,0.001923926,0.000126159,1,2,5,5,2
29206,92,495,782,12,145776,424,88,0.005364395,8.23181E-05,0,1,2,0,2
29208,0,750,100,6,48339,292,104,0.002068723,0.000124123,1,5,3,3,0
29211,51,1645,580,12,231377,1834,418,0.002506731,5.18634E-05,1,1,9,9,9
29216,51,5121,1546,12,536809,5218,1692,0.002879982,2.23543E-05,0,3,3,0,1
29217,50,672,145,6,61529,303,125,0.002356612,9.7515E-05,2,1,10,5,10
29218,51,1516,428,15,184890,1351,472,0.00231489,8.11293E-05,0,2,6,0,3
29221,92,416,140,9,63851,158,70,0.002192605,0.000140953,0,6,6,0,1
29222,51,1412,364,12,163465,808,115,0.002226776,7.34102E-05,7,0,17,2,0
29223,51,11,2,6,701,0,0,0.002853067,0.008559201,0,0,2,0,0
29224,50,3692,769,12,394144,3546,961,0.001951064,3.04457E-05,0,3,11,0,3
29225,51,36,10,3,4874,23,11,0.002051703,0.000615511,0,0,5,0,0
29228,51,452,161,3,43693,163,66,0.003684801,6.86609E-05,0,5,7,0,1
29230,51,116,32,6,10886,27,12,0.002939555,0.000551167,2,1,4,2,4
29232,50,1281,419,6,138309,877,285,0.003029449,4.33811E-05,1,3,10,10,3
29247,0,548,324,9,56016,319,113,0.005784062,0.000160668,1,1,1,1,1
29250,51,871,171,6,74327,475,169,0.002300644,8.07244E-05,0,4,3,0,0
29251,50,1851,451,15,180135,1064,382,0.002503678,8.32709E-05,0,3,8,0,2
29253,51,1299,1084,15,238421,1418,384,0.004546579,6.29139E-05,0,9,2,0,0
29254,51,198,36,6,13420,67,23,0.002682563,0.000447094,2,0,6,3,0
29255,51,732,211,12,69641,613,198,0.003029824,0.000172312,2,1,12,6,12
29256,51,629,229,9,56505,329,125,0.004052739,0.000159278,0,2,5,0,2
29257,0,8,0,3,527,2,1,0,0.0056926,0,0,1,0,0
29258,51,86,28,6,10533,19,3,0.002658312,0.000569638,0,2,3,0,1
29259,92,388,139,3,54749,113,48,0.002538859,5.47955E-05,0,1,3,0,3
29264,0,561,145,9,53473,153,56,0.002711649,0.000168309,1,2,3,3,1
29266,51,1463,317,6,120810,665,263,0.002623955,4.96648E-05,0,4,3,0,0
29267,51,1677,562,12,185700,1341,475,0.003026387,6.46204E-05,0,0,9,0,0
29268,51,304,103,6,27339,187,35,0.003767512,0.000219467,0,1,3,0,3
29269,51,259,88,6,22666,183,31,0.003882467,0.000264714,0,1,3,0,3
29270,0,1495,740,15,181110,1360,465,0.004085915,8.28226E-05,0,5,1,0,0
29271,51,1159,342,9,121143,771,254,0.00282311,7.42924E-05,2,1,10,5,10
29272,51,944,224,6,104151,537,208,0.002150723,5.76087E-05,5,2,19,3,9
29273,92,676,168,9,80582,395,162,0.002084833,0.000111687,1,1,6,6,6
29274,100,1609,435,9,208232,964,356,0.002089016,4.3221E-05,3,1,13,4,13
29275,100,601,154,9,78793,289,120,0.001954488,0.000114223,2,1,5,2,5
29284,92,2279,537,6,322557,4131,882,0.001664822,1.86014E-05,0,4,4,0,1
29290,51,1723,606,9,154448,739,237,0.003923651,5.8272E-05,3,6,10,3,1
29291,92,769,155,9,89973,328,137,0.001722739,0.00010003,0,3,2,0,0
29293,92,1874,286,6,226374,3060,472,0.001263396,2.65048E-05,2,1,7,3,7
29294,100,791,426,12,106796,420,174,0.003988913,0.000112364,0,1,5,0,5
29295,51,136,2,15,7792,4,1,0.000256674,0.001925051,0,0,2,0,0
29301,92,209,86,9,40798,47,20,0.002107946,0.000220599,0,1,2,0,2
29302,92,2002,670,9,224899,962,361,0.002979115,4.0018E-05,0,3,4,0,1
29303,51,450,104,9,40293,214,88,0.002581093,0.000223364,0,1,4,0,4
29305,51,1267,487,9,174595,1417,314,0.002789312,5.15479E-05,0,2,4,0,2
29306,92,2002,670,9,224896,965,363,0.002979155,4.00185E-05,0,3,4,0,1
29316,51,401,115,6,37869,129,59,0.003036785,0.000158441,0,3,4,0,1
29319,0,382,72,9,34173,255,104,0.002106927,0.000263366,0,3,1,0,0
29322,51,232,82,11677,19296,17,6,0.004249585,0.605151327,0,1,4,0,4
29324,50,321,1255,6,33448,204,65,0.037520928,0.000179383,4,2,10,2,5
29325,92,1648,311,6,207111,2432,401,0.00150161,2.897E-05,0,3,4,0,1
29329,92,1039,216,9,103520,508,200,0.002086553,8.69397E-05,0,4,2,0,0
29334,51,110,29,6,14735,54,20,0.001968103,0.000407194,0,2,5,0,2
29337,92,709,678,24,73927,472,187,0.009171209,0.000324645,0,1,2,0,2
29339,92,3007,1505,15,254922,2028,540,0.005903767,5.88415E-05,0,4,15,0,3
29340,92,2834,604,6,331330,3863,778,0.001822956,1.81088E-05,0,5,4,0,0
29341,50,1773,508,12,161193,556,223,0.003151502,7.44449E-05,20,2,47,2,23
29343,100,798,232,12,71911,389,162,0.00322621,0.000166873,3,2,11,3,5
29348,92,321,132,6,57144,74,31,0.002309954,0.000104998,0,3,6,0,2
29349,51,1374,447,15,148403,962,359,0.003012068,0.000101076,0,6,4,0,0
29350,51,1374,447,15,148403,957,356,0.003012068,0.000101076,0,6,4,0,0
29351,92,3108,547,12,361922,4550,743,0.001511375,3.31563E-05,1,2,5,5,2
29360,51,1374,447,15,148403,955,357,0.003012068,0.000101076,0,6,4,0,0
29362,51,9,0,3,260,2,1,0,0.011538462,2,0,4,2,0
29365,51,1374,447,15,148403,960,359,0.003012068,0.000101076,0,6,4,0,0
29379,92,1397,451,32738,132707,419,156,0.003398464,0.246693844,0,7,3,0,0
29383,51,959,363,6,98513,610,228,0.003684793,6.09057E-05,0,3,12,0,4
29384,51,1913,672,4356,188863,1113,441,0.003558135,0.023064338,3,3,17,5,5
29394,50,1434,370,12,143078,606,207,0.002586002,8.38703E-05,1,3,11,11,3
29401,51,411,453,345,63438,1332,203,0.00714083,0.005438381,0,3,4,0,1
29402,92,1203,393,6,170406,1232,404,0.002306257,3.521E-05,0,4,5,0,1
29403,92,1121,368,9,150665,623,243,0.002442505,5.97352E-05,0,5,4,0,0
29404,92,2881,482,12,337747,4835,728,0.001427104,3.55296E-05,1,1,3,3,3
29405,51,3035,739,21,246417,1022,372,0.002998981,8.52214E-05,4,3,20,5,6
29406,51,2521,639,12,247450,2816,584,0.00258234,4.84946E-05,0,5,6,0,1
29408,51,1827,428,12,148777,895,345,0.002876789,8.06576E-05,1,3,12,12,4
29409,92,1463,505,9,157054,624,237,0.003215455,5.73051E-05,0,3,5,0,1
29410,92,279,97,3,49347,95,39,0.001965672,6.0794E-05,0,1,4,0,4
29411,51,291,122,6,24313,90,35,0.005017892,0.000246782,0,5,4,0,0
29412,51,4052,1364,15,418187,2132,730,0.003261699,3.58691E-05,0,5,10,0,2
29414,92,1690,454,16,182208,1002,388,0.002491658,8.78117E-05,0,6,6,0,1
29415,100,2498,892,6,280103,1650,597,0.003184543,2.14207E-05,1,5,9,9,1
29418,92,4155,1019,12,356659,2731,638,0.002857071,3.36456E-05,2,3,13,6,4
29420,51,1172,285,6,109822,719,206,0.002595108,5.46339E-05,0,6,7,0,1
29421,51,1710,660,9,207075,801,305,0.003187251,4.34625E-05,1,1,13,13,13
29423,100,4982,1244,6,537878,5069,1205,0.002312792,1.11549E-05,0,4,11,0,2
29425,100,3673,1229,18,377280,2421,867,0.003257528,4.77099E-05,0,5,12,0,2
29426,51,550,96,6,53625,355,145,0.00179021,0.000111888,1,3,5,5,1
29427,92,2496,798,12,282636,2514,838,0.00282342,4.24574E-05,0,3,7,0,2
29428,100,4430,1084,9,485720,4984,1310,0.002231738,1.85292E-05,0,3,8,0,2
29429,51,1897,590,6,219182,1940,631,0.002691827,2.73745E-05,2,4,6,3,1
29433,92,2192,588,19,271323,1688,523,0.002167159,7.00272E-05,0,1,8,0,8
29434,51,256,82,3,27791,210,55,0.002950596,0.000107949,0,0,6,0,0
29436,92,3720,1292,9,412867,2786,958,0.003129337,2.17988E-05,1,4,10,10,2
29439,51,211,59,3,23221,43,15,0.002540804,0.000129193,1,3,5,5,1
29445,92,2640,1036,9,281479,1008,390,0.003680559,3.1974E-05,4,7,18,4,2
29447,92,1219,435,9,152305,676,257,0.002856111,5.9092E-05,0,6,4,0,0
29451,92,1169,295,9,105491,440,133,0.002796447,8.53153E-05,1,4,4,4,1
29452,100,3182,808,19,276640,1120,416,0.002920763,6.86813E-05,2,4,12,6,3
29454,51,1146,292,18,106516,550,215,0.002741372,0.000168989,0,5,4,0,0
29455,92,1983,393,6,193541,1386,308,0.002030578,3.10012E-05,0,5,7,0,1
29456,51,603,196,3,79001,287,117,0.002480981,3.79742E-05,0,2,3,0,1
29457,92,1462,398,9,165014,910,343,0.002411917,5.45408E-05,0,3,9,0,3
29458,50,4356,1542,15,485260,2625,893,0.003177678,3.09113E-05,0,2,12,0,6
29460,92,1630,526,76,129191,224,92,0.004071491,0.000588276,0,2,6,0,3
