RowID,FuzzyRisk,JavaFiles,Jlint,DefectCount,LOC,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount,OprivRatio,UPrivRatio
27589,51,378,66,6,34105,0.19352,0.01759,0,3,1,0,0
167857,51,501,113,12,46777,0.24157,0.02565,0,2,2,0,1
26553,52,2171,468,339798,199586,0.23449,170.25142,5,2,21,4,10
31890,92,1072,476,6,190825,0.24944,0.00314,0,2,2,0,1
173023,51,2761,680,9,229414,0.29641,0.00392,0,2,6,0,3
149161,51,652,186,5098,64910,0.28655,7.85395,1,2,4,4,2
30141,51,617,171,6,68147,0.25093,0.0088,0,1,2,0,2
30547,100,2701,1023,12,370414,0.27618,0.00324,4,2,11,2,5
107299,51,878,239,6,80613,0.29648,0.00744,0,2,4,0,2
69932,51,484,202,6,37946,0.53234,0.01581,0,5,6,0,1
125973,92,256,99,6,43924,0.22539,0.01366,0,1,3,0,3
138083,51,391,101,5117,35740,0.2826,14.31729,3,2,8,2,4
30694,51,24,2,3,1646,0.12151,0.18226,0,1,2,0,2
157125,92,168,50,6,18841,0.26538,0.03185,0,8,4,0,0
82797,100,4521,1134,15,358165,0.31661,0.00419,4,2,17,4,8
140825,50,13,0,6,1707,0,0.35149,2,0,2,1,0
166446,51,358,70,6,34274,0.20424,0.01751,0,4,3,0,0
53181,51,76,17,3,5276,0.32221,0.05686,2,1,6,3,6
17550,100,152,31,5114,14237,0.21774,35.92049,5,0,10,2,0
133851,50,86,41,6,10204,0.4018,0.0588,3,2,11,3,5
184274,92,980,256,6,89856,0.2849,0.00668,1,3,4,4,1
149053,51,351,100,9,30704,0.32569,0.02931,2,1,4,2,4
16265,92,3703,620,12,428222,0.14478,0.0028,0,3,2,0,0
156295,51,133,66,9,16431,0.40168,0.05477,0,1,2,0,2
149454,51,208,41,3,19656,0.20859,0.01526,0,1,2,0,2
63417,51,264,60,3354,21739,0.276,15.42849,1,1,4,4,4
143515,92,2592,868,41335,264458,0.32822,15.63008,1,8,6,6,0
28554,100,629,137,6,47866,0.28622,0.01253,3,1,9,3,9
10964,51,61,25,5095,6165,0.40552,82.64396,0,0,2,0,0
10388,51,94,37,5111,11382,0.32507,44.90423,0,2,3,0,1
140063,50,3054,910,6,318046,0.28612,0.00189,14,3,31,2,10
5153,51,1804,379,20,163521,0.23177,0.01223,1,3,4,4,1
134135,50,465,227,3,53250,0.42629,0.00563,1,2,7,7,3
31557,51,375,123,3,27926,0.44045,0.01074,0,5,5,0,1
153316,51,1866,1088,12,197124,0.55194,0.00609,0,0,4,0,0
16029,92,2738,733,12,399858,0.18332,0.003,2,4,13,6,3
20169,50,1188,315,6,115699,0.27226,0.00519,1,4,8,8,2
32826,50,925,292,12,71400,0.40896,0.01681,3,0,16,5,0
20111,92,2487,460,12,305910,0.15037,0.00392,0,1,5,0,5
90128,92,4971,1215,12,623960,0.19472,0.00192,0,3,4,0,1
140199,51,2000,470,15,247849,0.18963,0.00605,6,1,17,2,17
155599,51,2365,1110,10,307381,0.36112,0.00325,0,2,9,0,4
16912,92,1287,468,12,206340,0.22681,0.00582,1,3,4,4,1
138032,50,385,116,12,39901,0.29072,0.03007,2,0,9,4,0
156531,51,39,18,9,3108,0.57915,0.28958,0,0,3,0,0
48803,51,792,107,3685,61042,0.17529,6.03683,1,3,5,5,1
169978,51,597,169,9,60827,0.27784,0.0148,0,4,6,0,1
147197,51,39,5,6,2533,0.19739,0.23687,0,0,1,0,0
148579,50,1096,324,12,115792,0.27981,0.01036,2,2,17,8,8
29516,92,1069,378,9,148442,0.25464,0.00606,0,4,5,0,1
106587,92,1872,269,9,240508,0.11185,0.00374,1,2,6,6,3
150257,85,6350,1973,19,518802,0.3803,0.00366,2,2,27,13,13
16969,100,2896,402,6,290160,0.13854,0.00207,1,3,8,8,2
148947,92,1622,355,9,151072,0.23499,0.00596,0,9,8,0,0
154448,51,1314,1236,15,287656,0.42968,0.00521,0,11,3,0,0
170631,51,577,100,6,54369,0.18393,0.01104,0,1,1,0,1
70638,53,932,265,9,122347,0.2166,0.00736,6,1,23,3,23
179357,51,197,68,6,21960,0.30965,0.02732,0,1,4,0,4
9824,92,1336,506,6,207455,0.24391,0.00289,0,4,2,0,0
144707,21,112,24,3,10397,0.23084,0.02885,8,2,22,2,11
127387,51,336,460,3,46721,0.98457,0.00642,2,0,9,4,0
20632,50,3846,1072,9,373744,0.28683,0.00241,3,2,16,5,8
75353,100,2072,685,12,252577,0.2712,0.00475,4,2,16,4,8
13512,50,352,107,12,33000,0.32424,0.03636,2,3,7,3,2
18856,51,668,183,9,74716,0.24493,0.01205,0,2,4,0,2
16732,92,3330,805,9,369376,0.21794,0.00244,0,2,6,0,3
13513,50,939,223,12,83957,0.26561,0.01429,0,4,6,0,1
23382,51,1442,495,12,162931,0.30381,0.00737,6,3,16,2,5
20177,51,2933,1102,15,382857,0.28784,0.00392,0,1,8,0,8
30844,51,1848,624,21,182418,0.34207,0.01151,0,2,7,0,3
71198,51,254,82,6,27161,0.3019,0.02209,3,2,11,3,5
157833,51,448,103,12,40148,0.25655,0.02989,0,1,2,0,2
12131,52,364,298,2161,31837,0.93602,6.7877,7,0,25,3,0
31690,92,2151,408,12,259623,0.15715,0.00462,0,3,5,0,1
168393,50,2353,530,15,231688,0.22876,0.00647,2,3,12,6,4
135345,83,1706,491,196731,160465,0.30599,122.60057,9,3,28,3,9
161008,51,1424,253,12,139207,0.18174,0.00862,1,5,3,3,0
122737,50,1890,565,15,192294,0.29382,0.0078,1,1,12,12,12
21787,50,3638,973,9,417051,0.2333,0.00216,10,4,36,3,9
13463,0,307,50,6,27130,0.1843,0.02212,0,3,2,0,0
105328,100,2833,675,12,255249,0.26445,0.0047,14,1,18,1,18
134939,51,1065,258,12,89215,0.28919,0.01345,5,2,16,3,8
141502,92,1119,290,12,138382,0.20956,0.00867,0,3,2,0,0
142495,51,153,26,6,16292,0.15959,0.03683,1,0,7,7,0
3845,51,574,160,12,55626,0.28764,0.02157,0,2,3,0,1
646,51,53,14,6,3723,0.37604,0.16116,0,0,1,0,0
53491,92,4646,1005,9,508467,0.19765,0.00177,0,3,6,0,2
12697,92,540,149,6,71775,0.20759,0.00836,1,1,8,8,8
123907,50,995,183,9,72119,0.25375,0.01248,1,3,11,11,3
3414,51,139,25,6,17165,0.14565,0.03495,1,1,5,5,5
97506,50,3773,1079,21,388227,0.27793,0.00541,5,5,21,4,4
18138,50,889,309,3,124803,0.24759,0.0024,0,1,13,0,13
7025,92,1137,306,9,103896,0.29453,0.00866,0,3,4,0,1
101757,51,739,156,6,79404,0.19646,0.00756,0,3,2,0,0
51665,51,2811,618,12,221201,0.27938,0.00542,1,3,5,5,1
55524,51,2505,553,18,227873,0.24268,0.0079,1,2,11,11,5
91151,95,5995,1236,6,644980,0.19163,0.00093,5,1,22,4,22
118455,51,521,114,6,46221,0.24664,0.01298,0,1,2,0,2
67518,50,801,172,6,73783,0.23312,0.00813,1,2,7,7,3
48768,51,894,154,3682,74111,0.2078,4.96822,1,3,6,6,2
134572,100,6494,2000,38019,660998,0.30257,5.75176,15,1,19,1,19
118321,51,374,141,9,38086,0.37021,0.02363,0,2,5,0,2
48082,100,978,271,9,125738,0.21553,0.00716,3,0,13,4,0
94530,51,881,205,6,71842,0.28535,0.00835,0,2,6,0,3
128224,51,99,24,4955,8996,0.26679,55.08004,0,0,3,0,0
20909,0,202,90,3,22048,0.4082,0.01361,6,1,7,1,7
82771,92,4772,906,15,529261,0.17118,0.00283,1,2,8,8,4
183326,92,4262,790,12,459839,0.1718,0.00261,0,7,8,0,1
19802,92,3957,868,6,469829,0.18475,0.00128,0,5,2,0,0
168747,51,2524,864,6,274499,0.31476,0.00219,3,2,21,7,10
68939,51,36,8,3,4407,0.18153,0.06807,0,0,2,0,0
127946,51,79,12,3,11009,0.109,0.02725,0,0,3,0,0
13825,91,902,706,166828,160657,0.43945,103.8411,4,3,16,4,5
13030,51,1303,1252,15,284398,0.44023,0.00527,0,11,3,0,0
161659,51,64,9,3,6763,0.13308,0.04436,0,2,2,0,1
140749,51,1787,364,15,187797,0.19383,0.00799,2,3,16,8,5
13785,51,1594,648,9,198689,0.32614,0.00453,0,1,13,0,13
20471,0,142,22,12,12873,0.1709,0.09322,0,0,3,0,0
179795,51,1900,788,12,272205,0.28949,0.00441,0,0,2,0,0
29211,51,1645,580,12,231377,0.25067,0.00519,1,1,9,9,9
16380,51,519,136,9,51141,0.26593,0.0176,0,2,3,0,1
53826,50,1972,581,12,184814,0.31437,0.00649,3,1,18,6,18
695,100,798,263,6,110236,0.23858,0.00544,1,3,11,11,3
153209,51,382,87,9,36946,0.23548,0.02436,0,6,2,0,0
159509,92,2605,500,6,312165,0.16017,0.00192,1,3,5,5,1
63387,92,542,137,6,71095,0.1927,0.00844,2,3,6,3,2
154967,51,1108,258,9,85755,0.30086,0.0105,0,3,3,0,1
135927,92,759,238,9,84324,0.28224,0.01067,0,1,2,0,2
146418,51,39,8,6,2756,0.29028,0.21771,1,0,3,3,0
139878,51,134,36,5095,15715,0.22908,32.42125,0,0,2,0,0
66426,50,439,100,5058,51597,0.19381,9.8029,4,4,14,3,3
159244,51,345,57,10,35468,0.16071,0.02819,0,1,3,0,3
140085,92,495,137,9,67417,0.20321,0.01335,0,1,6,0,6
137994,92,1233,470,63673,119845,0.39217,53.12946,0,2,7,0,3
13087,92,407,122,6,58927,0.20704,0.01018,0,5,2,0,0
169950,51,715,202,21,66436,0.30405,0.03161,0,2,4,0,2
147016,51,597,86,6,54365,0.15819,0.01104,0,3,2,0,0
68065,51,1298,484,12,131374,0.36841,0.00913,0,9,3,0,0
6755,50,135,2,18,8022,0.02493,0.22438,3,1,4,1,4
71781,51,37,9,6,2814,0.31983,0.21322,1,1,3,3,3
132689,51,1000,311,9,109085,0.2851,0.00825,1,1,9,9,9
5417,92,536,134,6,70872,0.18907,0.00847,0,2,3,0,1
75316,92,1275,127,6,172209,0.07375,0.00348,0,1,2,0,2
71240,50,542,156,6,47400,0.32911,0.01266,0,3,7,0,2
53366,92,3325,782,12,397472,0.19674,0.00302,0,5,5,0,1
27252,100,1448,602,6,183233,0.32854,0.00327,0,3,6,0,2
17669,92,2725,598,9,319606,0.18711,0.00282,1,9,4,4,0
30704,51,591,238,15,60562,0.39299,0.02477,2,2,12,6,6
127897,100,2992,864,18,301777,0.2863,0.00596,1,3,14,14,4
142179,50,1174,278,9,130477,0.21306,0.0069,1,2,9,9,4
3893,50,78,22,6,8931,0.24633,0.06718,1,1,4,4,4
133051,50,3787,1083,21,389324,0.27817,0.00539,5,5,21,4,4
30686,51,1696,577,9,168188,0.34307,0.00535,2,5,8,4,1
169825,100,2704,932,12,271697,0.34303,0.00442,1,7,8,8,1
128245,50,521,212,12,57269,0.37018,0.02095,3,0,13,4,0
162162,0,75,13,3,5612,0.23165,0.05346,3,0,4,1,0
156623,51,148,68,6,12821,0.53038,0.0468,0,1,2,0,2
160685,50,239,64,3660,28877,0.22163,12.67445,0,3,6,0,2
159791,50,1648,417,12,163791,0.25459,0.00733,0,11,11,0,1
17314,0,18,0,3,1940,0,0.15464,0,0,1,0,0
128181,0,475,76,6,44051,0.17253,0.01362,2,2,10,5,5
163398,51,224,66,3,18905,0.34911,0.01587,0,1,2,0,2
151843,50,2868,655,35179,336147,0.19486,10.46536,1,3,14,14,4
118798,51,361,127,3,29129,0.43599,0.0103,3,1,9,3,9
63373,51,595,183,12,55052,0.33241,0.0218,1,2,5,5,2
165796,92,678,219,12,63058,0.3473,0.01903,0,10,5,0,0
20059,50,591,109,9,58554,0.18615,0.01537,2,1,9,4,9
1086,51,359,79,9,21996,0.35916,0.04092,0,0,3,0,0
137828,51,3862,907,25,392086,0.23133,0.00638,1,4,4,4,1
68044,92,1082,354,15,103477,0.34211,0.0145,0,9,2,0,0
69893,51,111,26,6,10537,0.24675,0.05694,0,1,2,0,2
153122,51,3836,1052,12,329244,0.31952,0.00364,0,3,12,0,4
64437,100,5200,1017,15,432117,0.23535,0.00347,2,1,13,6,13
138186,51,270,82,3,27068,0.30294,0.01108,4,1,8,2,8
140394,50,2230,699,15,297159,0.23523,0.00505,6,3,21,3,7
131240,51,120,51,6,13066,0.39033,0.04592,1,2,6,6,3
17039,100,838,285,6,78731,0.36199,0.00762,0,9,6,0,0
139892,0,31,1,6,2256,0.04433,0.26596,2,0,3,1,0
17128,51,74,33,6,7466,0.442,0.08036,0,1,2,0,2
142364,100,5422,1145,15,618716,0.18506,0.00242,0,11,17,0,1
141645,100,6906,1756,48165,713348,0.24616,6.75196,0,5,11,0,2
20408,100,2686,765,9,287425,0.26616,0.00313,3,5,11,3,2
162371,51,1322,427,9,130423,0.3274,0.0069,0,2,8,0,4
20006,51,222,98,3,19251,0.50906,0.01558,0,2,2,0,1
4305,95,2308,627,15,214279,0.29261,0.007,6,6,20,3,3
160936,51,1107,345,12,113414,0.3042,0.01058,0,8,3,0,0
144034,51,3295,963,9,290767,0.33119,0.0031,1,1,9,9,9
91777,92,1680,289,9,208369,0.1387,0.00432,0,4,5,0,1
14003,81,8409,2769,1218168,679002,0.4078,179.40566,17,0,36,2,0
31188,92,4235,1082,9,526409,0.20554,0.00171,3,2,9,3,4
30508,92,648,166,6,79661,0.20838,0.00753,0,3,4,0,1
121277,51,1667,742,9,130291,0.56949,0.00691,1,2,8,8,4
11699,92,2795,478,15,319202,0.14975,0.0047,2,1,10,5,10
148698,95,1912,532,18,181938,0.29241,0.00989,2,2,15,7,7
71789,51,83,41,3,11664,0.35151,0.02572,0,8,1,0,0
104432,50,716,148,6,62944,0.23513,0.00953,2,0,8,4,0
6128,51,204,3,6,18409,0.0163,0.03259,1,0,5,5,0
176463,51,1369,311,12,103135,0.30155,0.01164,1,1,8,8,8
66286,52,1905,668,9,190029,0.35153,0.00474,9,1,23,2,23
160271,51,1563,494,12,219016,0.22555,0.00548,0,3,4,0,1
119926,50,108,28,3,13899,0.20145,0.02158,1,0,11,11,0
57869,51,4880,1598,36,499958,0.31963,0.0072,9,0,12,1,0
184045,92,1679,208,6,213819,0.09728,0.00281,1,4,4,4,1
160944,51,3589,1094,12,386482,0.28307,0.0031,0,1,8,0,8
127909,51,39,10,3,4244,0.23563,0.07069,0,1,4,0,4
94906,51,1508,345,18,169640,0.20337,0.01061,0,5,5,0,1
163454,51,97,1,3,4218,0.02371,0.07112,0,1,2,0,2
158938,51,746,306,15,82346,0.3716,0.01822,0,4,4,0,1
29593,92,2582,488,9,299772,0.16279,0.003,0,2,3,0,1
160560,92,1929,484,16,204530,0.23664,0.00782,0,8,6,0,0
13954,51,422,106,6,31209,0.33965,0.01923,1,2,4,4,2
16856,51,2189,443,15,178265,0.24851,0.00841,0,2,7,0,3
133338,51,1341,214,6,164080,0.13042,0.00366,0,2,4,0,2
117545,100,1752,279,6,226000,0.12345,0.00265,3,2,14,4,7
64919,50,325,144,9,37860,0.38035,0.02377,5,3,12,2,4
11847,51,965,129,27,84397,0.15285,0.03199,1,2,5,5,2
185454,51,145,56,3,17570,0.31873,0.01707,0,6,2,0,0
179736,0,248,73,6,34472,0.21177,0.01741,0,1,1,0,1
30340,51,153,104,6,16129,0.6448,0.0372,0,5,4,0,0
13492,51,87,55,12,12096,0.4547,0.09921,5,2,9,1,4
30358,50,1109,352,6,115676,0.3043,0.00519,2,3,13,6,4
162350,51,293,110,6,25132,0.43769,0.02387,0,0,5,0,0
69916,0,101,16,6,10769,0.14857,0.05572,2,1,5,2,5
23049,92,1060,294,9,159063,0.18483,0.00566,1,4,8,8,2
20123,92,287,109,9,49500,0.2202,0.01818,0,1,2,0,2
158899,50,2558,478,9,296659,0.16113,0.00303,0,6,15,0,2
164106,92,3347,499,6,372197,0.13407,0.00161,1,3,4,4,1
25447,51,4642,1339,12,447430,0.29926,0.00268,5,1,21,4,21
142881,51,663,193,3,59212,0.32595,0.00507,0,5,3,0,0
142325,0,219,131,15,27668,0.47347,0.05421,1,1,5,5,5
68501,92,1354,470,6,174107,0.26995,0.00345,0,3,4,0,1
130750,92,4980,1461,16,571937,0.25545,0.0028,1,7,10,10,1
20771,50,1465,952,128058,262917,0.36209,48.70663,8,2,41,5,20
4752,50,5,1,6,320,0.3125,1.875,10,0,14,1,0
151899,92,714,303,12,99211,0.30541,0.0121,1,7,4,4,0
4231,51,59,19,6,4144,0.45849,0.14479,0,0,4,0,0
67198,51,467,172,333,43476,0.39562,0.76594,0,3,6,0,2
120078,51,938,112,6,93301,0.12004,0.00643,0,4,3,0,0
30696,92,1786,574,6,193591,0.2965,0.0031,1,5,7,7,1
12232,50,595,449,18,61338,0.73201,0.02935,4,1,12,3,12
12568,51,181,42,3354,14930,0.28131,22.46484,1,1,3,3,3
188293,50,1684,651,12,171130,0.38041,0.00701,2,1,15,7,15
11653,51,31,9,6,1364,0.65982,0.43988,2,0,3,1,0
22419,51,19,1,3,2044,0.04892,0.14677,0,1,1,0,1
124205,92,3883,1035,6,389203,0.26593,0.00154,3,4,13,4,3
110237,92,2096,577,12,209193,0.27582,0.00574,1,6,12,12,2
55521,92,2878,418,6,327514,0.12763,0.00183,0,1,3,0,3
69075,0,43,8,6,3993,0.20035,0.15026,3,1,5,1,5
157051,100,3595,1119,15,444620,0.25168,0.00337,1,2,12,12,6
70609,50,17,2,6,660,0.30303,0.90909,4,0,4,1,0
22356,51,216,74,6,20698,0.35752,0.02899,1,1,9,9,9
1822,50,1579,439,12,166727,0.2633,0.0072,1,2,11,11,5
3378,50,306,68,12,29231,0.23263,0.04105,1,1,4,4,4
4256,50,788,265,6,91687,0.28903,0.00654,6,1,15,2,15
58293,51,471,115,6,39963,0.28777,0.01501,2,1,7,3,7
151744,51,478,159,6,55126,0.28843,0.01088,3,4,8,2,2
29890,50,2401,683,12,270519,0.25248,0.00444,0,4,8,0,2
159744,51,40,3,3,3580,0.0838,0.0838,2,0,7,3,0
153543,50,758,210,12,70126,0.29946,0.01711,1,5,11,11,2
3474,50,465,112,6,49205,0.22762,0.01219,4,1,18,4,18
6799,51,438,95,6,40506,0.23453,0.01481,3,1,11,3,11
7149,50,2382,645,6,340848,0.18923,0.00176,2,1,15,7,15
63320,51,472,128,9,48360,0.26468,0.01861,0,4,1,0,0
175048,50,658,197,9,65421,0.30113,0.01376,1,6,6,6,1
162432,92,364,149,6,49151,0.30315,0.01221,1,1,4,4,4
146677,51,396,67,6,38497,0.17404,0.01559,0,5,3,0,0
61995,51,2010,629,21,239496,0.26263,0.00877,0,9,6,0,0
75619,0,1109,228,12,113907,0.20016,0.01053,0,5,2,0,0
151500,51,122,22,6,13258,0.16594,0.04526,0,0,3,0,0
150825,51,1342,1249,15,289980,0.43072,0.00517,0,9,4,0,0
30279,50,2126,611,9,218445,0.2797,0.00412,1,2,13,13,6
145260,51,1107,349,12,113571,0.3073,0.01057,0,6,5,0,0
92053,92,2526,455,9,271726,0.16745,0.00331,0,8,2,0,0
121673,51,2929,681,19,258567,0.26337,0.00735,2,3,5,2,1
30219,92,1557,447,6,179598,0.24889,0.00334,0,5,6,0,1
170634,50,1229,415,15,140074,0.29627,0.01071,0,3,9,0,3
180043,51,121,39,3,12183,0.32012,0.02462,0,2,2,0,1
20442,92,1892,485,9,231774,0.20926,0.00388,0,7,5,0,0
171730,51,178,60,6,20338,0.29501,0.0295,3,1,11,3,11
10877,51,49,11,6,4492,0.24488,0.13357,0,0,2,0,0
106777,0,143,6,6,8168,0.07346,0.07346,4,0,5,1,0
29017,51,1454,311,9,149829,0.20757,0.00601,7,1,19,2,19
167240,51,353,87,6,35730,0.24349,0.01679,0,3,4,0,1
10970,51,80,25,3660,7968,0.31376,45.93373,0,0,4,0,0
75611,51,595,200,9,62009,0.32253,0.01451,0,6,4,0,0
159825,0,637,157,9,51818,0.30298,0.01737,0,1,2,0,2
162986,100,1587,363,18,169629,0.214,0.01061,1,1,9,9,9
81806,51,2260,1087,18,308575,0.35226,0.00583,3,1,19,6,19
58398,51,676,198,6,55813,0.35476,0.01075,0,0,8,0,0
159030,50,721,142,6,63077,0.22512,0.00951,3,2,31,10,15
181365,92,13,0,6,1707,0,0.35149,2,0,2,1,0
70737,50,384,90,15,33447,0.26908,0.04485,0,2,4,0,2
173305,100,474,195,9,51179,0.38102,0.01759,6,2,15,2,7
77656,51,136,31,3,10126,0.30614,0.02963,0,1,5,0,5
149479,51,313,96,3354,32232,0.29784,10.40581,0,0,3,0,0
6564,52,3546,1334,18,391017,0.34116,0.0046,5,3,24,4,8
165277,92,2279,240,12,247458,0.09699,0.00485,0,7,3,0,0
125643,51,151,35,3,11490,0.30461,0.02611,5,0,9,1,0
20312,92,680,219,12,61434,0.35648,0.01953,0,5,7,0,1
237,92,1342,371,6,138077,0.26869,0.00435,0,1,7,0,7
2922,51,69,27,5098,7134,0.37847,71.46061,0,0,2,0,0
159289,51,161,51,5117,21295,0.23949,24.02911,0,0,5,0,0
164957,92,861,367,12,106845,0.34349,0.01123,0,4,4,0,1
137864,92,1680,517,6,176905,0.29225,0.00339,0,1,9,0,9
4823,51,92,33,6,9822,0.33598,0.06109,0,1,2,0,2
11664,0,27,3,3,856,0.35047,0.35047,2,0,4,2,0
117797,51,1020,361,6,157224,0.22961,0.00382,1,3,3,3,1
17307,51,60,11,9,3565,0.30856,0.25245,0,2,2,0,1
75278,51,423,123,5098,39620,0.31045,12.86724,3,1,9,3,9
69801,51,93,296,6,10418,2.84124,0.05759,0,1,3,0,3
16470,92,3593,1066,15,375096,0.28419,0.004,0,5,4,0,0
156317,51,406,80,6,33948,0.23565,0.01767,0,2,2,0,1
14046,92,987,277,6,87641,0.31606,0.00685,0,1,4,0,4
151783,92,3473,585,12,400782,0.14596,0.00299,1,1,5,5,5
123798,92,3179,494,12,359323,0.13748,0.00334,0,1,2,0,2
6666,51,1495,345,15,143161,0.24099,0.01048,1,3,7,7,2
4223,50,1348,410,12,125457,0.32681,0.00957,3,2,11,3,5
121674,92,4254,1180,15,466955,0.2527,0.00321,0,9,2,0,0
148246,100,2101,427,6,255516,0.16711,0.00235,0,6,5,0,0
27920,51,252,48,37336,20976,0.22883,177.9939,0,2,7,0,3
153582,100,4795,1386,1002407,450970,0.30734,222.27798,9,4,67,7,16
150501,51,217,96,3,24128,0.39788,0.01243,1,1,6,6,6
106896,51,1063,267,18,105682,0.25264,0.01703,3,1,13,4,13
31232,92,3592,731,27,320689,0.22795,0.00842,2,5,11,5,2
49567,51,88,27,3669,8601,0.31392,42.65783,0,0,2,0,0
19712,50,2391,589,89,233954,0.25176,0.03804,4,4,12,3,3
118106,50,1633,273,12,202058,0.13511,0.00594,0,1,8,0,8
163597,51,568,235,6,47073,0.49922,0.01275,0,2,5,0,2
149772,92,1982,473,9,222240,0.21283,0.00405,0,3,4,0,1
157338,92,3353,560,6,393309,0.14238,0.00153,0,4,2,0,0
27223,51,476,189,6,44732,0.42252,0.01341,0,4,4,0,1
30644,51,5137,1235,15,555031,0.22251,0.0027,1,6,7,7,1
27287,100,1070,350,9,117538,0.29778,0.00766,1,1,10,10,10
186632,51,564,148,9,57338,0.25812,0.0157,1,3,9,9,3
13804,51,1218,1288,27,134506,0.95758,0.02007,1,3,11,11,3
77643,100,6906,1756,48165,713348,0.24616,6.75196,0,5,11,0,2
128680,92,1443,307,9,140701,0.21819,0.0064,0,10,3,0,0
13690,50,1300,527,3666,140947,0.3739,2.60098,0,1,14,0,14
79869,51,2,1,3,885,0.11299,0.33898,1,1,2,2,2
138951,100,1650,670,5107,220250,0.3042,2.31873,5,3,15,3,5
17354,50,1150,227,15,143968,0.15767,0.01042,2,4,12,6,3
6629,92,3178,633,9,355090,0.17826,0.00253,0,2,3,0,1
7060,92,4630,1580,15,505956,0.31228,0.00296,0,6,13,0,2
71605,51,388,52,3,22959,0.22649,0.01307,0,1,4,0,4
28191,92,327,127,9,36698,0.34607,0.02452,0,1,4,0,4
149947,50,80,23,9,9192,0.25022,0.09791,3,0,8,2,0
134774,51,70,24,6,5388,0.44543,0.11136,0,1,3,0,3
51983,95,4549,1127,22,456504,0.24688,0.00482,8,1,23,2,23
118448,100,5318,1099,12,577697,0.19024,0.00208,2,3,12,6,4
168793,51,1201,321,3,97871,0.32798,0.00307,3,2,11,3,5
28604,51,472,97,9,47617,0.20371,0.0189,0,0,1,0,0
140182,0,1114,354,12,113432,0.31208,0.01058,0,8,2,0,0
18288,92,1449,707,12,236768,0.2986,0.00507,2,1,9,4,9
73391,51,775,289,6,66040,0.43761,0.00909,5,2,25,5,12
23390,92,708,165,6,88085,0.18732,0.00681,0,2,3,0,1
171325,0,116,40,6,10594,0.37757,0.05664,0,0,3,0,0
152824,92,760,209,6,101877,0.20515,0.00589,0,6,4,0,0
169515,51,1673,650,12,163680,0.39712,0.00733,4,5,13,3,2
29727,51,847,186,24,74999,0.248,0.032,1,3,6,6,2
18927,50,659,172,9,58164,0.29572,0.01547,4,2,9,2,4
78068,50,2496,467,85386,240750,0.19398,35.46667,2,1,21,10,21
2679,50,1489,298,6,123903,0.24051,0.00484,3,6,16,5,2
153686,51,1820,599,15,175209,0.34188,0.00856,0,1,7,0,7
141625,51,1919,643,12,201552,0.31902,0.00595,1,3,6,6,2
72571,92,6417,1777,15,662362,0.26828,0.00226,2,5,17,8,3
163502,100,5257,1612,27,630745,0.25557,0.00428,12,4,35,2,8
13731,100,1159,410,6,122600,0.33442,0.00489,1,3,12,12,4
176643,51,849,283,12,73128,0.38699,0.01641,0,1,8,0,8
90145,100,5060,1505,1077259,480908,0.31295,224.00522,7,4,67,9,16
137905,50,4903,1149,18,515875,0.22273,0.00349,1,4,12,12,3
170524,51,75,32,3,7974,0.4013,0.03762,0,1,3,0,3
73514,92,3955,856,15,406657,0.2105,0.00369,2,6,6,3,1
139151,92,3196,690,15,372144,0.18541,0.00403,0,7,8,0,1
4568,51,578,116,6,54638,0.21231,0.01098,0,3,2,0,0
57844,51,265,138,6,24293,0.56806,0.0247,0,5,4,0,0
31450,51,1161,373,269564,123145,0.30289,218.89967,0,3,4,0,1
150901,92,1407,134,9,180008,0.07444,0.005,0,2,3,0,1
18046,92,1119,387,12,141329,0.27383,0.00849,0,5,4,0,0
73501,51,2589,625,15,233722,0.26741,0.00642,1,2,4,4,2
125253,51,2420,425,9,231584,0.18352,0.00389,7,1,25,3,25
3904,50,1073,407,6,100045,0.40682,0.006,4,1,16,4,16
29418,92,4155,1019,12,356659,0.28571,0.00336,2,3,13,6,4
153600,92,562,149,6,75505,0.19734,0.00795,0,2,3,0,1
5436,92,1252,382,9,112321,0.3401,0.00801,0,6,4,0,0
168795,52,1454,496,15,188179,0.26358,0.00797,6,0,28,4,0
77681,0,513,85,6,48284,0.17604,0.01243,0,3,1,0,0
124108,92,2979,576,15,299785,0.19214,0.005,1,4,8,8,2
48090,50,1296,321,18,120567,0.26624,0.01493,2,3,11,5,3
147037,51,200,64,3,17057,0.37521,0.01759,2,1,4,2,4
140538,50,101,26,3660,9748,0.26672,37.54616,1,0,5,5,0
809,51,511,111,9,42573,0.26073,0.02114,0,2,2,0,1
146767,51,316,54,6,28292,0.19087,0.02121,1,1,6,6,6
141454,92,661,298,9,87714,0.33974,0.01026,0,6,5,0,0
158802,51,1015,249,6,104752,0.2377,0.00573,1,4,2,2,0
31688,51,2408,732,26,312942,0.23391,0.00831,1,2,9,9,4
6192,50,222,45,3354,17354,0.25931,19.32696,6,1,8,1,8
169062,0,745,151,18,84852,0.17796,0.02121,1,4,2,2,0
152949,92,1689,291,9,137968,0.21092,0.00652,0,2,5,0,2
56251,50,1165,1409,51707,104756,1.34503,49.35946,7,2,30,4,15
66509,51,181,63,6,17840,0.35314,0.03363,1,0,5,5,0
13741,92,495,163,6,53428,0.30508,0.01123,1,1,7,7,7
