APKID,Group,Genre,UserRating,LowerDownloads,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,DEX_NATIVE,DEX_DYNAMIC,DEX_CRYPTO,DEX_REFLECTION,APK_DEX,APK_EXECUTABLE,APK_ZIP,APK_SHELL_SCRIPT,APK_APK,APK_SHARED_LIBRARIES,PERM_PRIVACY,PERM_NORMAL,PERM_MONEY,PERM_INTERNET,PERM_SMS,PERM_DANGEROUS,PERM_SIGNATUREORSYSTEM,PERM_CALL,PERM_SIGNATURE,PERM_GPS,FuzzyRisk
b56c1b02-912b-4b6a-96ce-be2711c679e7,2,Casual,4.4,1000000,754,9,132217,1643,1090,186,,7,2,4,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
298acbbb-e4b5-4dad-bbc9-9530b4bf5e60,2,Tools,4.1,10000,202,3,22048,350,223,34,6,1,2,15,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0
c2726399-39f4-4fb7-a54a-f8150a85742b,2,Lifestyle,4,10000,1591,12,151504,2286,899,359,,2,2,10,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,5,0,0,0,2,50
5d77aac1-1cd3-4e79-9aba-f7a99f71259e,2,Arcade,4.4,1000000,1646,12,191862,3903,2656,475,1,1,2,13,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,1,0,51.11111111
2bd2904a-0bd7-4adf-ab6d-97e6924109f6,2,Books & Reference,4.4,1000,77,3,7658,90,33,15,6,,2,,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,51.11111111
22cc3ca2-b9e6-41a9-baa2-4f60e49e787d,2,Entertainment,4.8,1000,47,3,6605,52,7,2,3,1,2,14,0,0,0,1,0,0,0,0,0,0,5,4,2,1,4,8,0,0,0,2,50
0f938080-320b-4690-b560-0dcf7ba20acb,2,Business,4.1,5000,52,6,6742,84,16,8,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dee55a65-7eea-462d-9f29-690badad496d,2,Racing,3.8,10000,1519,6,126236,,,,,3,3,,1,0,1,1,0,0,0,0,0,0,1,3,0,1,0,3,0,0,0,0,51.11111111
6bfcc601-fdeb-463b-9b22-7407d859c65b,2,Tools,4.5,500000,688,9,124899,,,,5,,5,,0,1,1,1,0,0,0,0,0,0,5,7,0,1,2,8,0,0,0,0,100
22260b8b-fea5-4bd8-8e63-8f8525b30a66,2,Communication,3.7,1000,33,6,2483,25,0,0,,,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
b45b0af5-ec58-482b-9cdb-fea42f43034e,2,Tools,4,1000,118,3,12998,185,53,24,,,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,51.11111111
95be278c-09c3-4ed8-929e-0fdb280e8c5a,2,Photography,3.9,100000,1358,15,156366,2001,773,285,2,5,3,8,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
bda33459-089b-429c-aea4-afa573bcf0bd,2,Tools,3.7,10000,2867,9,326167,5906,4536,658,1,2,2,,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,4,0,1,0,0,92
3985b574-2284-4638-b977-082adec8dcae,2,Personalization,4.2,50000,989,6,95812,,,,6,2,4,,0,0,0,1,0,0,0,0,0,0,5,6,0,1,1,8,0,0,0,0,51.11111111
3e2e1184-8d43-4cb5-813e-0d841ac0f458,2,Business,4,5000,6141,15,624491,,,,1,3,2,,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,5,0,0,0,0,51.11111111
74dddb86-0cff-4e4d-8f7b-11df152cc00d,2,Productivity,4.3,10000,1017,17,141404,1927,926,324,3,1,2,,0,0,1,1,0,0,0,0,0,0,4,2,1,1,1,8,0,0,0,2,50
2e2fcf7d-3239-4e52-82e2-ef9fb33198f5,2,Social,3.8,1000,48,6,4716,60,14,6,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
37d0b06f-699f-4303-b74e-b2ef998f3a3b,2,Lifestyle,3.7,10000,104,3,16524,115,20,10,6,,5,4,1,0,0,1,0,0,0,0,0,0,1,6,0,0,0,3,1,0,0,0,0
cb3ed348-fe13-4238-8e04-fb1072e221dc,2,Sports,4,100000,420,56461,65825,757,168,68,,1,2,,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,1,51.11111111
10a96ba7-ebac-4c0d-8399-a2e561826733,2,Education,4,100000,249,9,26435,315,111,36,2,1,2,,0,0,1,1,0,0,0,0,0,0,1,5,0,1,0,2,0,0,1,0,51.11111111
6c889069-1c7e-406f-80b4-6c0ddd4111b9,2,Health & Fitness,4.5,1000000,4521,27,357383,4926,1898,491,1,6,5,7,0,0,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,51.11111111
75db1549-9d3a-49c7-b0b1-4e5dbad942e8,2,Transportation,3.6,10000,343,9,56322,549,183,76,,2,2,9,,,,,,,,,,,,,,,,,,,,,
123ae531-2735-4cc3-8af9-c36c39a312d5,2,Tools,4.5,5000000,2753,21,298406,4834,2420,577,6,10,5,,1,1,1,1,0,0,0,0,0,0,6,10,0,1,3,11,0,0,0,0,88
c93ab5dd-edef-43f2-a064-6a41f2370a27,2,Books & Reference,4.7,5000,486,6,43499,,,,,1,2,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
04618b43-ba76-47d6-9393-e8dcc886d7ff,2,Medical,4.3,1000,275,6,20862,280,46,20,,3,3,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,51.11111111
acddc8c0-bed2-439d-a278-0d988fae4246,2,Casual,3.8,1000,2848,9,324786,5885,4539,654,3,1,2,,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,92
d9327573-c1c3-4e26-9271-ed1232bcd313,2,Personalization,4.2,100000,824,9,92416,1199,561,209,2,4,5,12,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
b9f96b5e-793b-4505-8672-52a6c5c2b7d8,2,Entertainment,4.2,500000,42,6,4463,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3eced036-251a-493b-80a2-2aadf4cc4cdb,2,Education,4.3,500000,1192,15,185728,1381,390,155,1,2,2,10,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,92
6536a267-8821-4673-924e-e5a3fa3cd410,2,Personalization,4.3,10000,385,9,37516,482,237,100,,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976fe7b2-611c-4176-8541-5d641c5c9d84,2,Entertainment,3.9,1000,2868,9,323049,5421,3691,704,1,2,2,9,1,1,1,1,0,0,0,0,0,0,3,5,0,1,0,3,0,0,1,0,92
8080eb75-af36-4d22-8a12-a64762472f33,2,Lifestyle,4.3,5000,246,5114,24066,354,64,29,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,51.11111111
cb0d96ff-d894-4c42-9c49-dc0214aa15a9,2,Education,4,500000,105,6,11783,,,,,2,4,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
665ddb07-3b15-4835-b6ed-d4721f818f25,2,Tools,4.2,5000000,4394,15,361312,6480,2959,711,,12,2,,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,92
07d994d6-5cc4-40a4-9217-ef49f483b901,2,Lifestyle,3.4,1000,2439,18,314913,5457,3273,744,7,2,3,1,1,0,1,1,0,0,0,0,0,0,3,7,1,1,1,6,0,0,0,0,51.11111111
b4bb6222-5e05-4736-9819-9ca95a313c60,2,Entertainment,4.2,1000,1557,9,191676,2649,1285,365,,3,2,14,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,92
17e43ccf-14c7-417d-9795-418e6164f846,2,Casino,4.1,5000000,1673,12,183219,,,,2,2,3,,0,1,1,1,0,0,0,0,0,0,3,4,0,1,0,4,0,0,1,1,100
8203f52b-d68c-403b-af00-5d83ddd138aa,2,Arcade,3.9,100000,78,5095,7717,75,6,3,,1,2,,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
556b49f2-0161-4f53-8d3a-cf345a9ba545,2,Media & Video,4.1,1000000,4263,9,526085,8257,4905,1152,3,5,6,,1,1,1,1,0,0,0,0,0,0,1,3,0,1,0,6,0,0,0,0,92
f8782703-8b77-40f3-badb-4714efd223be,2,Lifestyle,4.1,500000,1919,12,165265,2221,731,186,1,3,2,,0,0,1,1,0,0,0,0,0,0,3,6,0,1,0,4,0,0,0,1,50
7f845ec3-fb84-4682-b2a6-9addff71f2f1,2,Casual,4,1000000,935,18,76693,,,,,7,2,,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
b0217aa4-30d4-477a-9524-0611c7561e25,2,Education,3.5,10000,1851,15,180135,2564,1064,382,,3,2,11,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,0,2,50
eab68f00-9fd6-4702-9e25-4e2f183a2855,2,Travel & Local,3.9,5000,1220,9,180515,2470,1380,306,2,1,2,,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,5,0,0,0,0,50
5d34e570-3a79-4b80-a661-ad3ef3f21f3c,2,Entertainment,4.2,50000,697,6,84728,893,310,129,4,1,2,12,0,1,1,1,0,0,0,0,0,0,1,4,0,1,0,5,0,0,0,0,92
9be490ea-ff15-4b0e-a39c-6c0fc6b4865a,2,Medical,4,1000,1983,6,193541,3143,1401,304,,5,3,2,,,,,,,,,,,,,,,,,,,,,
7437ff12-0c80-4c27-b7da-390238a25338,2,Puzzle,3.4,1000,19,3,1450,10,0,0,1,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
079b2f4a-697f-4a3f-9502-bb70721f0738,2,Action,3.9,1000000,2202,6,208825,3208,1501,400,2,1,2,,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,5,0,0,0,0,92
3b168668-5e52-4388-8763-a7e8dfdb41af,2,Books & Reference,4.6,1000,734,6,150391,,,,,2,2,,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,92
1765c383-d22f-4e29-a679-28da57b30474,2,Books & Reference,3.3,5000,318,6,29051,433,212,89,,2,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
d64b8ccd-d9ac-4058-9b52-3d700a084e28,2,Casual,4.4,1000,423,5111,39292,501,133,60,,1,2,3,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,0,2,50
2e788c90-2162-4a7f-a0b4-af002dbf3a35,2,Puzzle,4.6,5000000,645,9,72695,738,192,74,,3,2,19,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
f56e3a00-369a-4f4f-a0bf-a3015724b684,2,Education,4.2,1000,3539,6,459086,7557,5739,972,1,3,2,11,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
3e60e6f5-05f3-4021-ada1-5ab0a102ab05,2,Personalization,3.9,50000,68,9,6510,,,,1,1,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,51.11111111
64702acb-7004-442b-8724-bfe18090eb6f,2,Social,4.5,10000,519,6,46027,632,197,80,2,3,2,1,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,51.11111111
ec6740b0-5fe4-47f5-94cb-85913de284f2,2,Productivity,3.7,10000,71,6,6259,143,58,25,,,2,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
5ef623d3-00bb-4334-96d6-4f83fc64a50a,2,Tools,4.3,500000,959,18,61840,,,,,2,2,,0,0,1,1,0,0,0,0,0,0,4,4,0,1,0,5,0,0,0,2,50
bea409de-6875-498b-8d5c-6b49855dfeee,2,Arcade,4.1,500000,2152,6,257492,5204,2966,920,1,3,2,9,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
43c733c9-7fd7-4e11-ba99-1bce40b9c460,2,Personalization,4.2,50000,1317,9,165635,2214,686,271,1,3,4,,0,1,1,1,0,0,0,0,0,0,3,4,0,1,0,5,2,0,0,0,92
35b65569-93d0-479f-94ac-efe7a94bca60,2,Casual,3.5,1000000,3042,9,342893,,,,,3,2,,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
b172dd7e-5ed9-4e32-86f7-1becb2e84fc3,2,Lifestyle,4.8,10000,774,9,86889,896,277,95,,2,2,4,0,1,1,1,0,0,0,0,0,0,1,5,0,1,0,3,0,0,0,0,92
b86e0b6c-d09f-4da9-b71a-751190ef87c5,2,Productivity,4,10000,83,3,6436,127,28,13,,,3,6,,,,,,,,,,,,,,,,,,,,,
6c5c80c1-0585-4766-9e72-e96e8a023819,2,Education,3.7,10000,165,3,13515,174,47,21,,,2,8,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,3,0,0,0,0,51.11111111
6c613a64-e915-4069-992b-7f18d78547cd,2,Puzzle,4.3,100000,2978,9,293705,4353,1767,654,,5,2,9,1,1,1,1,0,0,0,0,0,0,2,3,0,1,0,4,0,0,0,1,100
622ff218-c1e3-436b-8ba7-f1c037b6191b,2,Casual,4.4,1000000,1518,12,166638,2121,826,282,3,1,4,1,1,0,1,1,0,0,0,0,0,0,5,7,0,1,0,8,0,0,1,2,50
c12bdf52-7a23-40a3-a127-6efc5acb4db9,2,Adventure,4.1,10000,1404,12,150276,2014,766,300,1,4,2,9,1,1,1,1,0,0,0,0,0,0,2,3,0,1,0,4,0,0,0,1,100
dcd62a2a-947f-453b-b105-4070f5695f48,2,Strategy,3.7,5000,1279,6,140218,,,,,6,2,,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
546722e8-c665-4b3d-b46c-d0d4293022c4,2,Simulation,4.1,500000,74,450,8859,,,,2,4,2,,1,0,0,1,0,0,0,0,0,0,1,4,0,1,0,4,0,0,0,0,51.11111111
b96d997b-ae95-4e19-95b6-b2d565be3f93,2,Card,4.1,1000000,1909,15,182397,2939,1433,470,6,4,2,,1,1,1,1,0,0,0,0,0,0,7,8,2,1,3,13,0,0,1,1,83.33333333
e6a85dc4-2db6-4a87-bca6-3ca7bf225173,2,Education,4.2,1000,118,3,9919,,,,2,2,2,,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,1,51.11111111
946f8895-6bd2-4cbf-8bce-1181027178df,2,Photography,3.4,50000,622,6,79243,,,,1,1,2,,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,92
343d0f4f-bc8d-4c65-bc16-6448d990bffc,2,Music & Audio,3.3,1000000,1347,9,185960,1938,1157,308,,1,2,2,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
d841666c-ecb8-4696-adce-55cc5bdb26f9,2,Personalization,4.1,5000,700,6,95327,891,314,131,,6,2,2,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
97943adf-9751-49f9-9d0e-5a60e413bcf1,2,Role Playing,4.8,100000,916,12,86200,1359,458,200,8,4,2,20,0,1,1,1,0,0,0,0,0,0,4,7,0,1,0,9,1,0,0,2,95
905f3b4b-a78c-4c38-b3db-68146e5ebdad,2,Arcade,3.9,1000000,2779,12,332139,5358,3141,721,,3,2,28,1,1,1,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,92
a86f38b5-8ff5-4e02-b8b4-6acd09c90872,2,Weather,4.6,500000,1386,6,156849,1886,760,309,,3,2,10,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,92
5651a109-4060-4b86-9332-a2e3ac07f823,2,Lifestyle,4.8,1000,5735,15,585701,10895,6187,1610,1,3,2,7,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,5,0,0,0,0,51.11111111
07958c4d-35c4-4b97-8c10-6afc7f6feff1,2,Arcade,3.3,10000,1191,9,153514,2904,1537,477,,5,2,6,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
72b44505-363b-46e9-b0fe-0a5bd46fb3eb,2,Music & Audio,4.4,5000,1313,9,169766,2414,1197,327,,3,2,10,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,92
ea824914-0249-4783-a872-00e96e2c4bf4,2,Entertainment,3.2,1000,111,3,12191,174,47,21,,,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1ccdeae9-ef8e-41c7-800d-af68be348618,2,Education,4.8,10000,1875,6,232907,4400,3272,543,1,3,3,19,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
d5a56727-1936-4faf-b42c-56c7bf62dfb9,2,Personalization,4.2,50000,12,6,344,8930,5441,1046,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c224ef94-fc32-4475-aced-57c6972e6914,2,Health & Fitness,4.3,10000000,550,3679,61054,872,248,104,1,3,5,10,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,0,51.11111111
86b1b670-9784-4c31-95d4-ee8ee28218d3,2,Entertainment,4.4,5000,404,9,37771,558,282,116,3,1,2,6,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,51.11111111
9066cfba-c97d-4588-8368-c2838b2e0ba4,2,Music & Audio,4.2,1000,1198,6,208511,2315,1353,282,,2,2,,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,92
bb842d7e-edd6-48b9-91b9-fea557bdce90,2,Entertainment,4.3,10000,168,6,37625,409,91,39,,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
11b00264-632b-4d03-8e7e-c546f429bc25,2,Medical,4,5000,218,9,18190,260,44,19,,,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a158c84-3ca8-4bb4-8718-17de0e7df32b,2,Tools,4.2,100000,238,6,17775,,,,,1,5,,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
aebad206-0cfe-4a34-9b9a-5d97c4f638fb,2,Weather,4.2,100000,15,3,537,10,4,1,1,,2,10,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
861831d4-827b-40c8-89a9-d0bec445a26a,2,Music & Audio,4.2,100000,761,6,101810,1347,481,184,3,1,2,5,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,51.11111111
3876b311-4bec-4dfa-a340-73091f27badc,2,Communication,4,5000,904,6,76742,1023,336,73,,1,2,12,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
addc5301-ded9-4f57-b992-07fe55d8e8eb,2,Puzzle,3.7,100000,1149,12,118246,1583,721,285,,8,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
cfa3024c-a711-4d41-815a-b75ea72029fb,2,Communication,4.1,1000,1002,3116,120072,1855,764,295,10,,11,5,1,0,1,1,0,0,0,0,0,0,11,10,2,1,3,21,0,1,1,2,50
c42230ba-91d1-4007-96f1-0c2d51744dd3,2,Puzzle,3.6,5000,616,9,82381,,,,,3,2,,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2c04d3b1-3b49-4cc2-b9c0-3d7e7a559580,2,Tools,3.5,1000,412,6,33361,525,155,64,5,1,2,15,0,0,0,1,0,0,0,0,0,0,6,12,0,1,0,11,0,0,0,0,50
99111446-fdcf-4660-8ac3-406aeefd879e,2,Education,5,1000,64,3,6354,169,166,25,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
40d792b3-c54a-4873-8677-55f20fb0dfb8,2,Entertainment,3.9,10000,1164,9,173377,2344,1420,313,,2,2,14,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
99c66caa-542b-415c-850f-5f705065b06c,2,Casino,3.9,100000,181,3378,15210,216,69,28,,,2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
56ad810b-4efe-4a15-b4f9-07b2154172fb,2,Racing,3.7,1000000,973,6,105232,1138,382,154,2,1,4,9,0,1,1,1,0,0,0,0,0,0,1,5,0,2,0,6,0,0,0,0,92
cf431fcb-969a-48c9-ba48-db2c4ac04962,2,Entertainment,3.9,10000,36,6,2613,12,4,2,3,,2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,92
19a5f694-b116-49fa-ac12-4dc30a5ec340,2,Media & Video,4.2,1000,6104,24,709291,11581,6595,1782,,5,6,3,1,1,1,1,0,0,0,0,0,0,5,1,0,1,0,7,0,0,0,2,100
fd7cf18c-98d1-47b1-9aac-8d11fc12db55,2,Personalization,4.2,1000000,894,6,85087,,,,,3,2,,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
14f72791-a44a-4fe5-b398-24fb3520b09e,2,Shopping,4.5,1000,1998,6622,279037,4284,3118,538,6,1,2,,1,0,0,1,0,0,0,0,0,0,4,4,0,1,0,5,0,0,1,2,50
5ec07029-6059-4279-b4e7-0bbe1cbfc2a0,2,Finance,4.1,1000,1025,6,179624,,,,,1,2,,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
8eb0ca98-796b-4687-8cba-fe0ed31c40ff,2,Entertainment,3,1000,41,6,2952,,,,1,,5,,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
ab13eee4-2bdc-4491-8b5f-ae912e6fb76e,2,Finance,4.2,10000,96,3,10898,176,48,22,,,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
af06cc1d-296f-4fab-a62f-d3a23e2e96e8,2,Travel & Local,3.7,10000,58,3,5945,114,33,14,,7,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
5c5556da-0664-42be-854a-5cee6decaad9,2,Entertainment,4,50000,1108,12,188818,,,,,2,2,,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
7e75a2fb-69b8-4759-bde6-d08eefbab878,2,Tools,4,5000,55,3,5027,75,11,5,3,,,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,0
7d6c2939-a097-47ad-a4f7-454ea81cf9eb,2,Arcade,3.9,10000,153,3,21154,369,214,63,,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc7dadc2-f859-45ea-bac4-14189485bf19,2,Puzzle,4.1,10000,3176,15,370441,5883,3872,788,,8,2,24,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
8dca1184-39f6-4cc3-9eec-b85b8480cb9c,2,Shopping,4.1,1000000,2195,15,214931,3049,1279,500,3,1,4,2,0,0,1,1,0,0,0,0,0,0,6,5,1,1,2,10,0,0,1,1,51.25
8f919ff1-3aa6-4682-a136-49265f414caa,2,Entertainment,4.1,10000,20,3,1601,41,6,3,,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91d012ed-8928-4746-b415-dd78691ce367,2,Social,4.1,5000000,4463,9,550431,8661,5157,1204,,3,7,11,0,1,1,1,0,0,0,0,0,0,4,4,0,1,0,6,0,0,1,1,100
cb3afded-e49f-4914-8b50-72ff3ae7cac7,2,Lifestyle,4.2,1000,1100,6,178563,2247,1425,300,1,1,2,9,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,1,51.11111111
df2910c6-0e27-4c09-bcf4-fdb66a75ddb1,2,Tools,3.4,100000,82,12,6694,131,37,15,1,1,2,,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
097ebab7-86ed-494a-ad85-a3db436b83e4,2,Education,4.4,1000,225,9,19941,,,,2,2,2,,0,1,1,1,0,0,0,0,0,0,1,3,0,1,0,4,0,0,0,0,92
46304d77-149f-4a57-ae1a-b0dca895519d,2,Libraries & Demo,4,10000,117,3,12670,186,53,24,,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
5d77fd78-f94b-40fe-bef6-bf480ef4e1c7,2,Entertainment,4.2,10000000,2202,12,221931,3103,909,340,2,2,8,,0,0,1,1,0,0,0,0,0,0,2,7,0,2,0,4,0,0,1,0,51.11111111
0b85a04c-d165-4c4e-bb49-e82942c9c490,2,Music & Audio,4,1000,5,3,215,6,0,0,,,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
f6e774ad-17bb-4474-a76f-553ad84b30d9,2,Social,4.1,50000000,4541,15,492831,7434,4016,1059,2,1,2,2,1,0,1,1,0,0,0,0,0,0,6,5,1,1,1,8,0,0,1,1,50
078c478f-707d-4f97-8a33-6972a7eb2795,2,Education,4.6,10000,86,6,9151,142,52,21,1,1,3,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
5827bbac-2bed-471d-8be2-df0ca46cccd9,2,Finance,3.4,10000,47,3,3869,22,0,0,1,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
a3117202-4c97-4a1e-a806-9b9a98227079,2,Tools,4.2,50000,34,3,2346,28,11,5,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06cbdbd6-d3ec-4fe8-9262-fc1957832ee0,2,Casual,4.6,1000000,1424,12,157115,,,,3,1,4,,1,0,1,1,0,0,0,0,0,0,5,7,0,1,0,8,0,0,1,2,50
5e4ac5ec-5a8b-43e1-a14b-b026c639e937,2,Entertainment,3.3,1000,65,243,6941,98,25,11,2,3,2,,,,,,,,,,,,,,,,,,,,,,
f2942417-e495-41ff-b871-eab09725c082,2,Books & Reference,4.4,10000,658,6,83994,816,334,140,1,1,2,3,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,92
e7606b49-57c3-4d1f-bf94-11188994be90,2,Strategy,4.2,5000000,957,9,112778,1453,489,201,,2,2,16,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
c0cf0356-2b2c-481c-8ca4-a2fe2c3c6bc0,2,Education,4,50000,145,9,18522,192,95,25,,1,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27ff3645-58e2-4fc7-922c-196358c80aa4,2,Travel & Local,4.1,10000,463,6,77153,732,207,89,1,6,2,4,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,2,100
2865c09d-0419-451f-b723-74f1de39a81d,2,Entertainment,4.3,10000,3832,9,411764,,,,3,1,2,,0,1,1,1,0,0,0,0,0,0,2,5,0,1,0,3,0,0,1,0,92
0fa332e4-c4f6-412b-897e-ad3d438010b3,2,Shopping,4.1,1000,2992,18,301777,,,,1,3,2,,0,1,1,1,0,0,0,0,0,0,5,4,0,1,0,6,0,0,1,2,100
