APKID,Group,Genre,UserRating,LowerDownloads,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,RowID,DEX_NATIVE,DEX_DYNAMIC,DEX_CRYPTO,DEX_REFLECTION,APK_DEX,APK_EXECUTABLE,APK_ZIP,APK_SHELL_SCRIPT,APK_APK,APK_SHARED_LIBRARIES,PERM_PRIVACY,PERM_NORMAL,PERM_MONEY,PERM_INTERNET,PERM_SMS,PERM_DANGEROUS,PERM_SIGNATUREORSYSTEM,PERM_CALL,PERM_SIGNATURE,PERM_GPS,FuzzyRisk
040cf22f-ad14-458d-917a-465c47c688fd,1,Business,2.8,1000,972,12,86237,1236,321,108,9,1,2,6,11148,1,0,0,1,0,0,0,0,0,0,5,7,0,1,0,8,0,0,1,2,50
e72f5477-dedb-464c-bed7-4ccdbedeeb5c,1,Entertainment,2.2,5000,104,9,10440,113,35,15,,,2,5,749,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
4689cc7b-92e8-4c2a-8df7-bca34384e96e,1,Tools,2.7,1000,1529,15,337238,,,,,10,2,,120795,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,2,100
f1742379-79ea-4d0a-be38-0d6d131dc052,1,Entertainment,2.4,1000,53,3660,5642,50,0,0,,,2,,70463,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
fa9bb905-70f7-4f8f-ba6d-1972c4f649a5,1,Transportation,2.7,10000,2435,15,295472,4982,3204,699,,1,5,,60897,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,2,50
946c901e-ce05-4c6c-a2bc-6c4b5388015e,1,Lifestyle,2.4,5000,676,14,101790,812,276,110,,1,2,1,29327,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,92
2a7106a7-d750-4901-b225-b5aa7565ba60,1,Casual,2.9,10000,56,3,6508,,,,,,2,,125922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
5c294c11-bf18-45c7-b9c2-0da99dbacbbd,1,Media & Video,2.4,1000,27,3,1553,48,11,5,,4,2,2,2692,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
fc132c92-f4c0-4d31-8add-6018880f520d,1,News & Magazines,1.6,100000,216,3,17908,284,108,44,2,1,2,,131212,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,6,0,0,1,2,50
c12884ea-eb57-40ab-bc82-f3875d1e9aa8,1,Education,2,1000,114,6,8104,86,39,13,,1,2,4,11512,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
e969baea-d580-4890-b33f-09e7c24dc9e0,1,Productivity,2.1,100000,1516,12,144058,1949,486,190,2,7,8,3,15915,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,0,0,51.11111111
bceac54d-d2a2-447b-881c-5a0d51ce4c23,1,Puzzle,2.6,100000,275,9,32211,394,76,34,,2,3,,66779,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
402eb499-6131-4d24-9cf2-65c8e81e151b,1,Education,2.4,10000,534,9,70849,,,,,1,2,,126063,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
44570c55-06ac-40d1-a98d-5ab716a044fa,1,Weather,2.6,5000,208,9,25590,347,78,34,1,5,5,8,13621,0,0,0,1,0,0,0,0,0,0,4,4,0,1,0,4,0,0,1,2,50
6ee25265-f39f-45e5-8e11-a899d50fac2b,1,Music & Audio,2.8,1000,3045,25,335543,,,,,7,2,,124124,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
43bdcf86-8a34-4161-901d-fe5194075095,1,Personalization,2.8,5000,21,12,1695,19,0,0,,,1,,131309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325a352-9d85-43f4-8482-d694b67f9464,1,Photography,2.9,10000,18,3,1554,22,0,0,,,2,18,3937,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
6986a87f-bbd6-452c-b71b-f3fd3c965098,1,Puzzle,2,1000,69,6,7345,,,,,6,2,,122308,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ae880e65-9925-45ee-a678-21614e502a04,1,Books & Reference,2,10000,117,3,14980,280,167,41,,,2,18,2810,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
ad13eaf6-79a7-495a-970d-0b0d49093094,1,Entertainment,2.8,1000,24,3,2212,35,14,7,,,2,1,5481,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
97de8141-f521-41b7-9de3-ab4259ab7774,1,Business,2.6,1000,83,3,11662,,,,5,1,2,,74210,0,0,1,1,0,0,0,0,0,0,9,6,0,1,1,10,0,0,0,2,50
e0de4d77-f299-4e45-9d6a-d9e4a5a634a6,1,Entertainment,2.7,1000,1523,15,327133,4023,1836,443,,10,2,,136335,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,92
44ebec6c-da3a-4614-af10-ad852b0a2568,1,Education,2.8,1000,69,3,7353,81,4,2,,1,2,,68762,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
d1d730c4-9bf7-4adb-bba7-915b85e7a4da,1,Entertainment,2.8,5000,1266,15,281267,3650,1684,399,,10,2,11,28495,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
ad5c5abb-dd12-493c-b26e-f1f2d37f17de,1,Business,2.8,1000,1271,12,139703,,,,10,3,3,,124935,1,0,1,1,0,0,0,0,0,0,4,8,2,1,3,11,1,0,0,2,52.63157895
9e90bd0d-370b-4850-8f39-b9e7d0b9ef2e,1,Business,2.6,1000,90,9,9500,,,,,2,2,,106302,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
6c48eaf2-b210-435a-b398-e56f289e7fa6,1,Entertainment,2.8,1000,17,3,1176,16,0,0,,1,2,3,11774,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,2,0,0,0,0,51.11111111
7b600772-258b-4c01-bbeb-b9041cd598c3,1,Sports,2.9,50000,552,6,71235,705,280,116,,1,2,2,27714,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
133a3444-c95c-407b-b17e-a83109d0938a,1,Education,1.2,1000,105,5111,11797,,,,,,2,,124633,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
5f1bc8b8-026c-4e3b-bbd1-5c3808070abc,1,Transportation,2.8,1000,269,9,40532,469,189,59,1,1,4,3,30452,1,0,1,1,0,0,0,0,0,0,3,1,0,1,0,5,1,0,0,2,50
f5163fe5-0f78-4e1f-9425-3e1443da8656,1,Education,2.2,10000,75,3,4373,75,32,10,,1,2,,136659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
c62359e0-d019-4ed7-856d-3d8eb03e53d7,1,Travel & Local,1,1000,1984,15,214228,3452,1750,354,,4,2,11,13203,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
5355bd78-e030-4ce8-b242-f6f88af066c7,1,Puzzle,2.8,10000,992,15,119989,1289,395,152,,5,2,25,12393,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
7b3d2d34-55ce-49b1-91bf-be6e2ab1113e,1,Productivity,2.2,1000,461,9,35416,,,,,2,2,,107196,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
261533f7-4408-4323-a109-421ad3b3e1d7,1,Productivity,2.5,1000,29,3,2200,,,,3,2,2,,126708,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,5,1,0,1,2,0
48d5c8cb-a693-44db-8acb-db14c3d3eece,1,Entertainment,2.8,100000,89,3679,10815,109,6,3,1,,2,,68453,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
94c014c1-bb06-4bbb-9a13-74f5fc061a4d,1,Productivity,2.4,1000,188,3357,16495,216,69,28,1,,2,1,8344,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,51.11111111
67f6a216-2be6-4078-ac04-db82213982c5,1,Finance,2.2,1000,1278,9,125426,,,,,3,2,,80335,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,51.11111111
3af71ab0-1ae9-478c-a39c-0091f9374ff7,1,Personalization,2,1000,11,3,2435,12,0,0,,,,10,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68a6fa1b-ed15-45f3-b2a0-33f8473ba7b2,1,Personalization,2.9,10000,67,3,7684,79,41,17,3,,2,4,12386,0,0,0,0,0,0,0,0,0,0,3,4,0,1,1,5,0,0,1,0,51.11111111
85abe0be-1f0e-4b27-8257-997ed6b9aac7,1,Entertainment,2.9,100000,939,12,93883,1818,1019,340,,,3,,69827,0,1,0,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,1,51.11111111
f9fa5507-e1cc-480e-921a-d965ec0bb05d,1,Lifestyle,2.9,1000,594,9,68437,,,,2,6,6,,121431,0,0,0,1,0,0,0,0,0,0,5,5,0,1,1,6,0,0,1,2,50
16d36e7a-86dc-4db2-8841-b5d66d7cf140,1,Travel & Local,2.5,1000,1457,103,157572,1935,696,292,3,6,5,1,21744,0,0,0,1,0,0,0,0,0,0,4,3,0,1,0,6,0,0,0,2,50
cfdf64b5-7e43-4a5e-8f07-4da8cdd7698a,1,Puzzle,2.8,1000,562,5098,61315,899,450,130,2,2,5,,68579,1,1,1,1,0,0,0,0,0,0,1,5,0,1,0,4,1,0,0,0,92
7d3f8a78-0fe3-4672-8dae-ae7c107909ef,1,Card,2.3,1000,822,9,76389,1003,300,114,,4,2,7,27794,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
14d78967-578d-402a-be91-f655079e1968,1,Music & Audio,2.8,50000,270,5117,31426,367,77,30,,1,2,,57006,1,0,1,1,0,0,0,0,0,0,3,1,0,1,0,5,0,0,0,2,50
185534cc-0a92-4777-854e-4854f45ab0db,1,Communication,2.4,5000,42,3,8974,,,,19,,2,,125895,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,10,2,0,3,0,51.11111111
aaa9a8bd-c8b9-4cf2-8a2a-b950fac38801,1,Lifestyle,2.2,1000,97,6,7443,116,12,6,3,,2,,66963,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,5,0,0,0,0,50
bb59e1ba-204c-4a34-8b30-1fe3431c72a6,1,Tools,2.3,1000,36,3,3280,79,51,12,,1,2,4,10798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2ba4500-31f7-48e2-83d1-563a779849be,1,Puzzle,2.4,1000,18,3,1296,,,,,,2,,125847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3137588-f5dd-4093-a645-d912d5cf2abc,1,Music & Audio,2.9,5000000,4983,12,502133,7409,2693,806,7,4,6,7,13679,1,0,1,1,0,0,0,0,0,0,5,8,1,1,1,15,1,0,0,2,50
fd3d1ea8-537c-4843-91cc-00cc15dd17a0,1,Puzzle,2.9,10000,114,3,12188,180,55,25,,,2,,66634,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
58524130-a2b5-4bfc-8d23-bbbbb1fb0bb3,1,Tools,2,10000,23,3,1625,49,21,8,,,2,5,2918,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
95c4f171-12f0-4276-a239-c998e0d904f1,1,Entertainment,2.9,1000,9,3,382,,,,1,,2,,127594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
faa55a6b-eaf5-4fb0-ba47-772d75975fda,1,Tools,2.8,10000,15,3,1022,16,0,0,1,,2,,68394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5de0968d-b007-4f01-b692-53c3a4293263,1,Entertainment,2.9,1000,627,9,82588,848,320,131,,2,2,10,29079,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
8ef58664-5b93-490c-828d-22b4b7f9619f,1,Card,2.4,1000,1288,12,162304,,,,2,5,2,,106735,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,5,1,0,0,2,50
e740567b-2300-47df-b417-ea26a86aea9b,1,Communication,2.9,100000,2243,9,269188,,,,6,8,5,,103405,0,1,1,1,0,0,0,0,0,0,7,4,2,1,2,13,0,1,0,2,88
3d1d4b6c-94f8-476f-827f-de0a4b9479b5,1,Education,2.8,10000,70,3,5578,,,,,1,2,,127947,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
61c16ee0-bc25-45b4-b409-9a31cc9dae01,1,Tools,2.7,1000,147,6,12029,333,145,65,,3,2,,130165,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
54827d29-8f66-4b5b-8016-f8121e7445cb,1,Action,2.1,10000,595,9,60595,798,287,118,,6,2,,71245,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
b80c9d16-0faa-4191-8d3a-4d1e5585570c,1,Entertainment,2.6,1000,13,3,386,5,0,0,,1,2,,69166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291ce78f-4099-4332-bd58-d555c3e5c1df,1,Lifestyle,2.9,10000,2607,18,289563,5056,3184,682,1,3,3,2,16767,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,1,2,50
432fb08a-ef34-44ea-b1bd-da0e20d593a0,1,Tools,2.7,1000,68,3,7938,133,39,17,2,,2,5,17189,0,0,0,1,0,0,0,0,0,0,4,0,1,1,2,6,0,0,0,1,50
e896294d-267b-4e4f-b96f-30a05e84d7fa,1,Tools,2.9,1000,239,6,25816,302,139,53,8,,2,32,4150,0,0,0,1,0,0,0,0,0,0,3,5,0,1,0,6,2,0,0,2,50
50f77b1b-60ef-4fea-9d9b-7b83c9cbed1b,1,Finance,2.7,5000,812,9,67592,1205,542,191,1,1,2,4,19944,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
a4df979d-c36f-4f43-9678-072912bf6a11,1,Arcade,2.2,5000,33,6,3526,78,34,12,,,2,,69027,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,51.11111111
e7647ba7-b5bd-441d-8b71-23a880449d78,1,Transportation,2.5,1000,180,6,20984,,,,2,2,2,,127192,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,2,50
17af03ca-d06b-4c8b-85c2-a47a5dd9b9fc,1,Lifestyle,2.3,1000,4707,30,584363,8909,4573,1235,,5,6,2,11312,1,1,1,1,0,0,0,0,0,0,5,2,0,1,0,6,0,0,1,2,100
745b2618-1cf5-4bdc-8e36-8a713005131b,1,Tools,2,1000,186,3357,15381,213,67,27,3,1,2,8,10797,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,2,50
9e951d45-3c8e-4b7e-915f-93c5a3680d36,1,Finance,2.9,5000,2849,15,304735,,,,1,4,2,,120395,1,1,1,1,0,0,0,0,0,0,4,5,0,1,0,6,0,0,1,2,50
359ae175-ae79-43f1-a8c6-c2514070ff2d,1,Finance,2.8,1000,836,9,77422,1047,153,66,,3,3,14,11229,0,0,0,1,0,0,0,0,0,0,2,2,1,1,2,4,0,0,0,0,51.11111111
e6ddf362-5570-42aa-9456-bae5d8a43b6f,1,Sports,2.2,5000,718,6,75209,1049,585,249,1,1,2,8,30207,0,0,1,1,0,0,0,0,0,0,3,4,0,1,0,4,0,0,0,2,50
865215f7-3b52-410a-9cca-53dcf998409c,1,Social,2.8,1000,57,6,5734,139,42,15,,,4,,70459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
940935af-22d6-4f0e-9c3f-e0fa6492fa10,1,Communication,2.9,1000,1007,9,84527,,,,4,3,2,,127952,0,0,0,1,0,0,0,0,0,0,5,6,0,1,0,7,0,0,0,1,51.11111111
4a4ac262-e976-4cad-af53-2b3bcd60ac17,1,Music & Audio,2.9,100000,17,3,1118,,,,,1,2,,126939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ece1bcaf-5c20-4019-b24f-4dbb58962c6a,1,Tools,2.8,100000,756,6,70020,977,416,166,,3,2,,56266,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
aec87da4-08de-48ab-952b-e7818cead504,1,Entertainment,2.8,500000,1032,9,146979,,,,,7,6,,117849,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,0,92
252b5182-de38-49d4-9a67-8bf7c546743e,1,Entertainment,2.9,50000,962,3393,85687,1383,682,195,,1,5,6,30930,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
c52350f6-4791-4663-b246-32307017496d,1,Finance,1.8,5000,81,3,5416,101,9,4,2,,2,5,1294,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,51.11111111
889f5f52-994c-48ad-9761-10a3220c7a79,1,Education,2.2,5000,78,3,4583,,,,5,,2,,125906,0,1,1,1,0,0,0,0,0,0,3,2,0,1,0,5,1,0,0,1,100
d250896b-5c11-4c71-96c2-bd830c5f45fe,1,Puzzle,1,1000,113,5098,16520,266,70,30,,1,2,6,13891,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
4751b4ec-0c5e-486c-965d-6929b66b212d,1,Entertainment,2.4,50000,575,9,53831,,,,,1,2,,106662,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,51.11111111
d60ee277-68c0-4a96-a96f-d812c35a2836,1,Entertainment,2.8,1000,938,6,119610,,,,,2,2,,103723,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
55630337-e108-479b-b9cf-12c2e151c0c9,1,Photography,2.8,10000,93,3,6638,65,10,5,2,1,2,,71072,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,51.11111111
9f60c509-4c6e-4d76-ae86-4c28c1c24abc,1,Entertainment,2.9,50000,9,3,253,3,2,1,,1,2,9,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b11654e0-9bfc-466f-91c5-11df8afd894a,1,Tools,2.3,1000,27,3,1977,51,6,3,,,2,13,13191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424f44f7-cfd5-4284-b81c-f98b3b7f3b98,1,Sports,2.2,1000,56,3,3354,72,22,10,,,4,,69686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
f335378a-9b74-4a37-980f-4e1205680164,1,Transportation,2.8,1000,61,5095,6165,58,2,1,,,3,4,10848,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
e65989ed-4280-40ed-a84d-c6764fcd1be3,1,Puzzle,2.9,1000,554,5098,48608,868,236,94,1,1,2,6,23003,0,1,1,1,0,0,0,0,0,0,1,3,0,1,0,3,0,0,0,0,92
21fd52fc-f693-45a2-b5ed-e350c1e39187,1,Education,2.7,5000,260,6,24526,328,81,35,,3,2,3,22562,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4c817cd4-c32c-4f7e-b38a-68134d391d74,1,Tools,2.7,1000,16,3,758,14,4,2,,,2,20,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33564ff1-59db-40c9-9d76-ac3a5d7477b1,1,Transportation,2.9,1000,274,12,26229,419,133,55,3,1,2,,71274,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,5,0,0,0,3,50
7693354a-e94d-459f-a80d-788da4220cde,1,Business,2.8,1000,1948,9,202844,,,,1,5,3,,73622,1,1,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,1,0,51.11111111
7b2ec964-4d47-4f16-95d4-b6b7d228a594,1,Puzzle,2.9,1000,3839,15,420547,,,,,9,2,,91376,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,92
15aa20b0-8398-4939-89a3-7dd2d77b92de,1,Casual,2.9,1000,50,3,3161,67,22,10,,,5,6,12506,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,51.11111111
4bebde85-c44c-4350-ad99-cb656c90d844,1,Photography,2.7,10000,171,9,15106,161,30,13,1,1,5,4,4786,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
189a2fae-decf-4502-ad8a-c5c081c36bb5,1,Puzzle,2.5,5000,1559,15,88537,2117,1219,212,,2,2,,71281,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,51.11111111
0163fa6f-b991-40a7-993f-83748c5e5cff,1,Tools,2.7,1000000,30,6,1268,24,6,3,1,4,2,,67787,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
8d763a93-9db9-478e-ada8-652adda35e71,1,Health & Fitness,2.3,1000,319,6,23129,310,53,23,,4,3,,71544,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,51.11111111
431dd662-cffa-405c-bd15-ad9cb6c98162,1,Entertainment,2.9,1000,11,3,1060,,,,2,,,,81354,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
ace38016-80bd-4641-a154-e406d2c31b51,1,Travel & Local,2.9,1000,75,6,5797,112,30,15,,,2,2,2671,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,5,0,0,0,2,50
00c02344-52d3-4827-a457-6850f3a24e9a,1,Media & Video,2.4,1000,61,3,3555,78,16,7,,2,2,1,5546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62c5f3e9-38a4-4153-8fff-0134c671c818,1,Productivity,2.6,10000,37,3,5837,45,12,6,,1,2,40,17144,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,51.11111111
020df121-6771-4099-acfa-70681bd52193,1,Books & Reference,2.4,1000,118,3663,8421,49,0,0,,,2,8,3881,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
ceadf323-d0f5-4da0-9273-9dcb51c564b5,1,Casual,2.8,10000,828,6,83288,,,,,1,2,,75186,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2cdf5112-1cba-401a-8167-e8828317d188,1,Entertainment,2.9,100000,108,3,11741,169,47,21,,,2,,68217,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,51.11111111
e6c2c338-44bb-47b5-a835-658eed4b01c9,1,Media & Video,2.8,10000,35,3,2596,38,11,4,,1,2,,69659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bc3f532-0562-4b23-a134-fb14908e1b7b,1,News & Magazines,2.1,50000,1749,9,195659,,,,2,3,2,,120391,0,0,1,1,0,0,0,0,0,0,5,6,0,1,0,6,0,0,1,2,50
59ce23e3-a877-425b-9d76-6007fdff2949,1,Music & Audio,2.9,1000,590,9,57418,786,295,121,,2,2,3,3095,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
0328116a-37cc-45a7-b1f5-1bc7cc4745b0,1,Productivity,2.3,1000,9,3,344,,,,,,2,,120803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102f1dc-7a0f-4b7c-a1dc-af8516ca6a43,1,Finance,2.1,1000,1278,9,125426,1768,824,275,,3,2,16,11149,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,51.11111111
4206cff5-b7f0-4217-bd06-d95a8992ea07,1,Shopping,1,1000,1752,15,313931,,,,1,5,2,,83027,0,1,0,1,0,0,0,0,0,0,1,3,0,1,0,3,0,0,0,0,92
04562a5c-0725-4db3-8782-48ec6ee8dc13,1,Casual,2.9,100000,195,3,14691,257,87,39,,2,3,,69832,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
95e3327d-6441-420e-980b-5a1939936912,1,Travel & Local,1.7,1000,2067,15,219902,,,,1,6,2,,117987,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,2,50
bc361ba3-fb77-4ee0-bba4-df831a372181,1,Libraries & Demo,2.1,100000,11,3,559,,,,,,2,,127322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322732f-9c22-4fdf-82aa-83b4ac09b49b,1,Card,2.6,1000,17,3,1292,29,4,2,,,2,,67696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78b93a08-b018-4977-befb-0afe1a3eddd7,1,Productivity,2.6,10000,70,6,7261,84,4,2,,1,2,,58369,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
10504a31-5939-421f-9454-b5320b562ef3,1,Personalization,2.7,5000,3037,12,355291,6168,4597,893,1,2,2,,53901,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,92
3bc937b5-2045-48e7-9419-2a9d203fa922,1,Lifestyle,2.7,1000,1246,6,123666,2055,699,279,1,2,2,,71534,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,6,0,0,0,2,50
c6fa14ff-5191-4e8c-906b-9ff7bb6171f3,1,Social,2.6,1000000,7005,27,737295,,,,,2,6,,117268,1,1,1,1,0,0,0,0,0,0,3,3,0,1,0,4,0,0,1,0,100
611ef65c-f644-4c36-a202-2b308b0b124a,1,News & Magazines,2.9,1000,612,6,76031,852,378,141,,1,2,9,5288,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
fe30ff2e-fb52-45b1-8dca-e6f4a8143720,1,Entertainment,2.6,1000,597,6,86225,705,286,119,,,2,5,950,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
f534a073-0214-47b3-923a-f13e9b4173e3,1,Media & Video,2.3,1000,418,9,33523,621,372,125,2,1,2,6,442,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,1,51.11111111
562a1c00-ff64-4a66-a1d9-173534a85b07,1,Entertainment,2.8,50000,62,3,6920,111,28,14,1,1,2,2,17127,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,51.11111111
9717f426-413f-4970-a38c-c8b57110ddf0,1,Books & Reference,2.8,100000,3413,15,280959,,,,4,3,5,,71940,1,1,1,1,0,0,0,0,0,0,2,2,0,1,0,7,2,0,1,0,83.33333333
2e2f4b9a-956c-41bf-9877-6ddeaba3c06e,1,Entertainment,2.8,10000,260,9,21262,,,,,2,2,,75075,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
0f26aaa9-3998-4e15-8967-e3ef03df06f5,1,Productivity,2.9,5000,1667,21,175441,3451,1969,601,5,,2,2,27629,1,1,1,1,0,0,0,0,0,0,4,3,0,1,0,7,0,0,0,0,50
