Files,LevenDistance
outfuncs._outrelabeltype()-readfuncs._readrowcompareexpr(),77.0
outfuncs._outrelabeltype()-value.makeinteger(),73.0
outfuncs._outrelabeltype()-outfuncs._outnode(),99.0
outfuncs._outrelabeltype()-list.lcons_oid(),66.0
outfuncs._outrelabeltype()-list.list_member(),74.0
outfuncs._outrelabeltype()-list.lcons_int(),66.0
outfuncs._outrelabeltype()-outfuncs._outconst(),53.0
outfuncs._outrelabeltype()-outfuncs._outcolumndef(),53.0
outfuncs._outrelabeltype()-outfuncs._outmergepath(),43.0
outfuncs._outrelabeltype()-outfuncs._outaconst(),45.0
outfuncs._outrelabeltype()-pqformat.pq_sendstring(),65.0
outfuncs._outrelabeltype()-list.add_new_cell(),67.0
outfuncs._outrelabeltype()-list.lappend_cell_int(),72.0
outfuncs._outrelabeltype()-list.list_concat_unique_oid(),71.0
outfuncs._outrelabeltype()-pqformat.pq_puttextmessage(),67.0
outfuncs._outrelabeltype()-outfuncs._outcoerceviaio(),19.0
outfuncs._outrelabeltype()-outfuncs._outpathkey(),33.0
outfuncs._outrelabeltype()-readfuncs.readdatum(),86.0
outfuncs._outrelabeltype()-list.lappend_cell_oid(),72.0
outfuncs._outrelabeltype()-list.lappend(),67.0
outfuncs._outrelabeltype()-outfuncs._outdatum(),69.0
outfuncs._outrelabeltype()-list.list_union_int(),70.0
outfuncs._outrelabeltype()-outfuncs._outplaninfo(),54.0
outfuncs._outrelabeltype()-outfuncs._outwindowagg(),72.0
outfuncs._outrelabeltype()-readfuncs._readcoerceviaio(),76.0
outfuncs._outrelabeltype()-list.list_difference_ptr(),72.0
outfuncs._outrelabeltype()-list.lappend_cell(),71.0
outfuncs._outrelabeltype()-readfuncs._readsettodefault(),74.0
outfuncs._outrelabeltype()-outfuncs._outfieldstore(),26.0
outfuncs._outrelabeltype()-outfuncs._outresult(),44.0
outfuncs._outrelabeltype()-outfuncs._outlockingclause(),44.0
outfuncs._outrelabeltype()-outfuncs._outwindowdef(),36.0
outfuncs._outrelabeltype()-readfuncs._readcasewhen(),73.0
outfuncs._outrelabeltype()-pqformat.pq_sendbytes(),68.0
outfuncs._outrelabeltype()-outfuncs._outa_arrayexpr(),42.0
outfuncs._outrelabeltype()-outfuncs._outcommontableexpr(),53.0
outfuncs._outrelabeltype()-readfuncs._readsetoperationstmt(),79.0
outfuncs._outrelabeltype()-pqformat.pq_getmsgstring(),73.0
outfuncs._outrelabeltype()-outfuncs._outtargetentry(),39.0
outfuncs._outrelabeltype()-readfuncs._readarrayref(),81.0
outfuncs._outrelabeltype()-pqformat.pq_begintypsend(),71.0
outfuncs._outrelabeltype()-pqformat.pq_getmsgend(),70.0
outfuncs._outrelabeltype()-outfuncs._outagg(),61.0
outfuncs._outrelabeltype()-outfuncs._outplannerglobal(),54.0
outfuncs._outrelabeltype()-pqformat.pq_sendint(),77.0
outfuncs._outrelabeltype()-outfuncs._outplannedstmt(),68.0
outfuncs._outrelabeltype()-outfuncs._outsettodefault(),37.0
outfuncs._outrelabeltype()-list.lappend_oid(),68.0
outfuncs._outrelabeltype()-list.list_intersection(),72.0
outfuncs._outrelabeltype()-list.list_member_oid(),69.0
outfuncs._outrelabeltype()-outfuncs._outrecursiveunion(),59.0
outfuncs._outrelabeltype()-pqformat.pq_getmsgfloat4(),71.0
outfuncs._outrelabeltype()-outfuncs._outrangefunction(),35.0
outfuncs._outrelabeltype()-outfuncs._outspecialjoininfo(),54.0
outfuncs._outrelabeltype()-outfuncs._outworktablescan(),50.0
outfuncs._outrelabeltype()-outfuncs._outa_star(),65.0
outfuncs._outrelabeltype()-readfuncs._readarrayexpr(),78.0
outfuncs._outrelabeltype()-outfuncs._outwithclause(),35.0
outfuncs._outrelabeltype()-pqformat.pq_getmsgbytes(),72.0
outfuncs._outrelabeltype()-outfuncs._outsubplan(),64.0
outfuncs._outrelabeltype()-outfuncs._outlist(),74.0
outfuncs._outrelabeltype()-outfuncs._outunique(),59.0
outfuncs._outrelabeltype()-value.makestring(),74.0
outfuncs._outrelabeltype()-outfuncs._outrowmarkclause(),48.0
outfuncs._outrelabeltype()-outfuncs._outbitmapheappath(),46.0
outfuncs._outrelabeltype()-outfuncs._outcoercetodomainvalue(),40.0
outfuncs._outrelabeltype()-pqformat.pq_getmsgbyte(),70.0
outfuncs._outrelabeltype()-list.list_free_private(),71.0
outfuncs._outrelabeltype()-list.list_append_unique_int(),69.0
outfuncs._outrelabeltype()-list.list_difference(),72.0
outfuncs._outrelabeltype()-outfuncs._outplan(),60.0
outfuncs._outrelabeltype()-outfuncs._outequivalencemember(),42.0
outfuncs._outrelabeltype()-pqformat.pq_putemptymessage(),69.0
outfuncs._outrelabeltype()-list.list_free_deep(),72.0
outfuncs._outrelabeltype()-outfuncs._outbitmapindexscan(),41.0
outfuncs._outrelabeltype()-outfuncs._outhashjoin(),47.0
readfuncs._readopexpr()-outfuncs._outbitmapheapscan(),85.0
readfuncs._readopexpr()-outfuncs._outjoinpathinfo(),79.0
readfuncs._readopexpr()-outfuncs._outaggref(),76.0
readfuncs._readopexpr()-outfuncs._outvaluesscan(),85.0
readfuncs._readopexpr()-outfuncs._outctescan(),85.0
readfuncs._readopexpr()-list.list_copy(),72.0
readfuncs._readopexpr()-readfuncs._readsortgroupclause(),16.0
readfuncs._readopexpr()-readfuncs._readintoclause(),40.0
readfuncs._readopexpr()-outfuncs._outlimit(),82.0
readfuncs._readopexpr()-list.list_concat_unique_ptr(),81.0
readfuncs._readopexpr()-readfuncs._readnulltest(),52.0
readfuncs._readopexpr()-outfuncs._outcreatestmt(),76.0
readfuncs._readopexpr()-list.list_union(),80.0
readfuncs._readopexpr()-outfuncs._outselectstmt(),77.0
readfuncs._readopexpr()-readfuncs._readrowexpr(),24.0
readfuncs._readopexpr()-outfuncs._outcasetestexpr(),86.0
readfuncs._readopexpr()-list.list_concat_unique(),81.0
readfuncs._readopexpr()-outfuncs._outrangetblref(),88.0
readfuncs._readopexpr()-list.lappend_int(),87.0
readfuncs._readopexpr()-list.list_head(),88.0
readfuncs._readopexpr()-readfuncs._readtargetentry(),29.0
readfuncs._readopexpr()-list.list_union_oid(),78.0
readfuncs._readopexpr()-list.list_member_int(),82.0
readfuncs._readopexpr()-readfuncs._readrangevar(),28.0
readfuncs._readopexpr()-readfuncs._readaggref(),13.0
readfuncs._readopexpr()-readfuncs._readfuncexpr(),15.0
readfuncs._readopexpr()-readfuncs._readbooleantest(),53.0
readfuncs._readopexpr()-outfuncs._outdefelem(),81.0
readfuncs._readopexpr()-readfuncs._readrowmarkclause(),22.0
readfuncs._readopexpr()-list.list_difference_oid(),75.0
readfuncs._readopexpr()-outfuncs._outsortgroupclause(),81.0
readfuncs._readopexpr()-outfuncs._outfuncexpr(),78.0
readfuncs._readopexpr()-outfuncs._outrestarget(),81.0
readfuncs._readopexpr()-outfuncs._outgroup(),75.0
readfuncs._readopexpr()-outfuncs._outtidscan(),85.0
readfuncs._readopexpr()-readfuncs._readminmaxexpr(),32.0
readfuncs._readopexpr()-readfuncs._readquery(),61.0
readfuncs._readopexpr()-pqformat.pq_copymsgbytes(),72.0
readfuncs._readopexpr()-pqformat.pq_endtypsend(),87.0
readfuncs._readopexpr()-readfuncs._readwindowfunc(),14.0
readfuncs._readopexpr()-pqformat.pq_beginmessage(),90.0
readfuncs._readopexpr()-list.list_delete(),76.0
readfuncs._readopexpr()-readfuncs._readjoinexpr(),35.0
readfuncs._readopexpr()-outfuncs._outrowexpr(),79.0
readfuncs._readopexpr()-outfuncs._outcaseexpr(),79.0
readfuncs._readopexpr()-pqformat.pq_sendcountedtext(),74.0
readfuncs._readopexpr()-readfuncs._readnullifexpr(),2.0
readfuncs._readopexpr()-outfuncs._outmaterial(),88.0
readfuncs._readopexpr()-list.list_delete_first(),82.0
readfuncs._readopexpr()-outfuncs._outnulltest(),85.0
readfuncs._readopexpr()-outfuncs._outcasewhen(),82.0
readfuncs._readopexpr()-outfuncs._outtypecast(),82.0
readfuncs._readopexpr()-outfuncs._outuniquepath(),78.0
readfuncs._readopexpr()-pqformat.pq_sendbyte(),85.0
readfuncs._readopexpr()-outfuncs._outfromexpr(),83.0
readfuncs._readopexpr()-outfuncs._outbooleantest(),84.0
readfuncs._readopexpr()-pqformat.pq_sendfloat4(),85.0
readfuncs._readopexpr()-list.list_nth(),89.0
readfuncs._readopexpr()-outfuncs._outappendrelinfo(),80.0
readfuncs._readopexpr()-outfuncs._outnestloop(),88.0
readfuncs._readopexpr()-value.makefloat(),68.0
readfuncs._readopexpr()-readfuncs._readfieldstore(),40.0
readfuncs._readopexpr()-outfuncs._outinhrelation(),83.0
readfuncs._readopexpr()-outfuncs._outsubqueryscan(),83.0
readfuncs._readopexpr()-outfuncs._outindexscan(),79.0
readfuncs._readopexpr()-pqformat.pq_endmessage(),84.0
readfuncs._readopexpr()-list.new_head_cell(),86.0
readfuncs._readopexpr()-outfuncs._outvar(),80.0
readfuncs._readopexpr()-readfuncs._readrowcompareexpr(),37.0
readfuncs._readopexpr()-value.makeinteger(),68.0
readfuncs._readopexpr()-outfuncs._outnode(),99.0
readfuncs._readopexpr()-list.lcons_oid(),87.0
readfuncs._readopexpr()-list.list_member(),80.0
readfuncs._readopexpr()-list.lcons_int(),87.0
readfuncs._readopexpr()-outfuncs._outconst(),75.0
readfuncs._readopexpr()-outfuncs._outcolumndef(),74.0
readfuncs._readopexpr()-outfuncs._outmergepath(),80.0
readfuncs._readopexpr()-outfuncs._outaconst(),86.0
readfuncs._readopexpr()-pqformat.pq_sendstring(),77.0
readfuncs._readopexpr()-list.add_new_cell(),83.0
readfuncs._readopexpr()-list.lappend_cell_int(),88.0
readfuncs._readopexpr()-list.list_concat_unique_oid(),79.0
readfuncs._readopexpr()-pqformat.pq_puttextmessage(),77.0
readfuncs._readopexpr()-outfuncs._outcoerceviaio(),82.0
readfuncs._readopexpr()-outfuncs._outpathkey(),79.0
readfuncs._readopexpr()-readfuncs.readdatum(),66.0
readfuncs._readopexpr()-list.lappend_cell_oid(),88.0
readfuncs._readopexpr()-list.lappend(),86.0
readfuncs._readopexpr()-outfuncs._outdatum(),69.0
readfuncs._readopexpr()-list.list_union_int(),78.0
readfuncs._readopexpr()-outfuncs._outplaninfo(),75.0
readfuncs._readopexpr()-outfuncs._outwindowagg(),75.0
readfuncs._readopexpr()-readfuncs._readcoerceviaio(),34.0
readfuncs._readopexpr()-list.list_difference_ptr(),76.0
readfuncs._readopexpr()-list.lappend_cell(),88.0
readfuncs._readopexpr()-readfuncs._readsettodefault(),42.0
readfuncs._readopexpr()-outfuncs._outfieldstore(),80.0
readfuncs._readopexpr()-outfuncs._outresult(),85.0
readfuncs._readopexpr()-outfuncs._outlockingclause(),80.0
readfuncs._readopexpr()-outfuncs._outwindowdef(),78.0
readfuncs._readopexpr()-readfuncs._readcasewhen(),49.0
readfuncs._readopexpr()-pqformat.pq_sendbytes(),89.0
readfuncs._readopexpr()-outfuncs._outa_arrayexpr(),84.0
readfuncs._readopexpr()-outfuncs._outcommontableexpr(),74.0
readfuncs._readopexpr()-readfuncs._readsetoperationstmt(),39.0
readfuncs._readopexpr()-pqformat.pq_getmsgstring(),70.0
readfuncs._readopexpr()-outfuncs._outtargetentry(),77.0
readfuncs._readopexpr()-readfuncs._readarrayref(),19.0
readfuncs._readopexpr()-pqformat.pq_begintypsend(),70.0
readfuncs._readopexpr()-pqformat.pq_getmsgend(),76.0
readfuncs._readopexpr()-outfuncs._outagg(),75.0
readfuncs._readopexpr()-outfuncs._outplannerglobal(),73.0
readfuncs._readopexpr()-pqformat.pq_sendint(),68.0
readfuncs._readopexpr()-outfuncs._outplannedstmt(),73.0
readfuncs._readopexpr()-outfuncs._outsettodefault(),85.0
readfuncs._readopexpr()-list.lappend_oid(),87.0
readfuncs._readopexpr()-list.list_intersection(),74.0
readfuncs._readopexpr()-list.list_member_oid(),82.0
readfuncs._readopexpr()-outfuncs._outrecursiveunion(),75.0
readfuncs._readopexpr()-pqformat.pq_getmsgfloat4(),89.0
readfuncs._readopexpr()-outfuncs._outrangefunction(),81.0
readfuncs._readopexpr()-outfuncs._outspecialjoininfo(),75.0
readfuncs._readopexpr()-outfuncs._outworktablescan(),86.0
readfuncs._readopexpr()-outfuncs._outa_star(),90.0
readfuncs._readopexpr()-readfuncs._readarrayexpr(),18.0
readfuncs._readopexpr()-outfuncs._outwithclause(),82.0
readfuncs._readopexpr()-pqformat.pq_getmsgbytes(),73.0
readfuncs._readopexpr()-outfuncs._outsubplan(),74.0
readfuncs._readopexpr()-outfuncs._outlist(),70.0
readfuncs._readopexpr()-outfuncs._outunique(),75.0
readfuncs._readopexpr()-value.makestring(),68.0
readfuncs._readopexpr()-outfuncs._outrowmarkclause(),77.0
readfuncs._readopexpr()-outfuncs._outbitmapheappath(),81.0
readfuncs._readopexpr()-outfuncs._outcoercetodomainvalue(),84.0
readfuncs._readopexpr()-pqformat.pq_getmsgbyte(),74.0
readfuncs._readopexpr()-list.list_free_private(),79.0
readfuncs._readopexpr()-list.list_append_unique_int(),84.0
readfuncs._readopexpr()-list.list_difference(),76.0
readfuncs._readopexpr()-outfuncs._outplan(),89.0
readfuncs._readopexpr()-outfuncs._outequivalencemember(),77.0
readfuncs._readopexpr()-pqformat.pq_putemptymessage(),88.0
readfuncs._readopexpr()-list.list_free_deep(),91.0
readfuncs._readopexpr()-outfuncs._outbitmapindexscan(),81.0
readfuncs._readopexpr()-outfuncs._outhashjoin(),85.0
readfuncs._readopexpr()-outfuncs._outrelabeltype(),81.0
readfuncs._readcaseexpr()-outfuncs._outbitmapheapscan(),81.0
readfuncs._readcaseexpr()-outfuncs._outjoinpathinfo(),76.0
readfuncs._readcaseexpr()-outfuncs._outaggref(),74.0
readfuncs._readcaseexpr()-outfuncs._outvaluesscan(),81.0
readfuncs._readcaseexpr()-outfuncs._outctescan(),81.0
readfuncs._readcaseexpr()-list.list_copy(),68.0
readfuncs._readcaseexpr()-readfuncs._readsortgroupclause(),29.0
readfuncs._readcaseexpr()-readfuncs._readintoclause(),30.0
readfuncs._readcaseexpr()-outfuncs._outlimit(),78.0
readfuncs._readcaseexpr()-list.list_concat_unique_ptr(),77.0
readfuncs._readcaseexpr()-readfuncs._readnulltest(),39.0
readfuncs._readcaseexpr()-outfuncs._outcreatestmt(),72.0
readfuncs._readcaseexpr()-list.list_union(),76.0
readfuncs._readcaseexpr()-outfuncs._outselectstmt(),73.0
readfuncs._readcaseexpr()-readfuncs._readrowexpr(),22.0
readfuncs._readcaseexpr()-outfuncs._outcasetestexpr(),83.0
readfuncs._readcaseexpr()-list.list_concat_unique(),77.0
readfuncs._readcaseexpr()-outfuncs._outrangetblref(),85.0
readfuncs._readcaseexpr()-list.lappend_int(),83.0
readfuncs._readcaseexpr()-list.list_head(),85.0
readfuncs._readcaseexpr()-readfuncs._readtargetentry(),40.0
readfuncs._readcaseexpr()-list.list_union_oid(),74.0
readfuncs._readcaseexpr()-list.list_member_int(),78.0
readfuncs._readcaseexpr()-readfuncs._readrangevar(),29.0
readfuncs._readcaseexpr()-readfuncs._readaggref(),32.0
readfuncs._readcaseexpr()-readfuncs._readfuncexpr(),22.0
readfuncs._readcaseexpr()-readfuncs._readbooleantest(),39.0
readfuncs._readcaseexpr()-outfuncs._outdefelem(),77.0
readfuncs._readcaseexpr()-readfuncs._readrowmarkclause(),28.0
readfuncs._readcaseexpr()-list.list_difference_oid(),71.0
readfuncs._readcaseexpr()-outfuncs._outsortgroupclause(),79.0
readfuncs._readcaseexpr()-outfuncs._outfuncexpr(),73.0
readfuncs._readcaseexpr()-outfuncs._outrestarget(),76.0
readfuncs._readcaseexpr()-outfuncs._outgroup(),73.0
readfuncs._readcaseexpr()-outfuncs._outtidscan(),82.0
readfuncs._readcaseexpr()-readfuncs._readminmaxexpr(),14.0
readfuncs._readcaseexpr()-readfuncs._readquery(),67.0
readfuncs._readcaseexpr()-pqformat.pq_copymsgbytes(),70.0
readfuncs._readcaseexpr()-pqformat.pq_endtypsend(),84.0
readfuncs._readcaseexpr()-readfuncs._readwindowfunc(),32.0
readfuncs._readcaseexpr()-pqformat.pq_beginmessage(),88.0
readfuncs._readcaseexpr()-list.list_delete(),73.0
readfuncs._readcaseexpr()-readfuncs._readjoinexpr(),25.0
readfuncs._readcaseexpr()-outfuncs._outrowexpr(),76.0
readfuncs._readcaseexpr()-outfuncs._outcaseexpr(),73.0
readfuncs._readcaseexpr()-pqformat.pq_sendcountedtext(),69.0
readfuncs._readcaseexpr()-readfuncs._readnullifexpr(),27.0
readfuncs._readcaseexpr()-outfuncs._outmaterial(),85.0
readfuncs._readcaseexpr()-list.list_delete_first(),78.0
readfuncs._readcaseexpr()-outfuncs._outnulltest(),81.0
readfuncs._readcaseexpr()-outfuncs._outcasewhen(),78.0
readfuncs._readcaseexpr()-outfuncs._outtypecast(),79.0
readfuncs._readcaseexpr()-outfuncs._outuniquepath(),74.0
readfuncs._readcaseexpr()-pqformat.pq_sendbyte(),81.0
readfuncs._readcaseexpr()-outfuncs._outfromexpr(),80.0
readfuncs._readcaseexpr()-outfuncs._outbooleantest(),81.0
readfuncs._readcaseexpr()-pqformat.pq_sendfloat4(),82.0
readfuncs._readcaseexpr()-list.list_nth(),86.0
readfuncs._readcaseexpr()-outfuncs._outappendrelinfo(),76.0
readfuncs._readcaseexpr()-outfuncs._outnestloop(),85.0
readfuncs._readcaseexpr()-value.makefloat(),58.0
readfuncs._readcaseexpr()-readfuncs._readfieldstore(),28.0
readfuncs._readcaseexpr()-outfuncs._outinhrelation(),80.0
readfuncs._readcaseexpr()-outfuncs._outsubqueryscan(),79.0
readfuncs._readcaseexpr()-outfuncs._outindexscan(),76.0
readfuncs._readcaseexpr()-pqformat.pq_endmessage(),80.0
readfuncs._readcaseexpr()-list.new_head_cell(),82.0
readfuncs._readcaseexpr()-outfuncs._outvar(),77.0
readfuncs._readcaseexpr()-readfuncs._readrowcompareexpr(),19.0
readfuncs._readcaseexpr()-value.makeinteger(),58.0
readfuncs._readcaseexpr()-outfuncs._outnode(),99.0
readfuncs._readcaseexpr()-list.lcons_oid(),83.0
readfuncs._readcaseexpr()-list.list_member(),76.0
readfuncs._readcaseexpr()-list.lcons_int(),83.0
readfuncs._readcaseexpr()-outfuncs._outconst(),73.0
readfuncs._readcaseexpr()-outfuncs._outcolumndef(),71.0
readfuncs._readcaseexpr()-outfuncs._outmergepath(),75.0
readfuncs._readcaseexpr()-outfuncs._outaconst(),83.0
readfuncs._readcaseexpr()-pqformat.pq_sendstring(),72.0
readfuncs._readcaseexpr()-list.add_new_cell(),79.0
readfuncs._readcaseexpr()-list.lappend_cell_int(),86.0
readfuncs._readcaseexpr()-list.list_concat_unique_oid(),75.0
readfuncs._readcaseexpr()-pqformat.pq_puttextmessage(),73.0
readfuncs._readcaseexpr()-outfuncs._outcoerceviaio(),78.0
readfuncs._readcaseexpr()-outfuncs._outpathkey(),77.0
readfuncs._readcaseexpr()-readfuncs.readdatum(),70.0
readfuncs._readcaseexpr()-list.lappend_cell_oid(),86.0
readfuncs._readcaseexpr()-list.lappend(),83.0
readfuncs._readcaseexpr()-outfuncs._outdatum(),70.0
readfuncs._readcaseexpr()-list.list_union_int(),74.0
readfuncs._readcaseexpr()-outfuncs._outplaninfo(),71.0
readfuncs._readcaseexpr()-outfuncs._outwindowagg(),75.0
readfuncs._readcaseexpr()-readfuncs._readcoerceviaio(),32.0
readfuncs._readcaseexpr()-list.list_difference_ptr(),72.0
readfuncs._readcaseexpr()-list.lappend_cell(),86.0
readfuncs._readcaseexpr()-readfuncs._readsettodefault(),26.0
readfuncs._readcaseexpr()-outfuncs._outfieldstore(),76.0
readfuncs._readcaseexpr()-outfuncs._outresult(),81.0
readfuncs._readcaseexpr()-outfuncs._outlockingclause(),77.0
readfuncs._readcaseexpr()-outfuncs._outwindowdef(),74.0
readfuncs._readcaseexpr()-readfuncs._readcasewhen(),31.0
readfuncs._readcaseexpr()-pqformat.pq_sendbytes(),87.0
readfuncs._readcaseexpr()-outfuncs._outa_arrayexpr(),81.0
readfuncs._readcaseexpr()-outfuncs._outcommontableexpr(),72.0
readfuncs._readcaseexpr()-readfuncs._readsetoperationstmt(),25.0
readfuncs._readcaseexpr()-pqformat.pq_getmsgstring(),67.0
readfuncs._readcaseexpr()-outfuncs._outtargetentry(),75.0
readfuncs._readcaseexpr()-readfuncs._readarrayref(),28.0
readfuncs._readcaseexpr()-pqformat.pq_begintypsend(),67.0
readfuncs._readcaseexpr()-pqformat.pq_getmsgend(),74.0
readfuncs._readcaseexpr()-outfuncs._outagg(),74.0
readfuncs._readcaseexpr()-outfuncs._outplannerglobal(),72.0
readfuncs._readcaseexpr()-pqformat.pq_sendint(),73.0
readfuncs._readcaseexpr()-outfuncs._outplannedstmt(),73.0
readfuncs._readcaseexpr()-outfuncs._outsettodefault(),82.0
readfuncs._readcaseexpr()-list.lappend_oid(),83.0
readfuncs._readcaseexpr()-list.list_intersection(),71.0
readfuncs._readcaseexpr()-list.list_member_oid(),78.0
readfuncs._readcaseexpr()-outfuncs._outrecursiveunion(),74.0
readfuncs._readcaseexpr()-pqformat.pq_getmsgfloat4(),87.0
readfuncs._readcaseexpr()-outfuncs._outrangefunction(),77.0
readfuncs._readcaseexpr()-outfuncs._outspecialjoininfo(),73.0
readfuncs._readcaseexpr()-outfuncs._outworktablescan(),83.0
readfuncs._readcaseexpr()-outfuncs._outa_star(),88.0
readfuncs._readcaseexpr()-readfuncs._readarrayexpr(),17.0
readfuncs._readcaseexpr()-outfuncs._outwithclause(),78.0
readfuncs._readcaseexpr()-pqformat.pq_getmsgbytes(),70.0
readfuncs._readcaseexpr()-outfuncs._outsubplan(),76.0
readfuncs._readcaseexpr()-outfuncs._outlist(),73.0
readfuncs._readcaseexpr()-outfuncs._outunique(),73.0
readfuncs._readcaseexpr()-value.makestring(),58.0
readfuncs._readcaseexpr()-outfuncs._outrowmarkclause(),74.0
readfuncs._readcaseexpr()-outfuncs._outbitmapheappath(),78.0
readfuncs._readcaseexpr()-outfuncs._outcoercetodomainvalue(),81.0
readfuncs._readcaseexpr()-pqformat.pq_getmsgbyte(),70.0
readfuncs._readcaseexpr()-list.list_free_private(),75.0
readfuncs._readcaseexpr()-list.list_append_unique_int(),80.0
readfuncs._readcaseexpr()-list.list_difference(),72.0
readfuncs._readcaseexpr()-outfuncs._outplan(),87.0
readfuncs._readcaseexpr()-outfuncs._outequivalencemember(),74.0
readfuncs._readcaseexpr()-pqformat.pq_putemptymessage(),85.0
readfuncs._readcaseexpr()-list.list_free_deep(),89.0
readfuncs._readcaseexpr()-outfuncs._outbitmapindexscan(),77.0
readfuncs._readcaseexpr()-outfuncs._outhashjoin(),82.0
readfuncs._readcaseexpr()-outfuncs._outrelabeltype(),77.0
readfuncs._readcaseexpr()-readfuncs._readopexpr(),26.0
outfuncs._outappend()-outfuncs._outbitmapheapscan(),38.0
outfuncs._outappend()-outfuncs._outjoinpathinfo(),45.0
outfuncs._outappend()-outfuncs._outaggref(),45.0
outfuncs._outappend()-outfuncs._outvaluesscan(),35.0
outfuncs._outappend()-outfuncs._outctescan(),35.0
outfuncs._outappend()-list.list_copy(),75.0
outfuncs._outappend()-readfuncs._readsortgroupclause(),80.0
outfuncs._outappend()-readfuncs._readintoclause(),77.0
outfuncs._outappend()-outfuncs._outlimit(),31.0
outfuncs._outappend()-list.list_concat_unique_ptr(),64.0
outfuncs._outappend()-readfuncs._readnulltest(),72.0
outfuncs._outappend()-outfuncs._outcreatestmt(),54.0
outfuncs._outappend()-list.list_union(),64.0
outfuncs._outappend()-outfuncs._outselectstmt(),75.0
outfuncs._outappend()-readfuncs._readrowexpr(),78.0
outfuncs._outappend()-outfuncs._outcasetestexpr(),46.0
outfuncs._outappend()-list.list_concat_unique(),63.0
outfuncs._outappend()-outfuncs._outrangetblref(),52.0
outfuncs._outappend()-list.lappend_int(),60.0
outfuncs._outappend()-list.list_head(),66.0
outfuncs._outappend()-readfuncs._readtargetentry(),82.0
outfuncs._outappend()-list.list_union_oid(),65.0
outfuncs._outappend()-list.list_member_int(),66.0
outfuncs._outappend()-readfuncs._readrangevar(),78.0
outfuncs._outappend()-readfuncs._readaggref(),82.0
outfuncs._outappend()-readfuncs._readfuncexpr(),80.0
outfuncs._outappend()-readfuncs._readbooleantest(),72.0
outfuncs._outappend()-outfuncs._outdefelem(),42.0
outfuncs._outappend()-readfuncs._readrowmarkclause(),79.0
outfuncs._outappend()-list.list_difference_oid(),71.0
outfuncs._outappend()-outfuncs._outsortgroupclause(),28.0
outfuncs._outappend()-outfuncs._outfuncexpr(),47.0
outfuncs._outappend()-outfuncs._outrestarget(),37.0
outfuncs._outappend()-outfuncs._outgroup(),56.0
outfuncs._outappend()-outfuncs._outtidscan(),35.0
outfuncs._outappend()-readfuncs._readminmaxexpr(),76.0
outfuncs._outappend()-readfuncs._readquery(),90.0
outfuncs._outappend()-pqformat.pq_copymsgbytes(),67.0
outfuncs._outappend()-pqformat.pq_endtypsend(),63.0
outfuncs._outappend()-readfuncs._readwindowfunc(),82.0
outfuncs._outappend()-pqformat.pq_beginmessage(),67.0
outfuncs._outappend()-list.list_delete(),67.0
outfuncs._outappend()-readfuncs._readjoinexpr(),81.0
outfuncs._outappend()-outfuncs._outrowexpr(),42.0
outfuncs._outappend()-outfuncs._outcaseexpr(),39.0
outfuncs._outappend()-pqformat.pq_sendcountedtext(),61.0
outfuncs._outappend()-readfuncs._readnullifexpr(),81.0
outfuncs._outappend()-outfuncs._outmaterial(),52.0
outfuncs._outappend()-list.list_delete_first(),69.0
outfuncs._outappend()-outfuncs._outnulltest(),39.0
outfuncs._outappend()-outfuncs._outcasewhen(),35.0
outfuncs._outappend()-outfuncs._outtypecast(),34.0
outfuncs._outappend()-outfuncs._outuniquepath(),46.0
outfuncs._outappend()-pqformat.pq_sendbyte(),55.0
outfuncs._outappend()-outfuncs._outfromexpr(),39.0
outfuncs._outappend()-outfuncs._outbooleantest(),41.0
outfuncs._outappend()-pqformat.pq_sendfloat4(),56.0
outfuncs._outappend()-list.list_nth(),66.0
outfuncs._outappend()-outfuncs._outappendrelinfo(),47.0
outfuncs._outappend()-outfuncs._outnestloop(),52.0
outfuncs._outappend()-value.makefloat(),70.0
outfuncs._outappend()-readfuncs._readfieldstore(),77.0
outfuncs._outappend()-outfuncs._outinhrelation(),41.0
outfuncs._outappend()-outfuncs._outsubqueryscan(),34.0
outfuncs._outappend()-outfuncs._outindexscan(),40.0
outfuncs._outappend()-pqformat.pq_endmessage(),61.0
outfuncs._outappend()-list.new_head_cell(),62.0
outfuncs._outappend()-outfuncs._outvar(),50.0
outfuncs._outappend()-readfuncs._readrowcompareexpr(),77.0
outfuncs._outappend()-value.makeinteger(),69.0
outfuncs._outappend()-outfuncs._outnode(),99.0
outfuncs._outappend()-list.lcons_oid(),60.0
outfuncs._outappend()-list.list_member(),63.0
outfuncs._outappend()-list.lcons_int(),60.0
outfuncs._outappend()-outfuncs._outconst(),55.0
outfuncs._outappend()-outfuncs._outcolumndef(),56.0
outfuncs._outappend()-outfuncs._outmergepath(),38.0
outfuncs._outappend()-outfuncs._outaconst(),39.0
outfuncs._outappend()-pqformat.pq_sendstring(),58.0
outfuncs._outappend()-list.add_new_cell(),60.0
outfuncs._outappend()-list.lappend_cell_int(),68.0
outfuncs._outappend()-list.list_concat_unique_oid(),65.0
outfuncs._outappend()-pqformat.pq_puttextmessage(),60.0
outfuncs._outappend()-outfuncs._outcoerceviaio(),44.0
outfuncs._outappend()-outfuncs._outpathkey(),27.0
outfuncs._outappend()-readfuncs.readdatum(),87.0
outfuncs._outappend()-list.lappend_cell_oid(),68.0
outfuncs._outappend()-list.lappend(),58.0
