,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
5-Mar,2323,Music & Audio,3.1,5000,51,1303,15,284632,0,10,9,1252
5-Mar,2324,Personalization,4.4,5000,50,409,12,56604,2,5,11,129
5-Mar,2326,Personalization,4.1,10000,50,410,12,56642,2,5,5,129
5-Mar,2327,News & Magazines,4,1000,92,613,6,76639,0,1,15,167
5-Mar,2328,Entertainment,3.2,10000,92,622,9,81664,0,2,10,185
5-Mar,2353,Music & Audio,4.1,1000,91,3582,12,428453,3,4,1,692
5-Mar,2354,Casino,4.1,10000,51,1098,3,141491,0,6,14,354
5-Mar,2361,Shopping,4.6,1000,51,374,3,27706,0,4,5,121
5-Mar,2363,Education,4.4,1000,51,309,6,22575,0,4,12,92
5-Mar,2368,Casual,4,1000,51,437,9,42052,0,9,12,121
5-Mar,2369,Entertainment,4.2,5000,92,730,9,73901,0,4,12,250
5-Mar,2370,Education,3.9,10000,92,1230,12,145313,0,5,14,382
5-Mar,2371,Entertainment,3.2,100000,51,247,5114,31584,0,2,8,67
5-Mar,2372,Tools,4.4,100000,50,333,9,33081,2,0,4,167
5-Mar,2373,Transportation,4.3,10000,50,2695,18,335853,2,2,16,922
5-Mar,2374,Productivity,4.2,100000,50,1907,18,180405,1,1,8,556
5-Mar,2382,Transportation,5,1000,0,28,6,1512,0,0,17,4
5-Mar,2385,Travel & Local,4.3,1000,100,1963,15,231127,1,2,14,533
5-Mar,2386,Education,5,1000,51,180,6,21278,1,2,8,90
5-Mar,2388,Lifestyle,3.9,50000,52,2764,9,358192,6,2,16,1182
5-Mar,2389,Health & Fitness,4.2,100000,92,1550,18,174562,1,1,2,424
5-Mar,2390,Health & Fitness,4.3,100000,50,895,6,74168,1,2,4,245
5-Mar,2391,Communication,4,10000,51,360,6,32378,0,1,1,62
5-Mar,2392,Music & Audio,3.8,5000,51,926,9,90430,0,2,2,279
5-Mar,2393,Personalization,4.2,10000,50,406,12,56428,2,5,5,128
5-Mar,2394,Books & Reference,4.8,10000,51,270,3,27068,4,1,8,82
5-Mar,2395,Personalization,4.1,10000,50,345,12,45833,2,1,2,122
5-Mar,2396,Music & Audio,4.3,1000,50,674,9,62040,0,1,4,213
5-Mar,2398,Tools,3.6,50000,51,14,6,805,1,0,3,0
5-Mar,2399,Education,4,1000,0,802,6,85688,0,4,3,161
5-Mar,2400,Personalization,4.2,10000,50,411,12,56664,2,5,12,129
5-Mar,2401,Sports,3.3,10000,51,77,5095,9082,0,0,13,27
5-Mar,2402,Personalization,4,10000,50,407,12,56462,2,5,6,128
5-Mar,2403,Books & Reference,3.5,10000,92,684,9,64157,1,1,3,191
5-Mar,2404,Music & Audio,4.2,10000,51,763,6,82432,0,2,3,224
5-Mar,2405,Personalization,4.4,10000,50,345,12,45829,2,1,3,122
5-Mar,2409,Personalization,4.3,50000,50,409,12,56524,2,5,5,128
5-Mar,2410,Personalization,4.2,50000,50,131,12,19425,2,1,7,46
5-Mar,2411,Personalization,4.3,100000,50,125,9,18554,2,1,2,76
5-Mar,2412,Music & Audio,3.9,100000,51,765,6,83436,0,2,16,223
5-Mar,2414,Entertainment,3.9,10000,51,185,6,16040,0,1,7,58
5-Mar,2415,Personalization,4.2,100000,50,350,12,46014,2,1,4,122
5-Mar,2416,Education,3.8,50000,51,2468,25,291355,4,2,11,602
5-Mar,2417,Personalization,4.3,100000,50,124,9,22217,2,1,11,66
5-Mar,2419,Photography,4.1,500000,51,451,9,41600,1,2,2,116
5-Mar,2422,Tools,4.5,1000000,86,3538,15,345343,12,4,2,1169
5-Mar,2424,Books & Reference,4,10000,51,124,3,9128,0,0,2,9
5-Mar,2439,Entertainment,4.5,5000,0,98,12,8398,0,6,5,40
5-Mar,2440,Music & Audio,4.4,10000,51,221,6,20711,1,1,16,50
5-Mar,2443,Books & Reference,4.3,10000,80,3888,27,428867,11,2,4,1212
5-Mar,2445,Social,4,1000000,100,2749,9,256745,2,0,4,951
5-Mar,2448,Entertainment,3.4,1000,51,10,3,505,0,1,4,0
5-Mar,2457,Puzzle,3.1,1000,51,630,9,60738,0,1,4,173
5-Mar,2458,Tools,4.4,1000,50,133,6,22675,0,4,4,27
5-Mar,2460,Music & Audio,4,10000,51,55,3,6851,0,1,5,14
5-Mar,2461,Casual,4.4,100000,51,112,5056,11479,0,1,4,31
5-Mar,2463,Medical,4.3,500000,51,187,5114,16947,0,0,4,62
5-Mar,2477,Simulation,3.6,10000,51,1200,9,109361,0,4,7,351
5-Mar,2478,Music & Audio,4.2,10000,100,3166,41335,347076,3,3,1,703
5-Mar,2479,Music & Audio,4.9,1000,51,528,20,73971,1,0,4,200
5-Mar,2492,Music & Audio,3.8,1000,51,1179,41338,111321,0,6,5,343
5-Mar,2494,Education,4,10000,50,671,12,49607,2,1,7,125
5-Mar,2495,News & Magazines,3.8,1000,92,613,6,76639,0,1,8,167
5-Mar,2496,Personalization,4.2,5000,92,328,6,58714,0,3,4,132
5-Mar,2497,Books & Reference,4,10000,51,5110,9,252654,0,1,8,52
5-Mar,2499,Casual,3.7,100000,51,15,6,2056,2,3,2,73
5-Mar,2501,Lifestyle,4.2,500000,51,732,9,55067,1,3,11,168
5-Mar,2520,Communication,4.7,1000,0,95,3,5070,0,0,14,0
5-Mar,2522,Music & Audio,3.7,10000,50,147,3,20382,8,1,4,83
5-Mar,2523,Business,4.1,5000,50,509,9,45153,0,1,4,82
5-Mar,2524,Education,3.9,10000,51,523,9,56461,0,2,10,146
5-Mar,2525,Puzzle,4.3,100000,51,163,9,15829,0,6,4,84
5-Mar,2539,Lifestyle,3.8,1000,50,2169,15,209721,2,3,10,476
5-Mar,2542,Business,4.1,1000,51,557,9,59756,1,7,2,226
5-Mar,2544,Tools,4.4,10000,51,252,6,20083,1,0,1,95
5-Mar,2545,Tools,3.8,10000,50,840,12,72779,1,2,2,221
5-Mar,2546,Social,4.6,100000,51,86,6,9151,1,1,4,34
5-Mar,2559,Media & Video,4.6,1000,0,325,6,29726,0,3,3,53
5-Mar,2562,Travel & Local,3,1000,50,1391,103,159578,3,6,6,516
5-Mar,2563,Travel & Local,4,1000,50,1391,103,159576,3,6,1,516
5-Mar,2567,Communication,4.7,1000,52,428,29,48363,8,1,1,698
5-Mar,2569,Books & Reference,4.8,1000,51,298,6,33191,0,6,3,128
5-Mar,2572,Lifestyle,4.5,1000,100,1434,9,176717,0,3,5,518
5-Mar,2573,Productivity,3,1000,0,144,6,11473,6,2,1,55
5-Mar,2574,Personalization,4.8,1000,92,1882,9,272116,0,3,6,611
5-Mar,2576,Finance,3.6,10000,50,701,9,54383,3,0,3,143
5-Mar,2577,Puzzle,4.2,10000,51,670,6,70689,0,3,3,203
5-Mar,2579,Books & Reference,4.2,10000,51,298,6,33191,0,6,5,128
5-Mar,2580,Tools,3.9,50000,0,164,6,14464,0,0,5,59
5-Mar,2581,Arcade,3.9,10000000,92,756,6,95458,0,3,4,186
5-Mar,2583,Entertainment,3.9,10000,92,585,15,77719,1,1,2,186
5-Mar,2585,Music & Audio,3.8,10000,92,4092,9,441834,1,4,2,701
5-Mar,2588,Transportation,4.6,1000,50,22,3,967,1,0,3,4
5-Mar,2594,Lifestyle,3.6,1000,50,924,15,95315,1,2,1,370
5-Mar,2595,Arcade,3.7,100000,51,1172,51358,88900,0,4,5,376
5-Mar,2599,Business,5,1000,51,401,6,36495,3,0,8,63
5-Mar,2601,Media & Video,4.2,5000,50,1578,6,183930,0,2,2,480
5-Mar,2602,Education,3,1000,51,675,6,69716,0,0,4,190
5-Mar,2603,Communication,4,1000,51,136,6,14842,0,1,1,67
5-Mar,2605,Personalization,4.4,1000,92,3234,9,446543,1,1,10,869
5-Mar,2606,Shopping,4.5,1000,50,1977,27,277652,6,1,7,464
5-Mar,2608,Lifestyle,4.2,10000,50,1065,12,103188,2,3,15,258
5-Mar,2609,Weather,4.2,10000,50,781,5117,84394,1,2,7,172
5-Mar,2612,Media & Video,4,10000,50,342,6,30681,7,2,3,59
5-Mar,2613,Casual,3.9,1000,92,277,6,25436,0,6,6,72
5-Mar,2615,Music & Audio,4.1,10000,100,2557,15,328652,2,1,2,602
5-Mar,2616,Racing,3.8,100000,51,420,6,29584,0,2,3,137
5-Mar,2617,Travel & Local,4.1,100000,50,496,9,91914,2,0,5,441
5-Mar,2618,Productivity,4,10000,51,172,3,16650,4,1,2,51
5-Mar,2619,Casual,3.8,100000,51,998,6,134604,0,4,11,319
5-Mar,2620,Communication,3.8,5000000,100,1639,191727,101057,34,0,5,3498
5-Mar,2621,Music & Audio,3.9,100000,92,602,9,64438,0,1,2,160
5-Mar,2624,Music & Audio,4.3,50000,51,732,18,69883,2,3,7,308
5-Mar,2625,Music & Audio,4.2,100000,50,2400,12,270287,0,3,1,678
5-Mar,2626,Music & Audio,4,50000,100,3111,27,372908,0,3,2,869
5-Mar,2649,Music & Audio,4.5,1000,92,1571,9,193182,0,3,1,429
5-Mar,2652,Personalization,4.2,1000,92,2971,18,298107,1,9,1,868
5-Mar,2653,Entertainment,4.5,1000,51,820,9,92676,1,2,4,219
5-Mar,2654,Education,4.5,5000,92,2735,9,244412,0,4,35,696
5-Mar,2656,Music & Audio,4.4,5000,92,1558,12,194861,2,1,3,498
5-Mar,2657,Music & Audio,4,10000,92,4092,9,441834,1,4,11,701
5-Mar,2659,Puzzle,4.3,500000,92,1008,18,109274,0,4,3,251
5-Mar,2667,Travel & Local,3.3,50000,50,93,4888,8292,0,0,6,46
5-Mar,2669,Education,4.2,1000,51,1305,15,285942,0,11,2,1260
5-Mar,2676,Travel & Local,3.6,1000,50,333,12,37809,0,2,1,86
5-Mar,2677,Entertainment,4.5,1000,50,1024,12,89022,0,3,16,340
5-Mar,2678,Transportation,3.6,1000,92,1555,15,138346,1,1,18,312
5-Mar,2679,Communication,4.1,100000,50,1489,6,123903,3,6,14,298
5-Mar,2680,Business,3.7,500000,51,800,3,112303,6,1,13,256
5-Mar,2684,Music & Audio,3.1,1000,51,68,6,7676,0,1,1,10
5-Mar,2686,Photography,3.9,1000,0,32,6,1711,1,0,7,7
5-Mar,2687,Business,4.2,10000,51,55,9,4806,0,1,2,4
5-Mar,2690,Entertainment,4.2,10000,0,10,3,913,0,0,2,1
5-Mar,2691,Tools,4,10000,50,98,4891,9442,1,0,5,41
5-Mar,2694,Photography,4.5,50000000,51,2460,18,199503,0,3,11,778
5-Mar,2695,Communication,4.4,100000000,51,362,41630,54358,2,1,2,320
5-Mar,2696,Media & Video,3.6,100000,51,1437,12,124042,1,1,4,434
5-Mar,2698,Tools,3.5,10000,0,34,3,2292,0,0,2,2
5-Mar,2699,Tools,4.8,1000,0,12,6,763,0,0,3,1
5-Mar,2700,Tools,3.8,10000,51,65,5098,6857,1,1,7,27
5-Mar,2701,Productivity,3.9,10000,51,81,3,11633,0,0,6,56
5-Mar,2702,Education,3.9,10000,50,12,3,1487,1,0,2,0
5-Mar,2703,Health & Fitness,3.9,1000,50,31,3,2433,1,0,9,4
5-Mar,2704,Health & Fitness,3.2,10000,51,89,9,10271,0,7,1,41
5-Mar,2705,Sports,4.5,1000000,100,867,1977,90634,1,3,3,1856
5-Mar,2707,Tools,4.3,10000000,92,1190,12,115114,1,1,4,295
5-Mar,2708,Tools,4.6,1000000,51,318,6,28499,0,2,8,65
5-Mar,2709,Action,3.8,1000000,100,2136,43566,212703,3,4,1,768
5-Mar,2710,Communication,3.5,10000,51,103,3676,9070,1,0,3,30
5-Mar,2711,Productivity,3.8,5000,51,159,6,13742,0,1,2,56
5-Mar,2712,Puzzle,3.7,1000,51,134,3,9698,0,0,2,8
5-Mar,2713,Health & Fitness,3.1,10000,51,87,3,6131,2,1,2,10
5-Mar,2714,Comics,3.3,10000,51,61,9,3595,0,2,5,11
5-Mar,2715,Tools,3.9,5000,51,97,6,10533,2,1,2,37
5-Mar,2716,Social,4.1,5000,51,88,6,9186,7,0,1,30
5-Mar,2717,Puzzle,3.9,10000,0,30,3,1753,0,0,3,2
5-Mar,2718,Strategy,4.2,1000000,51,432,6,33698,0,0,2,129
5-Mar,2719,Arcade,4.3,1000000,51,135,3,13015,1,1,9,67
5-Mar,2720,Travel & Local,3.6,5000,51,32,3,1796,0,0,2,7
5-Mar,2722,Arcade,3.6,5000,51,158,3,14290,1,1,5,57
5-Mar,2725,Finance,3.2,1000,0,114,3,8209,0,0,2,20
5-Mar,2726,Business,3.7,10000,51,30,3,1716,1,0,3,0
5-Mar,2728,Casual,4.1,500000,50,2965,15,334933,1,0,2,775
5-Mar,2729,Music & Audio,3.9,1000000,92,225,6,41803,1,1,7,81
5-Mar,2730,Communication,3.9,1000000,100,3784,12,455191,9,0,5,1061
5-Mar,2733,Tools,4.6,1000,51,35,3,3348,5,2,4,6
5-Mar,2734,Personalization,3.9,1000,0,31,6,3832,0,0,2,9
5-Mar,2736,Tools,4.5,100000,92,298,6,32654,3,5,2,86
5-Mar,2737,Tools,4.1,500000,92,4454,13,498517,2,3,4,1349
5-Mar,2739,Personalization,4.1,100000,50,1069,9,98674,7,2,9,246
5-Mar,2740,Personalization,3.7,50000,0,14,3,2580,0,2,13,1
5-Mar,2741,Media & Video,4.9,1000,51,89,3466,6552,0,0,14,40
5-Mar,2743,Tools,3.6,1000,51,170,6,15279,1,1,9,62
5-Mar,2745,News & Magazines,3.6,1000,51,92,3663,10353,0,0,4,43
5-Mar,2748,Entertainment,3.8,100000,92,2939,25,341316,5,6,3,950
5-Mar,2750,Music & Audio,4.2,100000,92,1348,6,219260,0,2,2,523
5-Mar,2751,Music & Audio,3.8,10000,51,275,6,26109,3,2,5,104
5-Mar,2756,Tools,4.3,1000,51,41,3,3151,0,0,2,5
5-Mar,2758,Educational,3.7,100000,51,560,6,53641,0,4,3,103
5-Mar,2759,Communication,4.2,100000,50,1224,9,186514,4,3,3,442
5-Mar,2760,Tools,4.6,100000,51,51,6,6823,0,2,3,15
5-Mar,2763,Puzzle,3.5,1000,0,56,3,5854,0,8,11,28
5-Mar,2765,Entertainment,3.3,1000,51,121,3,15159,0,0,3,31
5-Mar,2766,Puzzle,5,1000,51,203,3354,16381,0,0,4,44
5-Mar,2767,Music & Audio,4,100000,92,552,6,71235,0,1,4,146
5-Mar,2768,Education,4.2,50000,92,832,6,73251,2,2,1,132
5-Mar,2769,Transportation,4,100000,50,1627,5114,195711,0,2,4,299
5-Mar,2770,Music & Audio,3.6,100000,51,763,6,82430,0,2,4,224
5-Mar,2773,Tools,3,1000,51,78,5095,7158,3,0,6,27
5-Mar,2775,Music & Audio,4.2,100000,92,552,6,71235,0,1,3,146
5-Mar,2776,Travel & Local,3,1000,51,78,6,7999,0,1,10,33
5-Mar,2780,Entertainment,4.5,1000,51,9,3,310,0,0,2,0
5-Mar,2781,Business,5,1000,0,164,6,13594,0,0,8,55
5-Mar,2784,Tools,3.8,1000,51,110,3,12002,0,0,3,46
5-Mar,2787,Card,4,100000,51,79,6,7865,0,2,4,33
5-Mar,2788,Education,4.4,100000,51,986,9,89241,1,4,3,312
5-Mar,2789,Personalization,4.1,50000,0,14,3,2418,0,2,17,1
5-Mar,2790,Entertainment,3.8,500000,92,1851,9,240177,0,6,18,384
5-Mar,2791,Entertainment,3.7,1000,51,171,6,14246,0,4,5,37
5-Mar,2792,Tools,3.8,1000,51,124,3,13873,0,1,12,42
5-Mar,2794,Entertainment,3.1,1000,51,66,3,7346,0,0,5,20
5-Mar,2795,Books & Reference,3.8,1000,0,58,6,3023,3,2,3,15
5-Mar,2796,Productivity,3.5,1000,51,116,6,12297,1,0,11,47
5-Mar,2797,Business,3.3,1000,0,58,3,5689,1,0,4,8
5-Mar,2798,Education,3,1000,51,119,6,9009,0,1,5,28
5-Mar,2802,Personalization,4.2,1000,0,1,3,22,0,0,3,0
5-Mar,2803,Education,4,100000,92,979,9,101642,2,2,2,208
5-Mar,2806,Personalization,4,100000,0,14,3,3138,0,2,9,1
5-Mar,2808,Comics,5,1000,51,34,6,1706,0,0,18,2
5-Mar,2812,Tools,3.5,1000,51,18,3,1413,2,0,5,8
5-Mar,2814,Finance,4.9,1000,51,89,3,8310,0,1,29,38
5-Mar,2816,Tools,3.5,1000,51,187,9,13668,0,0,2,65
5-Mar,2817,Productivity,4.5,1000,51,110,3,12027,0,0,5,45
5-Mar,2819,Social,4,1000,51,103,6,8561,2,0,4,15
5-Mar,2820,Books & Reference,4.1,500000,92,1696,12,174448,1,1,7,411
5-Mar,2823,Education,4.3,500000,92,1192,15,185728,1,2,3,522
5-Mar,2824,Social,4.5,500000,92,3594,16,435243,1,2,1,793
5-Mar,2826,Entertainment,3,5000,51,9,3,297,0,0,4,0
5-Mar,2827,Productivity,4.8,1000,0,14,3,571,0,0,4,1
5-Mar,2830,Tools,3.5,1000,51,110,3,12002,0,0,7,46
5-Mar,2831,Puzzle,3.4,5000,0,24,3,3202,0,0,5,74
5-Mar,2832,Media & Video,3.4,5000,51,61,3679,5621,0,1,4,20
5-Mar,2834,Weather,4.6,1000,51,131,6,13935,0,2,5,45
5-Mar,2836,Tools,3,1000,51,172,9,15368,0,1,4,62
5-Mar,2837,Media & Video,3.6,5000,51,107,3660,9967,0,0,4,34
5-Mar,2840,Entertainment,4,500000,51,922,9,95863,1,6,5,224
5-Mar,2841,Music & Audio,3.6,100000,51,574,9,55555,0,2,3,160
5-Mar,2842,Tools,3.9,100000,51,1594,9,154199,0,2,14,476
5-Mar,2843,Casual,3.7,100000,100,3696,3853,392827,3,7,6,1190
5-Mar,2846,Communication,4.4,5000,50,59,6,3060,0,0,4,10
5-Mar,2847,Communication,3.8,10000,50,36,3,2934,0,0,8,2
5-Mar,2848,Travel & Local,4.1,1000,50,16,6,933,1,0,8,1
5-Mar,2849,Tools,4.2,1000,51,67,3,5547,2,1,2,13
5-Mar,2850,Libraries & Demo,3.2,10000,51,166,3,16808,0,1,5,32
5-Mar,2851,Health & Fitness,3.8,5000,51,79,3,5244,1,0,2,5
5-Mar,2853,Media & Video,3.4,10000,51,81,3,3325,0,1,1,11
5-Mar,2854,Business,4.7,1000,51,23,6,1375,5,0,5,4
5-Mar,2855,Tools,3,10000,92,1667,6,206722,0,5,9,188
5-Mar,2857,Entertainment,4.3,5000,51,25,6,1179,0,0,2,0
5-Mar,2858,Transportation,4.3,5000,51,59,3663,6178,0,0,4,31
5-Mar,2860,Shopping,4.1,50000,51,39,6,4171,0,0,8,3
5-Mar,2862,Adventure,4.4,1000000,51,6500,2131,610260,8,0,1,1760
5-Mar,2863,Puzzle,4.4,500000,92,1146,6,131009,0,3,5,474
5-Mar,2866,Personalization,4,1000,51,120,3,12741,0,0,6,47
5-Mar,2867,Transportation,3.2,10000,51,50,3,2762,0,0,3,1
5-Mar,2869,Tools,4.1,5000,51,169,3,14891,0,1,2,60
5-Mar,2870,Arcade,4,10000,51,21,3,1376,2,0,7,0
5-Mar,2871,Education,4,5000,0,23,3,1134,0,0,2,13
5-Mar,2872,Education,3.5,10000,0,30,3,1933,0,1,4,3
5-Mar,2873,Tools,4.4,1000,0,54,3,8591,0,0,2,6
5-Mar,2874,Card,4,1000,51,21,3,1376,2,0,4,0
5-Mar,2875,Tools,3.2,5000,50,108,5098,10271,1,0,11,28
5-Mar,2876,Travel & Local,4.3,5000,50,70,3,8140,2,1,8,16
5-Mar,2877,Communication,4,10000,50,67,6,7568,1,0,18,17
5-Mar,2878,Media & Video,4.7,5000,51,89,3466,6551,0,0,1,40
5-Mar,2879,Sports,4,1000000,51,221,3660,20175,0,2,4,49
5-Mar,2880,Books & Reference,4,1000,51,580,6,62395,0,6,4,180
5-Mar,2883,Puzzle,4.1,500000,51,524,5120,85077,0,2,30,125
5-Mar,2884,Social,4.2,10000000,50,1907,12,216094,2,1,2,629
5-Mar,2885,Entertainment,4.6,10000000,100,3622,12,414871,1,3,3,778
5-Mar,2886,Puzzle,3.6,50000,51,370,21,35525,1,1,4,134
5-Mar,2887,Entertainment,4.2,1000,92,925,9,120788,1,2,4,230
5-Mar,2888,Communication,3.1,10000,50,47,3,7962,0,1,3,18
5-Mar,2889,Travel & Local,3.7,10000,51,157,3,13578,0,1,5,57
5-Mar,2890,Tools,4.4,5000,0,14,6,436,1,0,4,0
5-Mar,2891,Travel & Local,3.8,10000,50,17,3,924,0,0,11,0
5-Mar,2892,Social,4.4,1000,51,59,3,3492,3,0,4,11
5-Mar,2893,Social,3.7,5000,50,29,3,1624,2,0,4,12
5-Mar,2894,Entertainment,3.1,10000,51,57,6,4934,1,2,4,15
5-Mar,2895,Tools,4.1,10000,51,71,6,7995,0,3,11,33
5-Mar,2896,Finance,3.9,5000,51,90,3,9067,0,0,3,26
5-Mar,2897,Lifestyle,4.1,10000,51,300,6,23124,0,1,5,79
5-Mar,2898,Productivity,4.3,10000,51,132,3,13687,0,0,11,52
5-Mar,2899,Communication,4,10000,0,26,3,1312,2,0,4,4
5-Mar,2900,Entertainment,4.6,5000000,50,2180,15,171016,2,2,5,589
5-Mar,2902,Education,3.9,500000,51,190,5111,21625,0,0,4,74
5-Mar,2903,Board,4.1,100000,92,4253,9,465677,0,7,4,961
5-Mar,2907,Arcade,3,10000,0,8,3,783,0,0,2,1
5-Mar,2908,Tools,3.7,10000,51,16,6,1251,1,0,8,1
5-Mar,2909,Tools,3.2,1000,0,28,3,1237,0,1,5,1
5-Mar,2910,Tools,3.6,5000,0,52,6,6219,0,3,3,13
5-Mar,2911,Tools,4.5,10000,0,69,3,3699,0,1,4,11
5-Mar,2912,Personalization,4.6,10000,0,6,3,183,0,0,5,0
5-Mar,2913,Travel & Local,3.5,10000,51,53,3,3483,0,0,2,14
5-Mar,2914,Tools,4.1,5000,0,66,9,5187,0,0,12,9
5-Mar,2915,Communication,4.4,10000,51,110,3,11894,1,0,5,46
5-Mar,2916,Finance,4.2,10000,51,96,3,10898,0,0,5,33
5-Mar,2917,Communication,3.9,10000,0,8,6,4040,0,1,1,0
5-Mar,2919,Tools,3.7,10000,51,72,4898,7189,0,0,11,30
5-Mar,2920,Social,4.1,10000,51,43,6,2546,0,1,18,9
5-Mar,2921,Tools,3.6,1000,51,71,5098,6629,0,0,15,25
5-Mar,2922,Puzzle,3.3,10000,51,69,5098,7134,0,0,8,27
5-Mar,2923,Tools,3.9,10000,51,69,12,7449,0,2,7,15
5-Mar,2924,Tools,3.4,50000,51,23,6,1473,0,0,10,8
5-Mar,2925,Music & Audio,3.6,1000,51,68,6,7676,0,1,10,10
5-Mar,2926,Entertainment,3.3,10000,51,91,9,7325,0,0,11,22
5-Mar,2931,Entertainment,3.9,5000,51,480,9,46763,0,1,26,111
5-Mar,2933,Music & Audio,4.1,1000,51,105,6,9866,3,1,18,31
5-Mar,2936,Music & Audio,4,1000,51,105,6,9866,3,1,4,31
5-Mar,2946,Personalization,3.6,5000,0,23,3,2720,0,0,27,9
5-Mar,2947,Card,4.1,5000,92,563,12,72927,0,1,26,143
5-Mar,2948,Entertainment,3.4,10000,0,23,3,2720,0,0,6,9
5-Mar,2949,Education,4.4,10000,92,1921,9,326807,0,4,21,696
5-Mar,2950,Puzzle,4.1,100000,51,1234,12,101514,0,7,8,219
5-Mar,2951,Puzzle,4.3,10000,0,15,3,700,0,0,3,3
5-Mar,2952,Tools,4.4,10000,0,37,6,2055,0,0,10,12
5-Mar,2953,Photography,3.4,100000,0,21,3,1603,0,2,10,3
5-Mar,2954,Finance,4,50000,51,79,3,7713,0,1,12,34
5-Mar,2955,Tools,4.7,5000,51,139,6,9524,1,1,4,54
5-Mar,2956,Lifestyle,4.1,10000,0,381,6,37293,0,4,2,67
5-Mar,2957,Entertainment,3.8,50000,51,110,6,10211,0,1,20,34
5-Mar,2958,Entertainment,3.6,50000,51,122,3,12859,0,0,4,50
5-Mar,2959,Entertainment,4.2,10000,50,47,3,6613,3,1,4,9
5-Mar,2960,Social,4.4,50000,51,94,5098,11785,0,1,4,56
5-Mar,2962,Finance,3.9,50000,50,39,6,4748,0,0,12,12
5-Mar,2963,Entertainment,4.3,50000,51,81,6,7765,0,1,5,32
5-Mar,2964,Entertainment,4.2,100000,50,66,3,8112,0,1,11,17
5-Mar,2965,Personalization,4.3,50000,0,7,3,178,0,0,11,0
5-Mar,2966,Entertainment,3.7,10000,92,530,6,67566,0,2,2,126
5-Mar,2967,Personalization,3.8,100000,51,88,3669,8601,0,0,11,27
5-Mar,2968,Personalization,3.7,100000,51,31,3,1616,0,1,14,8
5-Mar,2969,Tools,4,10000,51,19,3,850,2,0,3,1
5-Mar,2970,Tools,4,100000,51,69,6,6007,1,0,1,53
5-Mar,2971,Communication,4.2,10000,0,8,3,431,0,0,3,0
5-Mar,2972,Tools,4.5,50000,0,4,3,395,0,0,10,2
5-Mar,2973,Personalization,3.9,100000,51,40,3,2747,0,0,4,17
5-Mar,2974,Lifestyle,4.2,10000,0,4,3,83,0,0,13,0
5-Mar,2975,Education,4.3,10000,0,778,6,81413,0,4,7,151
5-Mar,2976,Personalization,4,100000,0,9,3,218,0,0,12,1
5-Mar,2977,Tools,3.8,100000,0,109,6,8127,0,0,3,58
5-Mar,2978,Productivity,4.2,10000,0,22,3,1530,0,1,9,4
5-Mar,2979,Tools,3.6,10000,51,126,3,12686,1,0,7,47
5-Mar,2980,Medical,4,100000,51,66,3,6589,0,0,10,14
5-Mar,2981,Sports,3.7,100000,51,159,6,13160,0,2,4,35
5-Mar,2982,Communication,4.4,100000,51,68,6,6946,0,1,8,52
5-Mar,2983,Tools,4.2,100000,51,243,3,17952,2,1,8,107
5-Mar,2984,Entertainment,3.7,10000,92,1076,6,123697,0,8,8,274
5-Mar,2985,Entertainment,4.3,500000,51,54,6,5548,3,1,10,25
5-Mar,2987,Tools,4.2,50000,0,30,3,3115,0,0,1,22
5-Mar,2988,Tools,4.4,50000,0,118,6,8381,2,0,8,15
5-Mar,2989,Photography,4.1,50000,51,73,3679,7637,0,1,2,27
5-Mar,2990,Entertainment,3.9,5000000,100,3225,12,356618,1,3,17,581
5-Mar,2994,Transportation,4,1000,100,844,6,87208,2,1,7,211
5-Mar,2996,Books & Reference,4.3,5000,50,321,6,33448,4,2,14,1255
5-Mar,3002,Sports,3.8,10000,51,160,6,17357,1,2,5,97
5-Mar,3003,Strategy,4.3,100000,50,2426,5117,232058,1,4,2,748
5-Mar,3006,Travel & Local,3.7,10000,51,1182,9,90897,0,0,2,267
5-Mar,3018,Entertainment,4.2,1000,92,828,6,103096,0,5,1,179
5-Mar,3019,Puzzle,4.2,1000,92,330,6,51243,0,2,13,122
5-Mar,3020,Business,4.7,10000,92,1133,18,134281,1,1,5,351
5-Mar,3021,Card,3.8,500000,51,79,6,7865,0,2,5,33
5-Mar,3028,Entertainment,4,10000,51,465,12,47673,0,1,12,119
5-Mar,3029,Entertainment,4.2,1000,51,284,3357,24481,1,0,16,70
5-Mar,3030,Lifestyle,3.5,100000,51,366,21,47920,0,1,7,108
5-Mar,3034,Music & Audio,4.1,50000,51,274,6,26121,3,2,2,103
5-Mar,3035,Productivity,4.1,10000,0,7,6,132,0,0,4,0
5-Mar,3039,Music & Audio,4.2,5000,51,104,6,9824,3,1,7,31
5-Mar,3042,Entertainment,3.9,10000,51,76,3,8125,2,1,13,33
5-Mar,3047,Personalization,4.4,1000,0,327,6,29830,0,2,13,53
5-Mar,3048,Puzzle,4.5,1000,92,1408,12,136940,0,4,12,274
5-Mar,3049,Puzzle,4.1,10000,92,1049,6,118320,1,3,4,277
5-Mar,3050,Puzzle,4.2,10000,92,3124,15,324786,2,6,4,650
5-Mar,3051,Casual,4,10000,92,819,6,83458,0,4,8,164
5-Mar,3053,Music & Audio,3.5,10000,51,204,3,17482,3,2,9,101
5-Mar,3054,Entertainment,4.3,1000,92,380,9,65701,0,6,2,178
