"0","8","4.1","26250","3.9","34.1","38","1.5","230","0.12"
"1","127","4","4281575","3.6","0.3","65","2.68","985","56.91"
"2","39","4","113590","4.6","138","70","3.14","1607","0.51"
"3","28","4.1","2077500","3.3","132.7","66","5.09","1839","0.29"
"4","15","4.1","1385333","3","249.3","62","5","3225","0.19"
"5","13","4","113077","3.3","0.1","61","8.42","3118","0.59"
"6","2","3.7","75000","2","5.7","75","1","485","0.93"
"7","1","4.7","100000","3","110.3","51","4","993","0.45"
"x","53","4.2","44559057","3.7","0.5","57","2.03","2631","0.51"
