"0","11","4.3","1432727","3","35.2","9","9","182","13.98"
"1","425","4.1","441859","4.5","2","40","3.57","530","8.02"
"2","59","4.2","1561525","4.2","3","53","2.72","939","0.24"
"3","40","4.2","6445750","3","9.9","64","4.87","1338","5.42"
"4","12","4.2","8422500","3","0.5","52","1.83","1870","0.42"
"5","15","4.4","27048667","2.5","0","90","6.91","3393","1.18"
"6","2","4.2","100000","5","386.2","100","10","3476","1.36"
"7","2","4","2505000","3.5","153.1","46",,"919","0.53"
"x","26","4.1","6203846","3.4","6.3","55","3.79","1330","0.46"
