"0","12","3.9","39167","3.7","0.5","66","3.37","492","0.43"
"1","234","4","92393","4","1.8","58","2.73","998","0.54"
"2","96","4.1","247708","4.1","0.1","65","3.55","1297","0.95"
"3","49","4.1","119592","5.8","0.2","65","3.1","1794","1.56"
"4","24","4","1942500","3.6","0.2","57","3.73","2111","0.61"
"5","9","4","3538889","3.1","145","56","7.5","1256","78.66"
"6","3","4.2","53333","3.7","231.4","67","3.5","2082","1.58"
"7","1","4.6","10000","5","410.8","91","4","2465","1.38"
"x","49","4.1","2143878","3.1","174.4","68","2.71","2363","0.46"
