AppName,Genre,UserRating,LowerDownloads,isJavaAnalyze,AndroRisk,Jlint,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount
Deflektor Remake,Puzzle,3.3,10000,0,51,206,14065,63460,0,1,18
Animal Picnic-Puzzles for Kids,Puzzle,4.2,10000,0,51,488,12,132514,0,9,9
Amnesia - Ch2 - No Escape GOLD,Puzzle,3.6,10000,0,51,361,3,57346,1,1,14
Escape From Guest house,Puzzle,3.7,10000,0,92,460,12,305910,0,1,3
Escape From The Abductor,Puzzle,3.9,10000,0,92,460,12,305910,1,2,2
Escape From Single Room,Puzzle,3.8,10000,0,92,460,12,305910,0,1,13
Dream City House Escape,Puzzle,3.8,10000,0,92,460,12,305910,0,1,13
Escpae From Tot Room,Puzzle,3.6,10000,0,92,460,12,305910,0,1,2
Comfort Room Escape,Puzzle,3.9,10000,0,92,460,12,305910,0,1,2
Escape From Magicians Room,Puzzle,4,10000,0,92,460,12,305910,0,1,5
New Home Escape,Puzzle,3.9,50000,0,92,97,9,69846,2,0,4
KillSud - killer sudoku,Puzzle,4.4,10000,0,51,293,15,70351,1,5,15
Alchemy ~ Genetics,Puzzle,4.2,1000000,0,100,301,6,107582,0,2,9
Korea Chess Online,Puzzle,3.8,500000,0,100,241,9,148718,2,4,10
Jewels Career,Puzzle,3.9,100000,0,92,238,6,75073,0,5,1
Fruit Tiles,Puzzle,4.4,100000,0,51,225,9,80889,1,1,4
Bible Quizzer,Puzzle,4.3,100000,0,100,770,9,293705,0,5,1
Jewels Magic,Puzzle,4,100000,0,100,332,6,86927,2,1,15
Kids Preschool Memory Game Lte,Puzzle,4,500000,0,0,135,6,50501,0,9,9
4 in a Row: Connect!,Puzzle,4.1,100000,0,51,143,6,57629,0,2,3
5 Colors,Puzzle,4.1,100000,0,92,987,12,445313,0,6,9
4 Pics 1 Word: Travel!,Puzzle,4.6,100000,0,51,109,6,30740,1,2,2
Glass Balance,Puzzle,3.7,500000,0,92,252,9,109191,0,2,4
Cupcake Stand HD FREE,Puzzle,4,1000000,0,100,436,12,163626,0,10,14
Funzy Bloc,Puzzle,4.3,500000,0,92,348,6,138550,0,5,1
Reversi,Puzzle,4.1,500000,0,92,424,12,156723,0,6,4
MatchUp People,Puzzle,4.2,500000,0,92,386,3,139160,0,5,1
Candy Boom,Puzzle,4,1000000,0,50,462,15,132262,1,5,1
MatchUp : Exercise your Memory,Puzzle,4.3,1000000,0,51,363,6,118276,0,5,1
Leaf Jigsaw Puzzles 4 In 1,Puzzle,4.1,10000,0,92,138,12,54566,0,2,1
Plot four in a row multiplayer,Puzzle,3.6,50000,0,92,755,18,254146,0,6,3
4 In a Row - Multiplayer,Puzzle,3,100000,0,100,1102,15,463476,2,5,15
4 in a row,Puzzle,4.3,1000000,0,92,501,12,169724,0,7,8
??? for Kakao,Puzzle,3.6,5000000,0,51,437,9,151452,2,2,3
??? for Kakao,Puzzle,4.5,1000000,0,51,252,9,76225,0,5,5
Bus Parking 3D,Puzzle,4,10000000,0,50,238,9,52867,4,6,8
Where's My Water? Free,Puzzle,4.4,50000000,0,92,1113,21,371878,0,4,10
Cut the Rope FULL FREE,Puzzle,4.3,50000000,0,100,1781,306,645733,2,6,5
Where?s My Perry? Free,Puzzle,4.4,10000000,0,92,1164,21,373333,0,4,3
Bunny Shooter Best Free Game,Puzzle,4.7,10000000,0,100,486,15,299076,2,3,8
Hidden Object,Puzzle,4.1,5000000,0,92,360,9,139944,0,5,4
Find Differences,Puzzle,3.9,10000000,0,92,83,5510,30590,0,1,10
???? ?????2013,Puzzle,4,5000000,0,51,217,12,87746,1,3,3
???? ???? for Kakao,Puzzle,3.9,5000000,0,92,371,15,147532,2,1,2
1to50,Puzzle,4.4,1000000,0,51,279,18,109486,2,2,3
Puzzle Zoo Zoo for Kakao,Puzzle,4.5,1000000,0,51,375,15,107604,0,7,2
Hidden Objects: Animal Farm,Puzzle,3.8,50000,0,51,339,12,98491,0,7,4
BONGSIL TETROMINO,Puzzle,3.2,10000,0,50,146,12,35397,2,1,2
Bongsil Jewel Collection,Puzzle,4,10000,0,92,195,12,44670,2,2,5
4Minute Slide Puzzle,Puzzle,4.7,10000,0,92,49,9,20080,5,2,3
Beast(B2st)Hidden Catch,Puzzle,4.5,50000,0,92,59,9,24908,2,2,5
Beast ( B2st ) Slide Puzzle,Puzzle,4.7,50000,0,92,49,9,20230,5,2,3
4Minute Hidden Catch,Puzzle,4.4,50000,0,92,56,9,24775,2,2,4
?? ???? ?? HD,Puzzle,3.8,100000,0,92,69,12,24520,1,2,3
Cookie Jam,Puzzle,4.3,1000000,0,92,430,12,312378,1,5,8
Porok - Space Geometry Dash,Puzzle,3.7,10000,0,92,222,6,121911,3,3,7
? Jay's Closet - Free Jewels,Puzzle,4.1,10000,0,92,278,5101,91836,1,1,14
Alert Your Brain - Abaque9,Puzzle,4.3,10000,0,51,150,5101,49224,1,1,5
Find Lucky Clover,Puzzle,4,50000,0,92,162,5098,48964,0,1,4
for your Brain - Abaque Lite,Puzzle,4.2,100000,0,51,52,5098,15240,0,0,18
aMAZE CLASSIC - Maze Escape,Puzzle,3.9,500000,0,92,337,6,267149,1,2,8
Sudoku Classic,Puzzle,3.8,10000,0,51,168,15,67140,0,2,6
4 Pics 1 Song !Guess the Song!,Puzzle,4.6,100000,0,92,225,12,72879,2,2,9
Connect,Puzzle,4.2,10000,0,51,297,9,86040,0,7,16
?? ???? - Qube ????,Puzzle,4.6,500000,0,100,271,6,105447,3,2,2
Running Mahjong,Puzzle,4.3,10000,0,51,298,15,82399,1,3,3
Puzzle Road,Puzzle,4.4,10000,0,51,389,15,126813,0,8,5
Icomania - Guess the Icon,Puzzle,4.2,100000,0,92,416,12,172196,0,4,4
Alta Tensi¢nn,Puzzle,2.5,10000,0,100,738,9,237923,1,2,6
Flow Free: Bridges,Puzzle,4.3,10000000,0,92,555,15,187963,0,7,20
Who Sings It? 1990s Hits,Puzzle,3.9,50000,0,50,156,6,47400,0,3,2
Slice,Puzzle,4.2,1000000,0,92,401,12,145892,0,5,29
Buttons and Scissors,Puzzle,4.3,1000000,0,92,234,9,166216,0,3,8
Word Search,Puzzle,4.2,10000000,0,51,317,6,106158,0,4,23
Shoot Bubble Deluxe,Puzzle,4,100000000,0,51,98,6,39354,1,1,39
Flow Free,Puzzle,4.4,50000000,0,92,555,15,187966,0,7,6
Celebrity House Escape,Puzzle,3.7,10000,0,92,460,12,305910,0,1,7
Little Pony Escape,Puzzle,3.5,100000,0,92,97,9,69846,2,0,7
New Years Mahjong,Puzzle,4.3,50000,0,92,51,6,19265,0,9,6
????2 for Kakao,Puzzle,4.2,1000000,0,51,1005,4362,296507,0,3,2
Save Fruits Doll,Puzzle,3.8,1000000,0,100,840,9,310170,1,3,10
Find the Differences / Find ME,Puzzle,4.6,1000000,0,100,506,9,193203,0,5,4
Gomoku+,Puzzle,3.6,1000000,0,100,404,9,198890,1,4,10
???????1000+:4pics1word,Puzzle,4.4,500000,0,92,246,9,111657,1,2,2
Co Tuong - C? T??ng - ZingPlay,Puzzle,4,500000,0,51,529,18,198182,1,2,8
??? ???? for Kakao,Puzzle,4.3,100000,0,51,243,12,112100,0,2,14
World Escape,Puzzle,4.2,500000,0,92,454,16,182208,0,7,8
What's That Picture?,Puzzle,3.8,100000,0,100,350,9,117538,1,1,8
Where's My Mickey? Free,Puzzle,4,10000000,0,92,1062,21,387475,0,4,1
"Baccarat HD-Free,Live,Real",Puzzle,4.2,10000,0,51,201,5067,49976,6,2,15
Math Workout Game,Puzzle,4.2,10000,0,51,105,6,23925,0,2,17
Droid Shooter,Puzzle,3.7,10000,0,51,136,3,53044,2,1,12
Real Kakuro Free - Cross Sums,Puzzle,4.5,50000,0,92,588,15,196389,0,4,6
Free Puzzle Game - 20+ Puzzles,Puzzle,3.9,50000,0,50,663,18,269093,3,4,3
Sudoku game,Puzzle,3.8,100000,0,92,502,9,281758,2,3,13
Colony Sweepers,Puzzle,3.8,10000,0,51,1018,12,390533,1,2,3
Dog Puzzle: Chihuahua,Puzzle,4.1,10000,0,50,293,5114,94271,0,2,1
Brix FREE,Puzzle,3.8,10000,0,92,267,9,246932,12,0,14
Kids University Lite,Puzzle,4.2,10000,0,51,109,12,28184,4,3,12
Brix Mania,Puzzle,4.2,10000,0,100,317,9,91946,3,3,13
Brix Free HD,Puzzle,3.9,50000,0,100,289,9,87291,1,4,16
Puzzles with Matches,Puzzle,4.4,10000000,0,51,345,6,120500,0,2,11
100 Gates,Puzzle,4.5,5000000,0,100,807,9,275479,1,4,8
Puzzle for Santa,Puzzle,3.9,10000,0,51,366,12,115911,0,8,12
Touch It,Puzzle,3.3,50000,0,92,0,3,1487,2,0,9
De Slimste Mens ter Wereld,Puzzle,3.7,100000,0,51,1190,18,392537,3,3,4
Sudoku Fun,Puzzle,4.5,1000000,0,92,467,32738,130394,0,6,6
Sudoku free + HD,Puzzle,4,10000,0,51,84,3,29950,0,2,7
Z Crazy Math,Puzzle,4.3,10000,0,0,9,6,4068,0,0,7
Suugoku Number Place,Puzzle,4.1,10000,0,51,99,15,33880,2,2,2
Learn Chinese with Sudoku,Puzzle,4.3,10000,0,51,171,6,71749,1,2,2
?????? ?????????? ??? ?????,Puzzle,4.5,50000,0,92,129,3,48324,1,3,26
Tap It Quick,Puzzle,4,10000,0,92,136,6,70011,0,1,18
Photo Spot The Lover,Puzzle,3.9,100000,0,92,230,12,105172,3,2,5
Balliland XL Free,Puzzle,4.2,10000,0,51,681,9,189315,0,5,12
Mahjong Spring - Free,Puzzle,3.8,50000,0,51,161,3,43693,0,5,2
Mahjong Forever (Free) 5 Stars,Puzzle,4.4,100000,0,50,419,6,138309,1,3,1
JellyFactory2,Puzzle,4.8,100000,0,51,562,12,185700,0,0,1
Memory Game for Kids,Puzzle,4,10000,0,92,311,6,207111,0,3,3
??? ??????? for Kakao,Puzzle,4.4,5000000,0,51,672,4356,188863,3,3,8
Mahjong Solitaire,Puzzle,4.2,10000000,0,51,453,345,63438,0,3,3
Mouse,Puzzle,4.4,10000000,0,92,368,9,150665,0,5,5
Word search,Puzzle,4,10000000,0,92,482,12,337747,1,1,7
Bouncy Ball,Puzzle,4.2,10000000,0,51,639,12,247450,0,5,7
Can You Escape,Puzzle,4.4,10000000,0,92,454,16,182208,0,6,12
Bad Piggies HD,Puzzle,4.3,10000000,0,100,892,6,280103,1,5,7
Escape Action,Puzzle,4.1,10000000,0,92,798,12,282636,0,3,5
100 Floors? - Can You Escape?,Puzzle,4.2,10000000,0,92,1292,9,412867,1,4,2
Checkers,Puzzle,4.3,5000000,0,92,435,9,152305,0,6,11
Logo Quiz,Puzzle,4.2,5000000,0,51,315,6,123606,1,4,8
LINE Bubble!,Puzzle,3.9,10000000,0,92,264,9,82331,5,0,1
Cut the Rope: Time Travel,Puzzle,4.6,10000000,0,92,1461,16,571937,1,7,12
??????? ?????+,Puzzle,4.6,500000,0,92,685,41332,316362,1,5,2
Kill Stickman,Puzzle,3.2,100000,0,92,83,9,43287,0,1,6
Kids Memory,Puzzle,3.9,50000,0,92,207,9,82661,1,2,7
Free Dolphin Games,Puzzle,3.8,50000,0,51,102,9,41307,0,1,1
Fruit Puzzle,Puzzle,4.7,10000,0,51,56,3,18854,1,2,21
Amazing SUDOKU,Puzzle,4.1,100000,0,50,539,12,198156,2,1,1
Wood Bridges Free,Puzzle,3.8,1000000,0,51,131,3,60684,0,3,3
Lexathon? word jumble,Puzzle,4.4,500000,0,92,1221,12,399650,0,8,26
Floors Escape,Puzzle,4.1,1000000,0,92,456,16,182380,0,6,14
Football Tactics Hex Free,Puzzle,3.5,10000,0,50,911,9,240726,0,4,5
BrainTrain - train your brain!,Puzzle,4.1,10000,0,51,207,6,70465,0,2,5
Apo Bondo Eh Ni - Answers,Puzzle,4.3,50000,0,92,457,12,157120,0,8,3
SudokuGame,Puzzle,4,10000,0,92,447,6,179598,0,5,4
Gems Maze: Jewels Adventure,Puzzle,3.8,50000,0,51,130,5101,68375,0,4,1
Bacteria,Puzzle,4.6,10000,0,0,46,3,2713,0,1,8
Kids Memory verse Game,Puzzle,4.3,10000,0,51,94,4433,22148,0,1,3
Bible Memory Challenge,Puzzle,4,10000,0,51,94,4433,22070,0,1,5
Alien Invasion - Space Attack,Puzzle,4,10000,0,51,104,6,16129,0,5,14
Angry Piggy,Puzzle,4.4,5000000,0,100,490,9,174487,1,2,7
Move it! Free - Block puzzle,Puzzle,4.3,5000000,0,51,267,9,70134,0,3,8
Stick Death,Puzzle,3.3,1000000,0,92,627,6,246562,2,5,1
Slitherlink (free),Puzzle,4.4,50000,0,92,260,6,75212,1,2,1
Berburu Kata +,Puzzle,4.4,10000,0,50,792,6,220144,0,6,18
Ordspil,Puzzle,3.6,10000,0,50,792,6,220144,0,6,1
Fake iPhone 5s: Games,Puzzle,3.8,10000,0,92,165,6,50756,0,1,12
Marble Legend,Puzzle,4,10000000,0,100,881,9,246808,1,3,1
Trivia - Learn English,Puzzle,4,10000,0,92,197,12,86638,3,1,5
Special Forces Puzzle,Puzzle,3.8,10000,0,50,142,5111,39292,0,1,6
Trolling Internet Meme Quiz,Puzzle,4.3,10000,0,51,484,12,131374,0,9,1
Mad Math Minute,Puzzle,3.5,50000,0,51,205,6,61368,3,1,1
escape games -Joy 1,Puzzle,3.5,50000,0,92,116,6,36883,0,9,1
Danh bai Tien Len Mien Nam,Puzzle,4,10000,0,51,470,15,247849,6,1,1
Tçm Hçnh Gi?ng Nhau,Puzzle,4.2,100000,0,100,369,9,139774,2,2,3
Flummox HD - Match Puzzle Game,Puzzle,4.1,10000,0,92,664,12,237162,1,3,6
Find Difference 9,Puzzle,3.6,10000,0,51,158,12,53700,0,6,9
Fox Hunting Free,Puzzle,4.3,10000,0,92,157,9,78777,0,1,5
Brain Games - Brain Teaser 2,Puzzle,3.7,10000,0,92,1145,15,458420,0,8,4
?????,Puzzle,4.5,10000,0,50,392,15,118918,0,4,2
AndSudoku - Full,Puzzle,3.4,10000,0,50,26,6,6962,0,0,2
guesser,Puzzle,3.9,10000,0,92,134,6,70008,0,1,1
Z-Dama,Puzzle,3.7,10000,0,92,201,9,117472,2,1,18
Sudoku,Puzzle,3.6,50000,0,51,21,6,7687,0,5,6
WatchDog,Puzzle,3.2,10000,0,51,158,6,56782,0,4,6
Sudoku - brain training,Puzzle,3.9,100000,0,51,146,3,47616,0,3,6
Color Balls,Puzzle,3.5,100000,0,51,21,4944,5739,0,0,4
Diventa un Milionario,Puzzle,3.9,500000,0,51,194,3384,61922,0,2,14
Moment Card,Puzzle,4.3,50000,0,92,300,6,258591,0,3,12
Game for kids!,Puzzle,3.6,100000,0,92,134,9,86889,0,9,12
CONNECT the DOTS,Puzzle,3.3,100000,0,92,123,6,47616,0,4,3
Connect-All,Puzzle,4.1,100000,0,51,104,9,22628,2,1,2
Tow-Truck Simulator,Puzzle,3.5,100000,0,100,1261,30,570707,0,4,4
Bingo 90 Live HD +FREE slots,Puzzle,4.1,100000,0,51,289,12,117243,2,1,13
Chennai Train Express Sim,Puzzle,3.7,50000,0,100,1261,30,570707,0,4,10
???????????? ????????,Puzzle,4.1,10000,0,51,99,9,43482,0,3,4
Sliding Puzzles For Kids,Puzzle,3.6,50000,0,92,123,6,56929,0,2,5
Cut the Rope: Experiments FREE,Puzzle,4.3,10000000,0,92,1557,19,620089,1,8,12
Raraku Jewels,Puzzle,4.3,100000,0,51,986,15,357077,2,6,13
Who Sings It?  #1 Hits,Puzzle,3.7,100000,0,50,156,6,47400,0,3,10
Killer Escape 2,Puzzle,4,100000,0,92,80,5098,27256,0,6,13
2048 Number puzzle game,Puzzle,4.4,10000000,0,92,930,12,426003,0,8,4
Marble-The Temple Of MAYAN,Puzzle,4,100000,0,83,938,9,327217,3,0,3
Push The Box,Puzzle,4.2,100000,0,92,412,9,123538,0,3,3
Draw Something Assistant,Puzzle,4.3,500000,0,92,391,9,184755,1,3,8
Brain Trainer Special,Puzzle,4,500000,0,51,557,22,181677,0,4,9
4 Pics 1 Song,Puzzle,4.2,5000000,0,100,1375,41344,415280,1,7,13
Balance 3D,Puzzle,3.8,10000000,0,92,136,6,49556,0,7,8
Jogo de Damas,Puzzle,3,10000,0,50,0,3,1487,0,0,4
Puzzles with Matches,Puzzle,4.3,10000000,0,51,309,6,107375,0,3,3
Panda Jam,Puzzle,4.1,1000000,0,92,503,12,322170,1,6,3
ChickPusher,Puzzle,4.1,1000000,0,92,427,18,155190,0,6,8
Bubble Story,Puzzle,4.1,100000,0,92,427,69,99952,1,1,2
Cookie Jam,Puzzle,4.3,1000000,0,92,430,12,312378,1,5,18
100 Doors 2,Puzzle,3.9,5000000,0,51,1011,6,283082,1,4,6
The Disappearance of Catherine,Puzzle,4,10000,0,51,134,21,35199,1,1,2
Cookie Story,Puzzle,4.3,10000,0,100,1152,12,364343,1,6,9
ZooZoo Bubble for Kakao,Puzzle,4.4,100000,0,51,525,9,155536,3,4,2
Escape: Castaway,Puzzle,3.5,50000,0,51,129,21,34025,1,1,3
Stickman ClickDeath Company,Puzzle,3.5,100000,0,92,507,233736,189031,1,7,7
Play Mahjong Now,Puzzle,4.2,500000,0,92,809,18,313391,1,6,1
Icomania - Guess the Icon,Puzzle,4.1,100000,0,92,420,12,172560,0,4,4
Sudoku Free,Puzzle,3.3,50000,0,92,98,6,74180,0,0,1
Slice,Puzzle,4.2,1000000,0,92,464,12,165958,0,6,3
MineSweeper,Puzzle,3.4,10000,0,51,251,6,135231,0,5,2
Anime Heroes Puzzle,Puzzle,4.3,50000,0,51,77,6,20318,0,2,12
?1??? ??? for Kakao,Puzzle,4.1,1000000,0,100,340,9,120013,2,0,14
????? for ????,Puzzle,4.1,100000,0,100,474,15,161265,0,4,2
??? ???? for Kakao,Puzzle,4.3,100000,0,51,245,12,112248,0,2,19
Co Tuong - C? T??ng - ZingPlay,Puzzle,3.9,500000,0,92,558,15,356201,1,2,17
Bomb Expert,Puzzle,4.2,100000,0,51,103,6,18322,0,5,11
Find Something,Puzzle,4.6,1000000,0,100,1483,21,569926,2,6,2
Power Flow,Puzzle,4.3,500000,0,92,616,6,354606,0,6,13
Dark Stories: Midnight Horror,Puzzle,4,100000,0,51,518,12,203546,0,5,3
Marble Legend,Puzzle,4,10000000,0,100,1059,12,279253,1,5,3
Ponon! Deluxe,Puzzle,4.3,100000,0,92,207,6,70735,0,4,1
Can You Escape,Puzzle,4.4,10000000,0,92,460,16,195376,0,6,3
100 Missions : Tower Heist,Puzzle,4.5,500000,0,51,451,12,180380,0,5,1
Amazing SUDOKU,Puzzle,4.1,100000,0,92,571,6,242099,0,4,5
Can You Escape 2,Puzzle,4.3,5000000,0,92,460,16,195376,0,6,10
??? ??????? for Kakao,Puzzle,4.4,5000000,0,51,672,4356,188863,3,3,1
??????? ?????+,Puzzle,4.6,500000,0,92,685,41332,316362,1,5,5
Apo Bondo Eh Ni - Answers,Puzzle,4.3,50000,0,92,457,12,157120,0,8,5
All-In-One Checkers,Puzzle,4.2,100000,0,92,100,83007,34624,0,2,4
Aporkalypse FREE,Puzzle,4.7,1000000,0,51,302,3,73757,0,2,3
War of Reproduction,Puzzle,4.5,1000000,0,92,390,12,245479,1,2,17
Slitherlink (free),Puzzle,4.4,50000,0,92,279,6,91658,1,2,16
Words,Puzzle,4.2,5000000,0,92,369,6,142388,0,7,1
Flummox - Match 3 Puzzle Games,Puzzle,4.1,10000,0,92,664,12,237162,1,3,26
Scramble Cheat for Friends,Puzzle,3.8,100000,0,51,257,3,71218,1,5,4
Main Mata Mania,Puzzle,4.2,10000,0,51,110,6,45733,0,2,4
Surreal Escape,Puzzle,3.7,100000,0,92,212,5101,65534,0,6,1
Doodle Farm? Free,Puzzle,3.9,100000,0,50,284,6,72613,1,2,8
Alien Fishtank Frenzy,Puzzle,4.1,100000,0,51,205,6,53731,1,3,4
Doodle Fit 2: Around the World,Puzzle,3.7,50000,0,92,1621,19,510862,1,2,10
Sandy Puzzle: Match 3,Puzzle,4.4,100000,0,51,253,9,80508,0,4,8
Balls Rider,Puzzle,3.9,500000,0,92,160,6,216220,0,1,6
Crazy Lab FREE,Puzzle,3.2,100000,0,92,166,9,55217,0,4,16
Co Tuong - C? T??ng - ZingPlay,Puzzle,3.9,500000,0,92,558,15,356261,1,2,3
Color Balls (CHR),Puzzle,3.7,10000,0,51,105,9,49057,0,4,1
Instagram Grid Puzzle,Puzzle,3.6,10000,0,92,452,9,277140,0,2,4
Cleaning Time Supermarket Game,Puzzle,3.6,10000,0,92,352,15,108776,0,6,7
Crazy Fruit Gather,Puzzle,4.2,100000,0,100,569,9,297088,2,4,12
Tringles,Puzzle,2.8,10000,0,0,10,3,2884,0,0,9
Cute animal matching game,Puzzle,4,100000,0,92,352,18,108776,0,6,13
TÇlÇ 7 Jeux - Mots flÇchÇs,Puzzle,3.6,100000,0,92,190,9,51948,0,6,2
escape games -Joy 89,Puzzle,4.1,10000,0,92,59,6,16972,3,1,15
tic tac toe,Puzzle,4.1,50000,0,51,343,24171,134882,0,4,11
Ultimate Logo Quiz Cheats,Puzzle,3.9,100000,0,50,132,9,49930,0,2,6
Music Quiz,Puzzle,3.5,100000,0,51,62,9,16569,0,2,2
Farm Worlds,Puzzle,3.9,500000,0,100,947,9,309302,1,3,7
?????? for Kakao,Puzzle,4.4,1000000,0,51,177,9,53411,4,1,6
ESP Zener Cards Free,Puzzle,2.9,10000,0,51,2,3,2613,0,0,8
Triplex,Puzzle,4.4,10000,0,51,28,6,6261,0,0,2
????????,Puzzle,4.2,10000,0,51,78,6,2970,0,0,1
"GraphiLogic Free 1"" Puzzles""",Puzzle,4.2,50000,0,0,2,9,1531,0,1,1
escape games -Joy 88,Puzzle,3.9,10000,0,92,59,6,16972,3,1,10
Anipang for Kakao,Puzzle,3.7,10000000,0,92,1053,18,462740,5,11,10
Stickman ClickDeath Supermarke,Puzzle,3.5,50000,0,92,652,132156,46798,1,9,4
iSpy,Puzzle,2.6,50000,0,51,20,3,7489,0,0,1
Puzzle Pipe,Puzzle,4.1,50000,0,51,50,6,25062,0,2,3
"GraphiLogic Free 3"" Puzzles""",Puzzle,4.1,10000,0,0,2,9,1535,0,1,1
Bubble Breaker,Puzzle,3.9,500000,0,92,125,3,27871,0,1,1
escape games -joy 87,Puzzle,4,10000,0,92,59,6,16972,3,1,1
Artist Room Escape,Puzzle,3.6,10000,0,92,460,12,305910,0,1,4
???? ??? for Kakao,Puzzle,4.2,50000,0,100,411,1114,133887,2,3,11
Puzzles with Matches,Puzzle,4.3,10000000,0,51,309,6,107363,0,3,3
PAC-CHOMP! namco,Puzzle,3.8,5000000,0,51,231,12,98238,0,3,20
Treasure Quest,Puzzle,4.2,50000,0,92,576,9,180201,0,3,6
100 Zombies 2 - Room Escape,Puzzle,4.2,50000,0,92,1180,15,466953,0,8,4
Maze Puzzle: Puppy Run FREE,Puzzle,4.3,100000,0,92,405,5101,149208,0,8,6
The most difficult question,Puzzle,4.1,500000,0,92,546,12,401982,1,3,2
Bubble Combos!,Puzzle,3.9,1000000,0,100,704,9,189597,1,4,7
LogicPicFree,Puzzle,3.4,10000,0,51,15,3,6992,0,1,1
Cut the Rope: Experiments FREE,Puzzle,4.3,10000000,0,92,1557,19,620089,1,8,8
Sweet Kingdom - candy match 3,Puzzle,4.1,100000,0,100,1498,12,639171,2,4,1
Stickman Click Escape Lab,Puzzle,3.3,100000,0,92,430,156572,171683,1,7,3
Escape: SOS Whiteout,Puzzle,3.3,50000,0,92,181,21,55114,1,1,3
Find Lucky Clover,Puzzle,4,50000,0,92,263,6,215792,3,1,12
??????‡ - Triliza - xox,Puzzle,3.9,100000,0,51,64,6,12907,0,2,16
Halloween Find objects,Puzzle,3.8,100000,0,92,76,5098,26038,0,8,3
Unblock Car,Puzzle,3.8,50000,0,92,839,6,293459,0,5,21
Running Mahjong,Puzzle,4.3,10000,0,92,499,15,303389,1,3,2
Puzzle Road,Puzzle,4.4,10000,0,51,354,15,111941,0,8,14
The Music Quiz,Puzzle,3.1,50000,0,51,35,3,11951,1,1,17
Sudoku,Puzzle,3.7,50000,0,92,1085,24165,572814,0,6,9
Jogo da Velha - Online,Puzzle,3.7,100000,0,92,1092,24165,573308,0,5,23
Cubis? - Addictive Puzzler!,Puzzle,3.8,1000000,0,51,219,4332,52995,4,5,3
Dumb words 1000 + .,Puzzle,3.9,1000000,0,92,1180,15,466978,0,8,12
Blobs,Puzzle,3.6,10000,0,92,359,9,240166,0,2,1
Cut and Slice,Puzzle,3.9,5000000,0,92,593,6,400946,0,3,4
Candy Star,Puzzle,3.9,5000000,0,100,1397,12,487715,1,6,1
Car Puzzle,Puzzle,3.9,10000,0,50,324,9,105755,2,2,3
Plumber,Puzzle,4.2,10000000,0,92,514,9,199771,0,6,1
KAMI,Puzzle,4.1,100000,0,92,510,9,211719,0,11,8
Sudoku Free,Puzzle,4.2,1000000,0,100,1185,15,506678,2,4,5
Flux 2: Puzzle & Brain Game,Puzzle,3.6,10000,0,51,653,9,341336,0,5,4
Easy Sudoku,Puzzle,3.6,10000,0,92,379,6,246044,3,1,20
The King of Sudoku,Puzzle,3.7,10000,0,51,239,9,73277,2,1,3
Danh bai Tien Len Mien Nam,Puzzle,4,10000,0,92,823,15,404783,6,1,20
Real Kakuro Free - Cross Sums,Puzzle,4.5,100000,0,92,588,15,196389,0,4,8
9 (Free),Puzzle,4.2,50000,0,92,59,6,22232,0,10,15
Shoot Bubbles : Fun Game,Puzzle,4.1,10000,0,92,626,9,392506,0,1,13
Three! - The logic game,Puzzle,4,10000,0,51,261,6,116357,0,3,14
My Sudoku,Puzzle,3.9,10000,0,100,219,6,86742,1,5,4
Tap It Quick,Puzzle,3.9,10000,0,92,466,6,353874,0,1,2
100 Doors 2013,Puzzle,4.2,10000000,0,51,284,6,73278,0,4,2
Power Line,Puzzle,4.3,500000,0,92,616,6,354579,0,6,7
LINE Bubble!,Puzzle,3.9,10000000,0,92,262,9,82909,5,0,6
??? ??????? for Kakao,Puzzle,4.4,5000000,0,51,672,4356,189130,3,3,6
Bouncy Ball,Puzzle,4.2,10000000,0,51,836,15,331944,0,5,3
Amazing SUDOKU,Puzzle,4.1,100000,0,92,868,6,293049,0,7,7
LINE Pokopang,Puzzle,4.2,10000000,0,92,2708,15,593125,2,4,23
Kill Stickman,Puzzle,3.2,100000,0,92,428,9,320019,0,10,9
Slitherlink (free),Puzzle,4.4,50000,0,92,279,6,91902,1,2,1
Main Mata Mania,Puzzle,4.2,10000,0,92,465,6,355823,0,2,13
???????,Puzzle,4.3,10000,0,100,557,12,191045,1,4,7
Pentas,Puzzle,4,50000,0,92,200,3,51241,0,4,4
Geisha,Puzzle,3.9,10000,0,92,219,24,59363,1,1,7
TV Quotes Trivia,Puzzle,4,10000,0,50,156,6,47400,0,3,6
Ruins - escape game -,Puzzle,4,1000000,0,51,85,12,31174,0,2,4
war of reproduction Ex,Puzzle,4.5,500000,0,92,581,15,329746,0,2,2
Hanoi Tower Tap Tap,Puzzle,3.9,10000,0,51,32,6,7707,0,1,9
The Game of Life,Puzzle,2.6,10000,0,50,21,3,6137,0,0,8
???????,Puzzle,3.5,50000,0,92,215,15,103788,0,2,5
100 Doors 2013 GUIDE,Puzzle,4,5000000,0,51,87,6,45004,0,3,4
B?t Ch? - Duoi Hinh Bat Chu,Puzzle,4.3,1000000,0,92,163,9,102035,0,1,5
LINE HIDDEN CATCH,Puzzle,4.1,5000000,0,51,1732,18,263844,1,3,2
Enigmatim,Puzzle,4.3,10000,0,51,2,3,2672,1,0,1
Alch Genetics Helper,Puzzle,3.4,10000,0,51,27,3663,6236,0,0,4
CrossMe Color,Puzzle,4.3,100000,0,51,139,6,75625,0,2,5
