AppName,Genre,UserRating,LowerDownloads,isJavaAnalyze,AndroRisk,Jlint,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount
Rapid Math Tricks & Tips,Education,4.3,50000,0,51,112,9,26879,0,6,4
HomeWork,Education,4.4,1000000,0,92,192,9,83232,2,1,7
Kids Learn Number 123 Fun Free,Education,4.1,10000,0,92,187,6,89464,0,3,6
QCat-Toddler Game:Animal(Free),Education,4.2,50000,0,92,481,16,172295,0,7,4
[??]??????,Education,3.8,10000,0,51,219,6,70184,1,1,24
"Kids Rhymes, kids poem - Vol 2",Education,4.1,50000,0,50,183,15,62120,7,1,4
Quadratic Equation Solver,Education,3.8,10000,0,92,85,6,41529,0,1,13
[??]????-??? ?? ????,Education,4,10000,0,92,0,6,1707,3,0,3
[??]????-???? 1?,Education,4.3,10000,0,50,0,6,1707,1,0,5
[??]??? ????2,Education,4.3,10000,0,92,50,6,18841,0,8,5
PopPopping Korean,Education,4.5,10000,0,92,0,6,2992,2,0,4
[??]??? ????,Education,4.6,50000,0,92,50,6,18841,0,8,2
[??]????-???? ????,Education,4.1,100000,0,92,0,6,1707,3,0,10
"jrc?????, jrc?? ???? ???????",Education,4.1,10000,0,51,0,3,911,1,0,5
JA Sensei - Learn Japanese,Education,4.6,500000,0,51,324,9,121167,0,2,4
Root android : Rootland,Education,3.7,500000,0,92,367,6,282771,0,2,7
General Knowledge (32000+Faqs),Education,4.3,100000,0,100,848,23,477697,2,2,6
Kids numbers and math games,Education,4.2,10000,0,92,891,9,436988,0,6,1
?°sla a matematika pre deti,Education,3.8,10000,0,0,27,6,7829,0,1,4
Clan en RTVE.es,Education,4.2,1000000,0,92,619,9,348884,1,2,6
PlayKids - Videos and Games!,Education,3.9,1000000,0,51,1441,9,558574,3,4,5
Dr. Panda's Veggie Garden-Free,Education,4,1000000,0,51,85,6,16211,0,3,4
Kids games: learning numbers,Education,3.7,1000000,0,92,1180,15,466953,0,8,11
Peter Pan,Education,4,100000,0,51,65,3357,26551,2,1,20
Monster Games for Kids: Puzzle,Education,3.7,10000,0,0,371,12,116422,0,10,3
Jigsaw Puzzle Maker for Kids,Education,4.2,10000,0,0,348,12,114239,0,9,1
Kids Christmas Games: Puzzles,Education,3.9,10000,0,0,371,12,116422,0,10,5
Car Games for Kids: Puzzles,Education,3.7,100000,0,0,371,12,116422,0,10,21
Train Games for Kids: Puzzles,Education,3.9,100000,0,0,371,12,116422,0,10,9
Angli?tina PREMIUM,Education,4,10000,0,51,42,3,13661,0,0,1
InglÇs PREMIUM,Education,3.7,10000,0,51,42,3,13661,0,0,7
Learn Quran,Education,4.6,10000,0,51,774,15,332924,0,3,3
Free Grade 3 4 5 6 7 8 9 math,Education,3.5,10000,0,51,447,15,148348,0,6,5
Arduino Bluetooth  Controller,Education,4,10000,0,51,135,9,60608,1,1,26
Indywidualna nauka s?¢wek ang.,Education,3.7,10000,0,92,383,12,136159,3,1,12
Kids Origami,Education,3.7,10000,0,100,106,6,44401,3,1,10
Abc123 Writer for kids,Education,3.9,10000,0,92,82,6,27246,0,2,8
???? ?????? ?????? ??????????!,Education,3.9,10000,0,92,468,12,328717,3,2,17
Kids Policeman Free,Education,3.6,50000,0,0,51,9,13540,0,5,13
Dil ve Anlat?m Dersi 9.S?n?f,Education,3.8,10000,0,92,166,6,90350,0,3,2
Free Grade 9 Math English 9th,Education,3.7,10000,0,51,447,15,148403,0,6,7
Learning Kids - Animals Lite,Education,3.7,10000,0,51,105,3384,54261,0,3,7
LYS PRAT?K EDEB?YAT B?LG?LER?,Education,4.1,50000,0,92,610,6,377229,0,3,9
English Picture Dictionary 9,Education,4.4,10000,0,92,259,6,180915,1,2,5
Islam - Salafi Manhaj - Dawah,Education,4.6,10000,0,51,34,6,9151,1,1,12
KÅltÅr Digital,Education,3.2,10000,0,50,353,15,127469,1,6,1
Biology,Education,4,10000,0,0,45,6,36522,0,2,1
Number Play FREE,Education,4.4,10000,0,92,623,6,218372,0,6,4
Cinderella 3D Pop-up Book Lite,Education,3.9,50000,0,0,66,6,8331,0,7,5
Abeceda pro d?ti [PMQ],Education,4.2,50000,0,0,70,9,32531,0,3,7
????--?????????,Education,4.3,50000,0,51,676,16649,265908,5,1,20
Zahlen lernen fÅr Kinder,Education,3.3,10000,0,0,27,9,7911,0,1,2
Times Tables Math Bubbles,Education,3.8,10000,0,51,133,9,33989,2,5,12
Speed Reading Trainer,Education,4.2,100000,0,92,507,16,174231,0,6,4
Belajar Berhitung,Education,4,10000,0,51,1276,15,291712,0,10,18
Kids Vehicle sounds & pictures,Education,4.1,50000,0,92,545,9,304297,0,6,8
Marbel Kisah Sahabat Nabi,Education,4.5,10000,0,92,341,9,137059,0,2,3
Human Japanese Lite,Education,4.7,100000,0,51,42,3,5694,0,0,15
Kids Learn Play Draw - Full,Education,4.1,10000,0,92,299,9,136367,4,3,9
Talking Times Tables Trainer,Education,3.6,10000,0,0,76,6,31476,0,2,3
Kids Difference Game: Animals,Education,3.3,50000,0,0,19,3,6088,0,1,2
Kids Difference Game: Pirates,Education,3.3,50000,0,0,19,3,5927,0,1,11
???? ?? ????,Education,4,100000,0,51,59,18,14734,5,1,5
Abeceda pre deti  [PMQ],Education,4.1,10000,0,0,70,9,32567,0,3,5
?????,Education,4.1,10000,0,95,459,12,330864,6,1,19
Multiplication Table.,Education,4,50000,0,51,109,3,26421,0,1,3
Seabook,Education,4.5,10000,0,51,91,6,21497,1,2,3
Kids & Toddler Puzzle: Animals,Education,3.8,100000,0,92,362,15,106237,0,8,3
Bo's Jigsaw Puzzles,Education,3.7,10000,0,92,260,12,64937,0,9,12
Jungle Puzzle - fun for kids,Education,3.7,50000,0,92,260,12,65907,0,9,2
Baby First Book - ABC and 123,Education,4.5,10000,0,51,320,12,95600,0,7,1
????????? ????????????,Education,3.9,50000,0,92,297,15,127356,0,4,2
BrainPOP Jr. Movie of the Week,Education,3.9,100000,0,51,349,106,76584,0,6,17
Kurdish Radio Kurdish Radios,Education,4.2,10000,0,51,54,3,13009,0,2,3
Ejercicios de Primaria,Education,3.4,10000,0,92,782,12,145776,0,1,4
Code de la Route 2014,Education,3.5,10000,0,50,451,15,180135,0,3,9
Doodle Kids,Education,3.9,100000,0,0,0,3,527,0,0,6
Geometry 7-9. Cheat sheet.,Education,4.1,10000,0,92,155,9,89973,0,3,2
Cara Shalat Sesuai Sunnah Nabi,Education,4.5,10000,0,50,1255,6,33448,4,2,3
??? ???? - ?? ?? ???,Education,4.3,10000,0,100,232,12,71911,3,2,18
Free Grade 4 Math English 4th,Education,4.1,10000,0,51,447,15,148403,0,6,2
Free Grade 5 Math English 5th,Education,3.6,10000,0,51,447,15,148403,0,6,3
Free Grade 7 Math English 7th,Education,3.7,10000,0,51,447,15,148403,0,6,4
Free Grade 6 Math English 6th,Education,3.8,10000,0,51,447,15,148403,0,6,4
Text A Tutor - Live Math Help,Education,4.7,10000,0,51,1592,15,429999,1,5,3
Kids Preschool Learning Games,Education,3.8,100000,0,92,483,9,368533,1,2,1
ASVAB Test,Education,4.5,50000,0,92,997,22,518264,1,4,10
ASVAB Practice Test Free,Education,4.4,10000,0,92,588,6,339146,0,3,4
English - Azerbaijani,Education,4.2,50000,0,92,696,9,326807,0,4,7
?????????? ???????? ???????,Education,4.2,10000,0,0,149,6,78845,0,4,2
English - Thai flashcards,Education,4.3,50000,0,92,696,9,326807,0,4,2
LearnEnglish Grammar (US ed.),Education,4,10000,0,51,247,15,91552,1,5,3
Learn Spanish English for Kids,Education,4.1,100000,0,92,470,12,165314,0,6,4
YBM M ?????,Education,2.7,10000,0,51,91,15,22295,3,0,8
ABC & Buchstaben lernen [PMQ],Education,3.5,10000,0,0,70,9,32567,0,3,9
???? ?? ???,Education,4,100000,0,51,76,15,42011,4,1,36
Learn English Kids Languages,Education,3.9,100000,0,92,451,12,155699,1,6,3
Odia Dictionary,Education,4.2,10000,0,51,47,6,26732,2,2,14
insider,Education,4.2,500000,0,51,287,9,114320,1,1,4
"??! ??? ???? 6,000 LITE",Education,4.1,100000,0,51,20,30,13109,2,0,5
Selawat&Nasyid Maulid:???????,Education,4.5,100000,0,92,557,9,216421,0,4,2
Jom Jawi,Education,4.5,100000,0,92,0,3,1487,1,0,4
Traveler Talking Dictionary,Education,3.9,100000,0,51,137,6,57785,2,2,5
Edexcel Past Papers,Education,3.6,10000,0,51,320,15,112182,0,6,1
My Class Schedule: Timetable,Education,4.2,500000,0,92,432,15,146679,0,2,2
RÇgi H†zi†llatok - Okos Baba,Education,4.1,10000,0,0,11,3,6206,0,2,5
Math Pack Flash Cards,Education,4.3,100000,0,92,178,12,96890,0,3,3
NCLEX-RN Exam Prep,Education,4.3,10000,0,51,90,6,21276,1,2,3
Physics Notes 2,Education,4.2,10000,0,51,203,6,75073,0,1,14
Aasaan Namaz,Education,4.5,10000,0,92,87,53496,28724,2,1,5
I Know My Animals - Free,Education,4.5,10000,0,51,387,9,123186,0,3,9
Solar System 3D,Education,4.4,100000,0,50,99,6,21116,2,3,3
?????????????? (??????????),Education,4.1,10000,0,100,1600,24,709841,0,6,2
"Alphabet, numbers and colors F",Education,4,100000,0,51,269,12,74654,0,2,1
GK hindi general knowledge,Education,4.2,10000,0,51,135,6,46913,1,0,1
Preschool Rhymes Reading Games,Education,4.1,50000,0,0,156,9,89542,0,5,1
Belajar dan Bermain,Education,4,50000,0,51,1287,15,293398,0,8,14
NaN Math Geometry Solver,Education,4.2,50000,0,92,466,27,87070,1,1,9
??????? ?????,Education,4.7,10000,0,92,226,6,235656,0,3,12
PREMIUM ?ngilizce,Education,3.7,10000,0,51,42,3,13661,0,0,4
Shapes for kids flashcards,Education,3,10000,0,51,159,9,62861,0,3,6
Marbel Pantun,Education,4.3,10000,0,100,416,3,166763,0,4,19
19 Selawat Pilihan,Education,4.6,100000,0,50,127,12,46735,2,3,3
Marbel Belajar Bentuk,Education,4.3,100000,0,92,708,9,241204,0,5,10
Learn Playing,Education,4.1,100000,0,50,213,6,123725,0,8,6
EasyEnglish ( ?????????????? ),Education,4.2,100000,0,51,112,6,43713,0,1,8
Talk!Korean Words(translate),Education,4.2,50000,0,92,621,9,243638,0,5,3
KPSS TÅrkáe,Education,3,10000,0,51,380,9,155243,1,4,14
RÇsultat Bac 2013,Education,4.1,10000,0,50,161,6,119208,1,1,19
?????,Education,3.6,10000,0,50,48,9,36044,4,0,4
???????,Education,2.9,10000,0,51,23,6,9318,3,0,2
???????,Education,3.9,10000,0,51,6,6,2249,1,0,6
"??? ????-?????,????, ????,??",Education,4,10000,0,51,1960,15,416713,0,11,16
Notas de Corte 2014,Education,4.1,10000,0,51,133,9,54256,0,4,5
KPSS Co?rafya Konu Anlat?m,Education,4.2,10000,0,92,235,6,92659,0,4,2
Informator dla Maturzyst¢w '13,Education,4.6,10000,0,51,142,9,99701,0,2,12
????? ????,Education,3.8,10000,0,51,8,3,2513,0,0,18
KPSS Tarih Anlat?m,Education,3.8,10000,0,51,123,3,27926,0,5,15
KPSS Anayasa Konu Anlat?m,Education,3.6,10000,0,51,124,3,28585,0,4,7
???????,Education,4.3,10000,0,50,56,6,32485,1,2,6
????‡ ?‡?Ó???????,Education,4.3,10000,0,0,54,6,31470,0,2,2
Statistics Tutor,Education,4,10000,0,51,58,6,16368,0,1,1
UFF Mobile,Education,4.4,10000,0,51,425,12,170910,2,1,1
????? ??????,Education,4.5,10000,0,51,453,12,166227,2,1,1
KPSS Matematik,Education,3.6,10000,0,51,380,9,155291,1,4,1
??????,Education,3,10000,0,51,24,3,6498,1,0,1
PUCRS,Education,4.5,10000,0,51,199,9,169075,5,2,1
?????,Education,4,10000,0,50,85,3,26908,1,0,1
UdeCMovil,Education,3.9,10000,0,51,732,26,312942,1,2,1
?????? ??????,Education,3.5,50000,0,50,39,6,21398,1,2,1
University of Valencia,Education,4.1,10000,0,51,256,9,122233,6,1,1
Anhanguera,Education,3,10000,0,51,703,15,229542,8,0,1
?? ??? ?? ??! - ????,Education,3.9,10000,0,52,494,18,208901,11,3,1
Academic Writing in English,Education,4.1,10000,0,0,43,6,12149,0,8,1
Areas? -solve figures problems,Education,4.1,10000,0,92,306,15,129415,0,4,1
????? ??? ??????,Education,3.5,50000,0,50,283,12,103357,3,3,1
GATE Exam Prep,Education,3.8,50000,0,51,850,21,44605,2,3,1
glSDR,Education,3.9,50000,0,51,1065,16,375956,0,0,1
?????2.2,Education,4.1,10000,0,51,586,18,137331,11,0,1
KPSS Co?rafya Ders Notlar?,Education,4,10000,0,51,124,3,28585,0,4,11
KPSS Tarih Soru Bankas?,Education,3.8,10000,0,92,427,6,280538,0,3,1
KPSS Co?rafya ÄîzÅmlÅ Sorular,Education,4.4,10000,0,92,427,6,280551,0,3,5
Computer Networking,Education,4,50000,0,0,51,6,26747,0,2,7
KPSS TöM DERSLER 2014 KARTLARI,Education,4,50000,0,0,86,6,48672,0,4,5
L?ch s? Vi?t Nam,Education,4.6,50000,0,50,1153,9,201115,2,4,4
??????? ??? ????...,Education,3.8,100000,0,50,31,3676,9023,0,0,2
GMAT Maths Preview,Education,3.5,10000,0,51,0,3,237,0,0,3
Kanji Sensei,Education,3.8,10000,0,0,45,6,27518,0,2,4
ABC 123 English,Education,4.1,10000,0,50,140,6,53567,0,3,4
???????????0???????????????,Education,3.9,100000,0,51,178,12,50216,2,3,6
Kids Animal Train: First Words,Education,3.8,500000,0,0,362,12,114054,0,10,13
My First Kids Puzzles: Numbers,Education,4,50000,0,0,24,3,6405,0,1,6
Physics Notes,Education,4.1,10000,0,51,111,6,44325,0,1,4
????? 3800? 1??,Education,3.9,10000,0,51,59,6,35889,1,2,3
ichooword ??? ?? ??,Education,4.4,10000,0,51,226,9,66249,1,7,6
SpellingCity,Education,3.9,100000,0,92,157,9,53318,0,5,5
Policia Nacional E.Basica TMI,Education,4.3,10000,0,0,269,15,107457,0,2,12
Ant&Grasshopper:3D Story Book,Education,4.4,100000,0,92,158,9,49704,0,6,3
Let's Rock by BabyBus,Education,4.1,100000,0,100,891,9,274809,3,5,9
[??]????????,Education,3.9,100000,0,51,177,6,65431,1,1,2
???(stoongs) ???? - I can talk,Education,4.4,50000,0,51,26,3,2525,1,1,12
Cursive Converter,Education,3.8,100000,0,51,65,9,16610,0,1,4
Kenny HD - Leren voor kleuters,Education,3.9,10000,0,92,59,6,21596,0,8,2
Sight Words 2 with Word Bingo,Education,3.8,10000,0,51,273,6,77578,0,4,33
WipeIt Free,Education,4.2,50000,0,92,167,6,43178,0,7,5
Duolingo: Learn Languages Free,Education,4.6,10000000,0,51,1379,12,526438,1,5,4
Night and Day - BabyBus,Education,3.8,50000,0,95,1174,15,360079,2,4,8
JomSolat,Education,4.6,100000,0,51,31,6,8326,1,1,2
US daily english,Education,4.3,100000,0,50,318,12,115831,4,2,5
?? ????,Education,4.1,500000,0,51,113,15,36621,0,2,12
Marbel Learns Quran,Education,4.3,500000,0,92,408,6,153327,0,2,2
????? - TOEIC ?????? ???? ????,Education,4.4,500000,0,51,316,21,116132,5,3,2
Chinese HSK Level 1 lite,Education,4.2,50000,0,92,615,18,342492,0,4,4
BARNACLE LOU MOVIE,Education,4.2,50000,0,51,135,9,51832,2,2,4
99 names of Allah with sound,Education,4.6,10000,0,92,432,6,191869,0,3,2
Spell The Pics,Education,4.4,10000,0,92,416,9,144274,0,2,4
Turkish English Dictionary,Education,4,100000,0,92,212,9,213681,4,2,8
Raz-Kids,Education,4.1,100000,0,51,289,9,112131,0,3,10
Rhythm Party: Kids Music Game,Education,3.9,100000,0,51,586,12,171228,1,4,6
????-????????????????,Education,4.3,50000,0,50,1554,39,494539,5,7,6
Chemical Calculator,Education,4,10000,0,92,211,6,219297,1,3,3
Math Tricks,Education,4.3,100000,0,92,399,9,275029,0,2,8
Learn 50 languages,Education,4.5,1000000,0,100,690,12,394998,2,4,3
EMT Tutor Lite - EMS Scenarios,Education,4.2,10000,0,51,261,9,116936,0,2,2
???????? - ?????(TOEIC??/??),Education,4,100000,0,92,462,6,327714,1,2,6
Hoc Tieng Anh Cho Nguoi Viet,Education,4.5,100000,0,92,524,12,300458,1,7,4
Root android : Rootland,Education,3.8,500000,0,92,367,6,282771,0,2,4
2014???????????,Education,4.6,50000,0,92,492,12,288844,0,5,3
2014???????????,Education,4.4,50000,0,92,492,12,288653,0,5,2
Kids numbers and math games,Education,4.3,10000,0,92,891,9,436981,0,6,2
PlayKids - Videos and Games!,Education,3.9,1000000,0,51,1441,9,558574,3,4,4
Kids games: learning numbers,Education,3.7,1000000,0,92,1180,15,466953,0,8,4
Learn Quran,Education,4.5,10000,0,51,1696,21,562867,0,3,5
Indywidualna nauka s?¢wek ang.,Education,3.7,10000,0,92,388,12,136344,3,1,17
Kids Learn Play Draw - Free,Education,4.1,10000,0,92,299,9,136367,4,3,7
ASVAB Test,Education,4.5,50000,0,92,1000,22,518276,1,4,6
Solat Sunat Ku,Education,4.5,100000,0,92,1148,12,539205,0,6,5
Selawat & Nasyid Maulid,Education,4.5,100000,0,92,992,9,498083,0,5,5
Cara Mandi Wajib Yang Lengkap,Education,4.4,100000,0,51,1264,24,573965,0,9,12
"??! ??? ???? 6,000 LITE",Education,4.1,100000,0,51,110,33,57021,1,1,2
Learn Playing,Education,4.1,100000,0,50,171,9,110582,0,7,8
glSDR,Education,3.9,50000,0,51,1065,16,375956,0,0,10
KPSS GÅncel Bilgiler 2013,Education,4.1,100000,0,51,124,3,28585,0,4,4
Learn English Easy,Education,4,100000,0,92,1591,24,699131,0,8,7
Organic Molecules 3 FREE,Education,4,10000,0,51,515,6,64982,1,1,4
Nursery Rhymes songs,Education,4.1,10000,0,92,444,9,197570,0,2,15
Mechanical Animations,Education,3.9,10000,0,92,147,12,73189,1,1,9
Animals for Kids,Education,3.7,500000,0,51,24,5114,12966,1,2,1
??-?????,Education,4.1,100000,0,51,764,18,268113,8,3,7
NCLEX Mastery LITE,Education,4.2,50000,0,50,342,6,116979,0,2,1
?????? ?? ???????? (??? ?????),Education,4.2,100000,0,92,82,6,41262,0,3,10
GK Current Affairs News-Oct 13,Education,4.2,10000,0,51,96,9,29484,0,2,3
Sep 13: GK Current Affair News,Education,4.3,10000,0,51,96,9,29486,0,2,5
???? ?? ?? ???? ????? - ?????,Education,4.7,50000,0,51,225,9,99171,3,2,1
Times Tables with MATHS RINGS,Education,3.8,10000,0,51,133,9,33989,2,5,5
Duolingo: Learn Languages Free,Education,4.6,10000000,0,51,1379,12,526438,1,5,10
Bud's Rhyming Words - Lite,Education,4.1,50000,0,92,212,9,74234,0,7,7
???????,Education,3.5,10000,0,50,567,9,162977,5,1,2
English Nursery Rhymes Free,Education,3.9,100000,0,92,51,6,19930,0,9,6
Complete Quran,Education,4.4,10000,0,92,334,9,98711,0,1,6
PMP Certification Exam prep,Education,3.9,10000,0,51,90,6,21276,1,2,1
Kuran-? Kerim Kelime Ezberleme,Education,4.6,10000,0,51,80,6,46400,0,3,1
Learn Fruits Cards,Education,4.5,10000,0,92,157,6,74473,0,6,13
How To Draw airplane,Education,4,10000,0,51,190,9,70591,0,3,1
Thai - Esaan Dictionary,Education,3.6,10000,0,51,0,3,343,0,0,4
Islam Mega App All in 1 Place,Education,4.5,10000,0,51,0,6,543,0,0,3
Graph 89 Free,Education,4.4,100000,0,0,96,3,20396,1,0,8
N?meck† slov°?ka [PMQ],Education,4,10000,0,0,81,9,22549,0,4,2
Datasheet (Alldatasheet.com),Education,3.4,10000,0,0,0,6,182,0,0,18
SNU LEI ? Hangeul,Education,4.3,10000,0,0,90,6,47874,1,3,11
?????,Education,4.3,50000,0,100,645,15,255009,0,2,1
Atasîzleri SîzlÅ?Å,Education,4.1,10000,0,51,0,6,2159,2,0,10
Aîf Notmatik - Aá?kî?retim,Education,4,50000,0,51,112,6,46706,1,1,2
iBT TOEFL ???? 888 ??? ???,Education,4.6,10000,0,51,73,3,17030,0,1,1
Animal Sounds Cards,Education,4.5,10000,0,92,157,6,75079,0,6,3
Expressions and Equations,Education,3.3,50000,0,51,122,12,22116,0,0,6
Speech Trainer,Education,4.1,10000,0,0,12,3,2638,0,1,3
Constellations,Education,3.9,10000,0,92,268,9,112531,0,6,1
JW Song Book,Education,4.6,100000,0,51,90,6,50930,0,2,9
English Literature,Education,4,10000,0,51,42,3,10391,0,1,6
InglÇs cotidiano,Education,3.7,10000,0,51,42,3,13661,0,0,7
?????????? ???????,Education,3.8,10000,0,51,42,3,13661,0,0,3
Inglàs do cotidiano,Education,3.6,10000,0,51,42,3,13661,0,0,9
Mango Languages for Libraries,Education,4.2,50000,0,51,109,9,70018,0,2,7
Regional Adult Ed - GED?,Education,4.6,50000,0,0,18,6,14318,0,1,3
Enigma NDS,Education,2.6,10000,0,0,34,9,4355,0,0,17
StudyMode.com,Education,3.8,50000,0,51,0,6,838,0,0,1
Photoshop Tutorials Plus Free,Education,3.9,100000,0,51,32,3,7292,0,1,1
EarTrainer for English,Education,3.6,10000,0,51,232,18,72757,0,2,3
ADI Theory Test,Education,4.4,10000,0,0,99,6,59936,0,4,10
Second Grade Kids Math Lite,Education,3.9,10000,0,0,54,3,12582,0,1,14
First Grade Kids Math Lite,Education,4.2,50000,0,0,38,3,9839,0,1,7
???? - ????? (Sammy????),Education,4.6,100000,0,92,145,6,65545,2,3,6
Read Me Stories: Learn to Read,Education,4.3,100000,0,51,312,9,89241,1,4,9
??? - ?? ???? ?? ??? ?? ??,Education,4.5,1000000,0,92,914,18,263690,2,2,3
LSU Mobile,Education,4.1,10000,0,50,354,9,152694,4,3,3
Duolingo: Learn Languages Free,Education,4.6,10000000,0,51,1376,9,529561,1,5,9
Statistics Calculator,Education,3.9,50000,0,51,240,24,110887,0,4,5
Diaryium,Education,3.8,10000,0,50,171,373,100975,1,3,3
French conjugations,Education,4,100000,0,0,100,9,39381,0,8,4
English Arabic Dictionary,Education,4.2,100000,0,92,117,12,85581,3,1,6
TOEFL Incorrect Word,Education,4.1,10000,0,92,608,18,386387,1,1,10
?????? - PVM free,Education,4.5,10000,0,51,10,6,10120,1,1,11
Mecenat,Education,3.5,100000,0,50,76,9,35419,2,1,18
KPSS Soru Canavar?,Education,3.9,100000,0,92,621,6,345849,0,1,12
MyEar - Ear Training,Education,4.3,50000,0,92,332,9,156684,0,3,36
?????? ????????? ???????,Education,4.2,100000,0,92,568,12,411286,1,2,11
"Math: Counting 1,2,3 (Free)",Education,4.3,10000,0,92,540,6,368738,1,4,7
"Vehicle sounds,pictures 4 kids",Education,4,50000,0,92,545,9,304297,0,6,3
TED,Education,4.5,5000000,0,51,642,12,246216,0,1,3
Mi Lucero Juega y Educa,Education,3.7,50000,0,51,1287,12,302137,0,9,23
Science Game,Education,3.9,10000,0,51,575,6,237405,0,4,2
Kids ABC 123 Guru. Free,Education,4.1,10000,0,92,299,9,136367,4,3,15
Ojas - Android App,Education,4.4,10000,0,92,211,6,206721,3,1,9
Text A Tutor: Math Tutoring,Education,4.7,10000,0,51,1592,15,429999,1,5,13
RÇgi H†zi†llatok - Okos Baba,Education,4.1,10000,0,0,11,3,6206,0,2,3
?????????????? (??????????),Education,4.1,10000,0,100,1303,33,590526,0,6,2
Kannada Vachanagalu,Education,4.4,10000,0,51,180,6,178168,0,3,4
Anhanguera,Education,3.1,50000,0,51,704,15,230960,8,0,6
Loss of the night,Education,4.2,10000,0,51,273,17,109323,0,0,2
ABC 123 English,Education,3.9,10000,0,100,577,6,381881,1,2,1
???????????0???????????????,Education,3.9,100000,0,51,182,15,51586,2,3,13
Preschool Learning Games Train,Education,3.8,500000,0,0,362,12,114054,0,10,14
Organic Molecules 3 FREE,Education,3.9,10000,0,51,517,6,65018,1,1,6
Ylib Dictionary,Education,4.1,100000,0,51,157,9,44157,2,3,17
SHOWPIC ??? ?? ??? LITE,Education,4.5,10000,0,51,7,6,10932,7,1,7
????????(???),Education,4.2,10000,0,51,142,9,40872,2,3,2
Mechanical Animations,Education,3.9,10000,0,92,136,12,70330,1,1,1
MUTLU EVL?L?K ?Ä?N ôNER?LER,Education,4.3,10000,0,51,208,6,82096,0,3,5
Kuran-? Kerim Kelime Ezberleme,Education,4.5,10000,0,51,80,6,46503,0,3,8
?????,Education,3.7,10000,0,51,250,12,122240,2,1,19
Fronter,Education,1.5,50000,0,51,643,15,300707,0,6,5
SNU LEI ? Hangeul,Education,4.3,10000,0,0,90,6,47917,1,3,1
?????,Education,4.3,50000,0,100,645,15,255893,0,2,10
Amazing Animal Facts,Education,3.9,10000,0,92,138,9,63937,0,1,15
Pembagian Warisan (Faraidh),Education,4.3,10000,0,0,65,9,35375,0,3,14
????????? ??????? Wi-Fi,Education,3.9,10000,0,92,50,6,18841,0,9,1
WrtsMobile,Education,3.1,100000,0,51,25,5098,6261,0,0,3
Wieloj?zyczny s?ownik polski,Education,4.4,100000,0,0,99,6,60780,0,4,1
"??? VOD 9? (?? 2, 43~45?)",Education,4.1,100000,0,92,490,12,311201,1,4,5
"??? VOD 4? (?? 1, 40~43?)",Education,4.4,100000,0,92,484,9,311476,1,5,6
Colorized!,Education,3.9,10000,0,0,55,6,12410,0,0,6
Asma Ul Husna Allah's 99 Names,Education,4.7,10000,0,92,799,12,441637,0,4,7
Math Tricks,Education,4.3,500000,0,92,399,9,275209,0,2,4
VLC for Android Nightly,Education,4.3,50000,0,51,240,12,121513,1,2,4
iStoryBooks,Education,4.3,1000000,0,51,34,6,9633,0,0,3
Qamos ????? ??????? ????,Education,4.1,1000000,0,0,53,6,30018,0,2,2
Photoshop Tutorials Plus Free,Education,3.9,100000,0,51,158,6,74931,0,2,11
??????? ??? ??????,Education,4.1,10000,0,51,72,3381,23662,1,1,16
Hisn AL Muslim ??? ??????,Education,4.7,500000,0,0,46,6,19161,0,8,10
The Three Little Pigs,Education,4.5,10000,0,92,61,6,22404,0,8,2
Korean English Dictionary,Education,4.3,500000,0,92,381,15,157814,0,2,2
Reading FlashCards,Education,4.2,10000,0,0,0,3,581,0,0,7
Andie Graph,Education,4.2,500000,0,0,3,6,3024,0,0,12
?????,Education,4,10000,0,50,0,3,1487,1,0,7
ASVAB Test Prep,Education,4.2,10000,0,51,134,12,59891,0,1,2
??? ??? ???! ???? (?1???),Education,4,10000,0,51,4,6,4719,1,1,10
??????????1 ComSta,Education,4.4,10000,0,51,8,3,3158,0,0,3
Tiny Math Game,Education,4.2,50000,0,51,257,9,82343,0,2,10
Tests de Conducir DGT (Coche),Education,3.9,100000,0,92,254,6,88401,1,2,8
1?????360????,Education,3.6,100000,0,51,53,13762,20292,0,1,10
Basic English,Education,4.2,10000,0,0,0,3,486,0,0,12
Mathematics,Education,4.2,1000000,0,0,305,79022,98493,0,4,1
Magoosh Calculus Lessons,Education,4,10000,0,51,460,6,202315,0,3,2
BenchPrep-GRE GMAT LSAT MCAT,Education,2.9,10000,0,51,1215,12,471391,2,1,13
Magoosh SAT Prep,Education,3.9,10000,0,51,460,6,202999,0,3,2
SAT Vocabulary Flashcards,Education,4.1,10000,0,51,134,6,33589,0,1,9
Magoosh GMAT Prep,Education,4.1,50000,0,51,443,6,192779,0,3,19
Magoosh GRE Prep,Education,4.2,50000,0,51,460,6,202318,0,3,23
Bookshelf,Education,3.2,100000,0,51,470,9,148869,0,3,2
GRE Flashcards,Education,4.4,100000,0,51,134,6,33589,0,1,5
[hanja game] HanTouch,Education,4.4,10000,0,92,631,9,416384,2,2,19
Cocomong Hidden catch,Education,3.8,10000,0,92,584,9,415045,3,2,14
[Barnacle LOU] Joy World,Education,4.2,10000,0,92,208,9,118660,2,2,9
Barnacle LOU Sketch Book,Education,4.1,50000,0,92,627,9,416568,2,2,11
BARNACLE LOU MOVIE,Education,4.2,50000,0,92,598,9,408397,2,2,5
