Group,Genre,UserRating,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount
1,Transportation,2.8,1000,50,269,9,40532,469,189,59,1,1,4,2
1,Puzzle,2.8,1000,92,348,9,53501,460,109,49,,1,4,2
1,Media & Video,2.9,5000,92,2833,9,338045,5522,3988,801,2,2,2,2
1,Music & Audio,2.8,5000,50,202,6,22969,265,87,31,2,,2,9
1,Books & Reference,1,1000,51,6,3,131,1,0,0,,,2,4
1,Travel & Local,1.9,5000,51,13,6,350,7,4,2,,,2,8
1,Entertainment,2.8,5000,0,8,3,205,1,0,0,,,2,2
1,Tools,2.1,1000,51,7,3,534,2,0,0,,,2,9
1,Tools,2.9,1000,0,7,3,231,1,0,0,,,3,2
1,Productivity,2.9,5000,0,6,3,129,1651,526,225,,,2,4
1,Entertainment,1.8,10000,51,6,3,161,1,0,0,,,2,4
1,News & Magazines,2.9,10000,0,1,3,48,1,0,0,,,2,3
1,Travel & Local,2.9,1000,50,589,9,66312,977,423,179,1,4,2,4
1,Communication,2.8,10000,92,1573,9,177110,2370,1050,230,,1,2,10
1,Entertainment,2.9,50000,51,962,3393,85687,1383,682,195,,1,5,2
1,Social,2.8,1000,51,29,3,3224,63,12,6,,,4,4
1,Puzzle,2.8,1000,0,38,6,3155,8,4,1,,1,2,10
1,Health & Fitness,2.7,1000,0,64,3,8907,110,21,10,,10,2,3
1,Card,2.4,1000,51,630,9,63993,799,289,119,,5,2,8
1,Education,2.8,5000,92,1996,18,267936,4313,3005,500,,6,2,10
1,Education,2.9,10000,51,86,6,9318,159,96,31,3,,2,3
1,News & Magazines,2.9,100000,51,34,3,3371,72,25,10,,,2,18
1,Lifestyle,2.8,1000000,50,245,6,13027,263,111,36,8,,5,5
1,Tools,2.2,10000,51,6,3,132,1,0,0,1,,2,2
1,Communication,2.9,1000,51,1311,15,285921,3746,1759,412,2,11,2,14
1,Puzzle,1.7,1000,51,65,3666,8216,76,0,0,,1,2,3
1,Health & Fitness,1.2,1000,51,952,6,86036,1058,261,97,1,1,2,1
1,Health & Fitness,2.8,5000,50,201,77,20157,285,125,34,,1,2,1
1,Finance,2.7,1000,51,72,6,10867,123,43,15,,,2,1
1,Entertainment,2.3,1000,92,627,9,82588,848,322,132,,2,2,14
1,News & Magazines,2.9,100000,100,3594,15,471319,9048,6327,1012,5,3,,6
1,Puzzle,2.8,1000,50,12,3,1487,1,0,0,,,,4
1,Tools,2.5,10000,51,2325,12,159056,2226,669,222,,1,,2
1,Simulation,2.8,50000,92,596,6,78411,716,303,122,,3,,
1,Tools,1.4,10000,50,1031,16,126253,1563,520,179,5,4,,
1,Transportation,2.9,5000000,51,2441,18,270957,4408,1919,546,5,3,,
1,Lifestyle,2.5,5000,92,675,14,101838,813,278,111,,1,,
1,Tools,2.9,1000,92,1424,9,201910,3603,2605,415,1,1,,
1,Entertainment,2.7,1000,100,1160,6,92659,1607,669,150,,2,,
1,Transportation,2.7,5000,50,2415,15,294950,4970,3194,703,,1,,
1,Health & Fitness,2.4,10000,0,322,6,29293,435,216,90,,2,,
1,Medical,2.9,1000,51,166,3,31849,182,33,14,,5,,
1,Tools,2.2,10000,51,50,3676,5208,53,0,0,2,,,
1,Entertainment,2.8,1000,51,1214,9,118706,1730,663,252,,1,,
1,Casual,2.6,1000,51,234,12,25740,344,67,28,,2,,
1,Lifestyle,2.6,10000,51,247,6,32422,384,95,43,1,4,,
1,Communication,2.8,1000,51,459,6,42154,566,308,102,4,,,
1,Business,2.3,1000,50,52,6,4692,96,45,16,1,,,
1,Business,2.8,1000,51,309,6,22531,291,46,20,,4,,
1,Puzzle,2.8,10000,0,33,3,2884,81,10,4,,,,
1,Productivity,2.7,5000,0,22,3,1662,7,0,0,2,1,,
1,Travel & Local,2.2,5000,51,83,6,12419,70,18,7,,2,,
1,Communication,2.3,1000,51,74,3,6253,46,9,4,1,,,
1,Health & Fitness,1,1000,0,7,3,157,67,5,1,,,,
1,Communication,2,1000,51,77,3663,7599,84,18,5,,,,
1,Finance,2.9,1000,51,76,12,7849,115,34,15,,,,
1,Entertainment,2.8,5000,0,9,3,311,6,0,0,,1,,
1,Communication,2.9,1000,51,96,3663,9432,57,2,1,,,,
1,Tools,2.4,10000,0,33,3,2110,42,8,4,2,,,
1,Photography,2.2,50000,51,153,9,13915,218,65,30,,1,,
1,Transportation,2.2,5000,100,2215,9,272738,4654,3376,601,2,2,,
1,Tools,2.5,10000,50,2395,12,253765,4732,2949,614,11,2,,
1,Finance,2,1000,51,73,3,10824,121,43,15,,,,
1,Sports,2.8,5000,51,201,6,18322,195,42,17,,1,,
1,Travel & Local,2.5,1000,51,482,6,46139,665,321,126,1,2,,
1,Puzzle,2.6,1000,51,72,3663,6634,83,8,4,,,,
1,Social,2.7,1000,50,1128,9,129631,2302,1078,281,1,3,,
1,Communication,2.4,1000,51,450,6,30829,476,276,93,1,2,,
1,Communication,2.9,100000,88,2243,9,269188,4847,3090,610,6,8,,
1,News & Magazines,2.8,5000,100,4649,12,559339,8967,5405,1172,,3,,
1,Photography,1,1000,51,10,3,525,12,0,0,,1,,
1,Entertainment,2.7,1000,51,1705,18,188685,2971,1338,320,1,5,,
1,Lifestyle,2.1,1000,50,429,6,43225,775,377,88,2,1,,
1,Finance,2.1,1000,50,964,9,79511,1325,740,254,,2,,
1,News & Magazines,1,1000,51,1197,9,117506,1990,790,236,,3,,
1,Entertainment,2.7,50000,0,8,3,215,2,0,0,,1,,
1,Tools,2.9,5000,51,73,6,7893,92,4,2,,1,,
1,Travel & Local,2.9,1000,51,11,3,369,6,0,0,,,,
1,Entertainment,2.8,1000,0,16,3,981,13,2,1,,,,
1,Tools,1.4,1000,51,86,3663,8775,130,25,10,,,,
1,Communication,2.6,1000,50,73,6,8553,128,40,16,2,,,
1,Tools,2.8,5000,51,137,6,11225,111,2,1,1,3,,
1,Travel & Local,2.9,1000,51,27,6,2188,46,16,7,,,,
1,Lifestyle,2,10000,51,30,3,2829,21,6,3,1,,,
1,Puzzle,2.9,10000,51,23,3,2613,25,0,0,,,,
1,Entertainment,2,1000,51,1073,12,88650,1797,866,308,,1,,
1,Medical,2.8,10000,92,517,6,68752,660,254,105,1,2,,
1,Photography,2.8,1000,50,978,12,79351,1091,247,97,,3,,
1,Communication,2.8,5000,51,459,6,42176,566,312,103,4,,,
1,News & Magazines,2.7,10000,50,1764,12,198611,2230,751,288,2,1,,
1,Finance,2.8,1000,50,562,6,45975,741,225,71,2,,,
1,News & Magazines,2.9,5000,50,1764,12,198611,2230,751,289,2,1,,
1,Puzzle,2.7,5000,51,694,9,83949,971,374,144,,3,,
1,News & Magazines,2.3,5000,50,1764,12,198611,2230,752,291,2,1,,
1,Lifestyle,2,1000,51,10,3,282,1,0,0,,,,
1,News & Magazines,1.9,1000,50,1764,12,198611,2230,752,288,2,1,,
1,News & Magazines,2,1000,50,1764,12,198611,2230,748,287,2,1,,
1,News & Magazines,2,5000,50,1764,12,198611,2230,752,289,2,1,,
1,Entertainment,2.6,10000,51,521,9,49894,681,272,108,,4,,
1,Entertainment,2.7,10000,50,232,3,22276,303,94,42,2,1,,
1,Books & Reference,2.6,5000,50,476,3,37411,641,254,107,,2,,
1,Finance,2.7,5000,50,322,12,26446,426,85,33,1,1,,
1,News & Magazines,2.4,100000,0,6,3,132,1,0,0,,,,
1,Libraries & Demo,2.8,100000,0,96,6,9108,116,14,6,2,,,
1,Arcade,2,10000,51,119,3,12222,181,49,22,,,,
1,Education,2.6,10000,0,41,9,4355,35,6,3,,,,
1,Health & Fitness,2.8,1000,0,52,3,3214,49,10,5,,1,,
1,Entertainment,2.8,1000,0,12,3,656,8,2,1,,,,
1,Travel & Local,1,1000,50,70,5095,7553,92,2,1,,,,
1,Tools,1.7,1000,0,55,6,7195,97,53,13,,1,,
1,Education,2.2,1000,51,109,3,11785,170,47,21,,,,
1,Weather,2.9,1000,51,38,3,3427,37,0,0,,,,
1,Entertainment,2.4,10000,51,34,3,3742,64,8,4,,1,,
1,Puzzle,2.6,50000,51,84,3,7489,88,26,11,,,,
1,Health & Fitness,2.6,1000,51,654,15,70194,1141,330,136,7,1,,
1,Communication,2.8,1000,51,696,18,80775,1696,762,195,,2,,
1,Communication,2.7,1000,50,48,3,4093,90,35,14,2,,,
1,Business,2.9,1000,50,1182,10,104145,1145,291,112,2,1,,
1,News & Magazines,2.9,10000,50,1764,12,198611,2230,752,289,2,1,,
1,Personalization,2.4,1000,51,141,6,13922,257,81,36,,1,,
1,Entertainment,2.5,1000,50,96,3,10220,152,33,15,2,1,,
1,Shopping,2.3,5000,0,6,3,134,1,0,0,,,2,
1,Books & Reference,2.9,10000,50,1668,12,118179,1578,736,286,4,2,2,
1,News & Magazines,2.6,1000,50,1692,12,171609,2230,753,289,2,1,3,
1,Entertainment,1.8,1000,51,116,3,10323,187,61,23,,1,5,
1,Shopping,2.8,50000,51,445,9,39982,515,208,87,,1,2,
1,News & Magazines,2,1000,51,525,12,62910,1122,532,175,,,2,
1,Media & Video,2.6,10000,51,74,3,5932,74,18,9,,,5,
1,Finance,2.7,1000000,51,204,9,26490,328,64,28,1,2,3,
1,Finance,2.6,5000,51,83,6,11996,166,18,9,,,2,
1,News & Magazines,2.8,5000000,51,1744,15,159213,1837,660,267,,2,5,
1,Business,2.8,1000,92,2876,9,327565,5914,4577,665,1,1,2,
1,Entertainment,2.1,5000,51,16,3,1875,10,4,2,3,1,2,
1,Casual,2.7,100000,51,1634,12,164167,2488,1004,367,1,3,5,
1,Tools,1.5,1000,0,18,3,778,13,0,0,,,4,
1,Entertainment,2.7,1000,0,8,3,256,1,0,0,,1,2,
1,Puzzle,2.8,1000,0,826,6,115172,2366,1299,409,,5,2,
1,Business,2.9,1000,51,989,15,57854,1119,368,86,,,2,
1,Education,2.8,1000,51,323,6,65018,496,152,53,1,1,2,
1,Business,1,1000,0,7,3,209,2,0,0,,,2,
1,Entertainment,2.1,1000,51,479,9,44825,583,239,99,,2,2,
1,News & Magazines,2.9,1000,100,3439,9,393568,6938,4924,861,1,3,3,
1,Tools,1.4,10000,50,1031,16,126312,1563,515,178,5,4,2,
1,Music & Audio,2.8,1000,50,1851,15,180135,2564,1065,384,,3,2,
1,Transportation,2.9,5000000,51,2444,18,271115,4425,1932,557,5,3,5,
1,Personalization,2.7,5000,92,3037,12,355291,6168,4597,893,1,2,2,
1,Music & Audio,2.9,1000,51,944,9,102080,1322,596,228,,6,2,
1,Media & Video,2.6,1000,92,1142,9,129253,1421,693,199,,3,2,
1,Puzzle,2.3,1000,51,170,3,14624,151,28,12,,2,2,
1,Books & Reference,2.9,100000,51,2985,9,291879,5845,2697,778,1,1,7,
1,Casual,2.6,5000,51,70,5111,6431,63,4,2,,,2,
1,Entertainment,2.6,5000,51,335,6,32520,460,145,62,,2,5,
1,Lifestyle,2.8,1000,100,5301,15,529880,6370,4388,688,2,2,8,
1,Tools,2.6,1000,51,214,6,17086,193,33,12,,1,2,
1,Card,2.6,1000,92,3301,9,373462,6520,4825,769,,5,2,
1,Health & Fitness,2.5,10000000,0,1028,6,92780,1175,692,163,,,,
1,Tools,2.8,100000,51,756,6,70020,977,416,166,,3,2,
1,News & Magazines,2.5,10000,51,802,9,95167,1879,934,244,2,4,2,
1,Simulation,2.7,10000,92,3406,6,376779,6734,4975,809,,3,2,
1,Music & Audio,2.8,50000,50,270,5117,31426,367,77,30,,1,2,
1,Lifestyle,2.8,1000,0,554,9,57178,866,273,101,,1,2,
1,News & Magazines,2.6,1000,100,2425,12,272876,3891,1820,658,3,3,2,
1,Education,1.5,50000,51,2197,15,300707,3540,1779,410,,6,2,
1,Lifestyle,2.3,1000,51,319,6,23129,310,53,23,,4,3,
1,Business,2.9,50000,50,623,9,70829,955,337,140,3,,2,
1,Media & Video,2.9,10000,51,354,10,54005,517,184,70,2,1,4,
1,Transportation,2.7,1000,51,73,3,7298,149,44,22,8,,3,
1,Finance,2.3,5000,50,990,9,82442,1354,759,239,,2,5,
1,Puzzle,2.6,10000,50,63,3,6137,60,25,7,,,2,
1,Lifestyle,2.7,5000,51,27,6,2955,27,10,5,,,2,
1,Tools,2.6,1000,50,43,6,4493,81,14,7,3,,2,
1,Lifestyle,2.5,1000,51,17,3,1058,34,13,6,2,,2,
1,Travel & Local,2.7,1000,51,35,3,4699,70,10,5,,,2,
1,Travel & Local,2.4,1000,50,14,3,467,5,0,0,4,,3,
1,Health & Fitness,2.7,1000,0,14,6,758,2,0,0,,,2,
1,Education,2.8,1000,0,17,6,565,14,10,5,,1,2,
1,Finance,1.4,1000,51,136,6,19323,171,25,12,,3,2,
1,Health & Fitness,2.8,1000,51,109,3,7562,102,8,4,2,1,2,
1,Tools,2.6,5000,0,9,3,216,1,0,0,,,2,
1,Finance,2.6,5000,51,12,6,503,8,2,1,,,2,
1,Books & Reference,2.8,100000,52,2159,15,184220,2213,592,224,4,3,5,
1,Productivity,2.6,10000,51,70,6,7261,84,4,2,,1,2,
1,Books & Reference,2.9,50000,51,67,3,7156,121,26,13,,,2,
1,Health & Fitness,2.8,1000,50,2662,18,428273,5731,3373,612,1,5,2,
1,Transportation,2.7,10000,50,2435,15,295472,4982,3204,699,,1,5,
1,Shopping,2.7,5000000,50,337,6,25713,325,52,23,3,3,6,
1,News & Magazines,2.9,1000,50,1764,12,198611,2230,750,287,2,1,3,
1,News & Magazines,2.9,1000,50,1692,12,171609,2230,746,287,2,1,3,
1,Business,2.9,5000,50,1185,10,104227,1146,293,111,2,1,2,
1,Lifestyle,2.6,5000,50,537,9,79285,1170,463,151,2,,2,
1,Puzzle,2.9,10000,51,119,6,13096,187,54,24,,,2,
1,Entertainment,2.2,5000,51,109,3,11785,170,47,21,,,4,
1,Finance,1,1000,0,54,3,5382,54,21,10,,,2,
1,Books & Reference,1.7,1000,0,33,3,3076,36,9,4,,2,2,
1,Social,2.8,1000,51,67,3,7459,122,30,15,,,6,
1,Travel & Local,2,1000,50,58,3,5945,114,33,14,5,1,2,
1,Entertainment,2.8,1000,51,56,3660,5580,55,0,0,,1,2,
1,Lifestyle,2.6,5000,0,29,3,1921,45,18,8,2,,2,
1,Libraries & Demo,2.7,5000,51,140,3343,8024,126,15,6,,,2,
1,Finance,2.8,5000,51,33,3,3320,28,2,1,,1,2,
1,Health & Fitness,2,1000,51,119,6,12142,171,47,21,,,2,
1,Puzzle,2.9,10000,51,114,3,12188,180,55,25,,,2,
1,Entertainment,2.4,50000,51,16,3,900,21,11,5,,,2,
1,Tools,1,1000,50,193,6,14202,265,84,37,5,,5,
1,Puzzle,2.6,100000,51,275,9,32211,394,76,34,,2,3,
1,Travel & Local,1.9,1000,50,165,6,17936,241,59,23,1,,2,
1,Travel & Local,2.2,1000,50,165,6,17936,241,59,23,1,,2,
1,Puzzle,2.5,1000,50,70,3,8759,116,32,15,,1,2,
1,Lifestyle,2.2,1000,50,97,6,7443,116,12,6,3,,2,
1,Finance,2,1000,51,1240,15,138025,2622,923,343,2,4,2,
1,Finance,2.7,1000,51,467,5074,31045,723,303,114,1,1,2,
1,Books & Reference,2.5,10000,50,1718,21,176492,2315,838,293,4,2,5,
1,Lifestyle,2.2,10000,50,79,3,8874,149,25,12,2,1,4,
1,Finance,2.9,5000,50,2849,15,304735,6739,3729,921,1,4,2,
1,Books & Reference,2.9,50000,51,2602,85,297016,5365,3465,790,1,2,5,
1,Lifestyle,2.9,1000,51,256,3381,23662,354,123,50,1,1,3,
1,Communication,2.8,10000,51,545,6,59354,830,413,153,4,,5,
1,Education,2.9,10000,51,4700,12,471391,7564,3673,1253,2,1,2,
1,Education,2.5,100000,51,317,9,36091,457,119,50,1,1,5,
1,News & Magazines,2.5,1000,50,733,9,67801,1044,403,162,1,3,2,
1,Productivity,2.3,50000,0,27,3,1245,18,3,1,,,2,
1,Tools,2.9,5000,51,47,9,3698,48,10,5,,,2,
1,Tools,2.8,10000,51,99,3666,9743,148,28,12,,,2,
1,Finance,2.9,1000,51,75,3,6780,93,4,2,,1,2,
1,Health & Fitness,2.6,5000,51,37,6,4055,73,14,7,,,2,
1,Communication,2.8,1000,51,53,3,4343,57,14,6,7,,2,
1,Social,2.8,1000,51,141,3339,7992,119,15,6,,,2,
1,Card,2.6,1000,0,17,3,1292,29,4,2,,,2,
1,Casual,2.4,10000,51,112,3,12259,174,49,22,,,2,
1,Music,2.9,100000,51,1750,12,158598,2256,954,355,,3,2,
1,Entertainment,2.7,50000,51,93,6,12871,119,18,8,2,1,2,
1,Tools,2.7,1000000,51,30,6,1268,24,6,3,1,4,2,
1,Medical,2.6,5000,51,316,6,22945,304,49,22,,4,3,
1,Transportation,2.1,1000,50,14,6,434,6,4,2,1,,2,
1,Entertainment,2.9,100000,51,108,3,11741,169,47,21,,,2,
1,Libraries & Demo,1.8,5000,0,31,3,2117,49,11,4,,1,2,
1,News & Magazines,2.7,1000,51,20,3,839,12,4,2,,,2,
1,Tools,2.7,1000,51,70,6,8105,119,33,14,,,2,
1,Tools,2.8,10000,0,15,3,1022,16,0,0,1,,2,
1,Entertainment,2.8,100000,51,89,3679,10815,109,6,3,1,,2,
1,News & Magazines,1.8,100000,51,24,3,1914,20,2,1,,,3,
1,Adventure,2.7,1000000,92,2459,6,246593,3888,1738,508,2,5,2,
1,Books & Reference,2.4,5000,51,213,9,24992,239,54,21,,2,2,
1,Puzzle,2.8,1000,92,562,5098,61315,899,450,130,2,2,5,
1,Business,2.3,1000,51,85,3,5130,90,7,3,1,1,3,
1,Education,2.8,1000,51,69,3,7353,81,4,2,,1,2,
1,Books & Reference,2.5,1000,92,1147,6,190564,2156,1363,301,,3,2,
1,Finance,2.9,1000,51,65,6,4782,71,17,8,,,2,
1,Transportation,2.7,5000,51,45,6,2813,52,2,1,,,2,
1,Entertainment,2.6,1000,51,111,3,12040,179,49,22,2,,2,
1,Puzzle,2.5,1000,51,56,6,3911,49,8,4,,,2,
1,Tools,2.9,1000,51,73,6,7986,84,4,2,,1,1,
1,Finance,2.8,1000,51,19,3,918,17,6,3,2,,3,
1,Social,1.7,1000,51,22,3,1331,20,2,1,2,,2,
1,Arcade,2.2,5000,51,33,6,3526,78,34,12,,,2,
1,Business,2.5,5000,51,105,6,10953,236,52,21,,1,2,
1,Entertainment,2.6,1000,0,13,3,386,5,0,0,,1,2,
1,Educational,2.7,1000,92,187,6,22232,389,101,46,1,6,2,
1,Tools,2.4,1000,0,329,6,30281,450,216,90,1,1,2,
1,Tools,2.6,1000,53,599,3,42595,560,288,94,10,,2,
1,News & Magazines,2.5,10000,50,1764,12,198611,2230,746,287,2,1,3,
1,Finance,2.9,1000,50,662,15,62640,996,327,121,2,2,2,
1,Photography,2.9,1000,0,287,6,25296,359,176,75,,3,2,
1,Media & Video,2.8,10000,0,35,3,2596,38,11,4,,1,2,
1,News & Magazines,2.8,10000,51,84,6,8670,94,21,10,2,,2,
1,Education,2.9,5000,51,79,6,8092,91,4,2,,1,2,
1,Entertainment,2.4,1000,51,7,3,170,1,0,0,,,2,
1,Sports,2.2,1000,51,56,3,3354,72,22,10,,,4,
1,Casual,1.9,1000,51,13,6,624,4,0,0,,,2,
1,Productivity,2.5,1000,51,123,3,12489,184,47,21,,,2,
1,Finance,2.3,50000,51,45,3,4002,30,25,9,2,,2,
1,Entertainment,2.9,100000,51,939,12,93883,1818,1019,340,,,3,
1,Casual,2.9,100000,51,195,3,14691,257,87,39,,2,3,
1,Books & Reference,2.9,100000,51,111,6,10537,162,42,19,,1,2,
1,Tools,2.9,10000,0,12,3,1219,27,17,3,,,2,
1,Photography,2.4,100000,51,569,9,46093,975,415,150,3,2,2,
1,Arcade,2.7,100000,92,832,15,108776,1018,391,154,,6,2,
1,Lifestyle,2.8,10000,50,113,6,8926,132,57,25,3,,2,
1,Sports,2.5,5000,51,80,5114,8026,109,4,2,1,2,2,
1,Social,2.8,1000,51,57,6,5734,139,42,15,,,4,
1,Books & Reference,2.9,5000,0,13,3,493,6,4,2,,,2,
1,Entertainment,2.2,1000,51,110,3,11758,170,49,22,,,2,
1,Entertainment,2.4,1000,51,53,3660,5642,50,0,0,,,2,
1,Education,2.4,1000,0,38,3,2960,41,4,2,,,2,
1,Transportation,2.9,5000,51,1360,9,135280,2093,898,311,,1,2,
1,Travel & Local,2.7,1000,51,35,3,2716,55,4,1,1,,2,
1,Entertainment,2.6,1000,51,588,3,65922,1221,1103,103,,2,4,
1,Entertainment,1.9,1000,51,10,3,322,4,0,0,,,2,
1,Photography,2.8,10000,51,93,3,6638,65,10,5,2,1,2,
1,Libraries & Demo,2.3,5000,92,4337,30,544048,8254,4238,1107,,8,6,
1,Health & Fitness,2.8,10000,0,9,3,445,6,0,0,,,2,
1,Tools,2.8,1000,50,751,15,75943,1470,554,198,18,,2,
1,Action,2.1,10000,51,595,9,60595,798,287,118,,6,2,
1,Transportation,2.9,1000,50,274,12,26229,419,133,55,3,1,2,
1,Puzzle,2.5,5000,51,1559,15,88537,2117,1219,212,,2,2,
1,Personalization,2.5,10000,51,1425,9,145751,2617,1226,432,2,1,3,
1,Medical,2.7,1000,92,187,6,22232,389,101,46,,9,2,
1,Education,2.8,1000,51,301,6,26281,388,200,83,,3,2,
1,Lifestyle,2.7,1000,50,1246,6,123666,2055,699,279,1,2,2,
1,Health & Fitness,2.3,1000,51,319,6,23129,310,53,23,,4,3,
1,Photography,2.5,10000,51,305,3666,32505,507,218,60,2,,4,
1,Photography,2.9,50000,51,314,3669,33942,493,208,58,2,,4,
1,Books & Reference,2.8,100000,83,3413,15,280959,,,,4,3,5,
1,Finance,2,1000,51,50,6,2997,,,,,,2,
1,Travel & Local,2.4,1000,51,429,5117,52743,,,,1,,2,
1,Travel & Local,2.6,1000,51,429,5117,52743,,,,1,,2,
1,Tools,2.5,10000,51,2308,12,158278,,,,,1,2,
1,Entertainment,2.9,1000,0,295,6,26113,,,,,3,2,
1,Business,2.8,1000,51,1948,9,202844,,,,1,5,3,
1,Arcade,2.7,10000,0,82,6,8339,,,,,8,2,
1,Business,2.6,1000,50,83,3,11662,,,,5,1,2,
1,Business,2.8,50000,51,127,9,16836,,,,,6,2,
1,Puzzle,1,1000,51,200,3378,16867,,,,,1,2,
1,Finance,2.9,10000,51,63,3679,6246,,,,,,3,
1,Finance,2.9,1000,50,695,6,81313,,,,1,2,2,
1,Sports,2.8,10000,51,1159,18,171583,,,,1,5,2,
1,Entertainment,2.8,10000,51,260,9,21262,,,,,2,2,
1,Communication,2.7,1000,92,3148,9,353343,,,,,2,2,
1,Lifestyle,2.2,10000,50,10,3,422,,,,,,2,
1,Casual,2.8,10000,92,828,6,83288,,,,,1,2,
1,Shopping,2.7,10000,51,2378,6,217422,,,,2,3,2,
1,Business,2.6,1000,95,2719,12,288191,,,,2,3,2,
1,Strategy,2.2,10000,51,1015,6,106450,,,,,2,2,
1,Puzzle,2.3,1000,51,245,6,22771,,,,,7,2,
1,Comics,2.8,10000,51,668,9,63505,,,,,6,2,
1,News & Magazines,2.6,5000,51,76,12,7582,,,,1,1,2,
1,Lifestyle,2.2,10000,51,460,9,47259,,,,,1,5,
1,Media & Video,2.9,10000,51,2318,344734,144353,,,,1,1,5,
1,Business,2.3,1000,0,12,3,594,,,,,1,2,
1,Finance,2.2,1000,51,1278,9,125426,,,,,3,2,
1,Transportation,2.8,10000,50,2438,15,296054,,,,,1,5,
1,Business,1.6,10000,51,130,3,12044,,,,2,,3,
1,Entertainment,2.4,1000,51,92,6,4290,,,,,,2,
1,Entertainment,1.7,1000,50,189,3354,15411,,,,2,1,2,
1,Entertainment,2.9,1000,51,11,3,1060,,,,2,,,
1,Books & Reference,2.4,10000,0,12,3,914,,,,,,2,
1,Education,2.4,1000,51,38,6,4069,,,,1,,2,
1,Education,2.9,1000,51,38,6,4069,,,,1,,2,
1,News & Magazines,2.3,100000,51,4911,15,467060,,,,1,1,4,
1,Shopping,1,1000,92,1752,15,313931,,,,1,5,2,
1,Casual,2.4,1000000,50,1765,9,149685,,,,,4,5,
1,Entertainment,1.8,10000,51,55,3,3513,,,,,,2,
1,Puzzle,2.4,1000,51,259,6,28229,,,,,5,3,
1,Puzzle,2.9,1000,92,3839,15,420547,,,,,9,2,
1,Tools,2.6,10000,50,459,6,44561,,,,1,1,8,
1,Entertainment,2.8,100000,92,241,3,43084,,,,1,2,2,
1,Education,1,1000,51,15,3,717,,,,,,5,
1,Health & Fitness,2.8,5000,51,672,12,91590,,,,1,4,2,
1,Productivity,2.7,1000,51,702,12,69078,,,,,2,7,
1,News & Magazines,2,1000,100,5206,12,570537,,,,3,3,2,
1,Weather,2.8,1000,92,589,9,78270,,,,,1,2,
1,Puzzle,2.9,100000,51,135,3,16867,,,,,,2,
1,Tools,2.5,10000,50,2395,12,253765,,,,11,2,4,
1,Communication,2.9,100000,88,2243,9,269188,,,,6,8,5,
1,Puzzle,2.7,5000,51,694,9,83949,,,,,3,2,
1,Entertainment,2.8,1000,92,938,6,119610,,,,,2,2,
1,Libraries & Demo,2.6,1000,0,8,3,399,,,,,,2,
1,Business,2.8,1000,51,257,9,35370,,,,,5,2,
1,Social,2.8,50000,51,861,12,113856,,,,1,6,2,
1,Education,1,1000,51,24,3,1489,,,,,,3,
1,Finance,2.8,1000,51,375,3,27926,,,,,5,3,
1,Education,2.5,100000,51,836,12,85170,,,,2,2,7,
1,Business,1,1000,51,94,6,8686,,,,,,2,
1,Music & Audio,2.7,100000,92,155,6,18079,,,,,6,2,
1,Education,2,1000,51,84,3,5903,,,,1,,2,
1,Puzzle,2.7,5000,51,1554,15,86646,,,,1,2,2,
1,Music & Audio,1.5,5000,51,1406,15,308210,,,,,9,2,
1,Entertainment,2.5,1000,50,458,9,50198,,,,1,5,2,
1,Business,2.6,1000,51,90,9,9500,,,,,2,2,
1,Lifestyle,2.4,1000,51,90,9,9500,,,,,2,2,
1,Lifestyle,2.1,5000,92,209,3,40673,,,,,1,2,
1,Puzzle,2.3,1000,51,62,3,8039,,,,,,2,
1,Social,2.6,1000,50,84,9,5475,,,,,2,3,
1,Tools,2.9,1000,51,81,5114,7436,,,,,,2,
1,Travel & Local,2.9,10000,51,87,6,8943,,,,,,2,
1,Health & Fitness,2.5,1000,51,1297,15,238203,,,,,10,2,
1,Sports,2.8,50000,0,12,3,889,,,,,,2,
1,Entertainment,2.4,50000,51,575,9,53831,,,,,1,2,
1,Card,2.4,1000,50,1288,12,162304,,,,2,5,2,
1,Arcade,2.5,5000,0,1190,18,136626,,,,,4,2,
1,Business,2.8,5000,92,284,12,35498,,,,,2,6,
1,Arcade,2.2,10000,0,383,6,56952,,,,,3,2,
1,Weather,2.8,1000,51,552,9,69410,,,,,6,2,
1,Tools,2.5,1000,51,526,9,66481,,,,,6,2,
1,Tools,2.9,1000,0,550,6,69357,,,,,7,2,
1,Productivity,2.2,1000,0,461,9,35416,,,,,2,2,
1,News & Magazines,2.5,10000,51,627,12,67780,,,,1,3,2,
1,Social,2.6,1000000,100,7005,27,737295,,,,,2,6,
1,Board,2.6,1000,51,72,3663,8525,,,,,,2,
1,News & Magazines,2.4,50000,50,1749,9,195659,,,,2,3,2,
1,News & Magazines,2.5,10000,50,1749,9,195659,,,,2,3,2,
1,Entertainment,2.8,500000,92,1032,9,146979,,,,,7,6,
1,Business,2,1000,50,1179,12,116262,,,,9,2,2,
1,Travel & Local,1.7,1000,50,2067,15,219902,,,,1,6,2,
1,News & Magazines,2.7,1000,51,775,21,82974,,,,,2,5,
1,Business,2.7,1000,51,6141,15,624491,,,,1,3,2,
1,Finance,2.9,10000,51,2985,9,289927,,,,1,2,2,
1,Education,2.4,10000,51,742,6,73472,,,,1,3,6,
1,Tools,2.8,1000,92,1910,6,216461,,,,,7,2,
