rowID,Genre,Rating,Lowerdownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,JLintResult
618,Lifestyle,2,1000,51,826,6,74320,,2,22,252
1348,Lifestyle,2,1000,51,62,6,5148,,,18,9
2235,Lifestyle,2.6,10000,51,184,6,16068,,1,1,57
4748,Lifestyle,2.8,10000,51,63,6,7089,1,,8,21
5508,Lifestyle,2.9,5000,0,19,9,1303,,,4,2
5586,Lifestyle,2.5,5000,0,22,3,1137,,,3,5
5755,Lifestyle,2.8,10000,0,98,3,7070,,1,4,20
6157,Lifestyle,2.4,1000,51,83,6,8905,,,8,18
6910,Lifestyle,2.8,1000,51,134,6,13583,6,,2,46
7140,Lifestyle,2.5,1000,51,3977,22,376664,2,2,19,1081
11312,Lifestyle,2.3,1000,100,4707,30,584363,,5,2,1287
11566,Lifestyle,2.7,1000,51,118,6,12578,,1,7,45
12557,Lifestyle,2.9,1000,51,69,6,7466,,1,4,32
12657,Lifestyle,2.8,1000,51,8,3,265,1,,22,0
12776,Lifestyle,2.9,1000,100,2560,12,287909,1,5,1,391
16767,Lifestyle,2.9,10000,50,2607,18,289563,1,3,5,532
28856,Lifestyle,2.9,1000,51,684,9,63737,2,3,11,167
29327,Lifestyle,2.4,5000,92,676,14,101790,,1,4,231
30115,Lifestyle,2.8,1000,100,5165,15,523427,2,1,10,1299
31857,Lifestyle,2.8,1000000,50,245,6,13027,8,,3,43
38045,Lifestyle,2.5,5000,92,675,14,101838,,1,30,231
45530,Lifestyle,2.6,10000,51,247,6,32422,1,4,5,77
46626,Lifestyle,2.1,1000,50,429,6,43225,2,1,4,218
46792,Lifestyle,2,10000,51,30,3,2829,1,,11,13
47012,Lifestyle,2,1000,51,10,3,282,,,6,0
55382,Lifestyle,2.8,1000,100,5301,15,529880,2,2,14,1226
57126,Lifestyle,2.8,1000,0,554,9,57178,,1,8,117
57619,Lifestyle,2.3,1000,51,319,6,23129,,4,3,97
57873,Lifestyle,2.7,5000,51,27,6,2955,,,2,7
57935,Lifestyle,2.5,1000,51,17,3,1058,2,,3,0
66274,Lifestyle,2.6,5000,50,537,9,79285,2,,2,119
66577,Lifestyle,2.6,5000,0,29,3,1921,2,,13,8
66963,Lifestyle,2.2,1000,50,97,6,7443,3,,1,12
67178,Lifestyle,2.2,10000,50,79,3,8874,2,1,7,17
67331,Lifestyle,2.9,1000,51,256,3381,23662,1,1,2,72
70435,Lifestyle,2.8,10000,50,113,6,8926,3,,5,29
71534,Lifestyle,2.7,1000,50,1246,6,123666,1,2,14,391
75179,Lifestyle,2.2,10000,50,10,3,422,,,5,0
77594,Lifestyle,2.2,10000,51,460,9,47259,,1,2,116
106313,Lifestyle,2.4,1000,51,90,9,9500,,2,,26
106331,Lifestyle,2.1,5000,92,209,3,40673,,1,,81
118152,Lifestyle,2.6,10000,95,2959,9,389272,2,3,,698
121431,Lifestyle,2.9,1000,50,594,9,68437,2,6,,268
125102,Lifestyle,1.5,1000,50,1019,12,116527,5,2,,311
125835,Lifestyle,2,5000,51,109,6,11785,,,,44
125892,Lifestyle,2.8,1000,0,42,3,6200,,,,12
126529,Lifestyle,2.9,10000,50,805,9,151279,,2,,342
126718,Lifestyle,2.3,1000,51,56,3,4673,,2,,12
126840,Lifestyle,2.8,10000,0,31,3,2056,,,,3
127190,Lifestyle,2.8,1000,51,482,9,42612,,,,155
127690,Lifestyle,2.4,1000,0,108,3,7256,,1,,7
132219,Lifestyle,1.8,1000,53,660,12,58911,5,1,,190
133362,Lifestyle,1.3,1000,51,35,3,3653,,,,1
135768,Lifestyle,2,1000,50,34,3,2685,2,1,,10
143003,Lifestyle,2.4,5000,51,71,6,7816,,,,20
143046,Lifestyle,2.5,1000,51,2126,9,233919,7,2,,605
143290,Lifestyle,2.9,5000,100,4105,9,434052,1,3,,600
143965,Lifestyle,2.1,1000,50,1227,9,150702,3,1,,185
146711,Lifestyle,2.9,10000,50,1405,9,153326,1,6,,499
150134,Lifestyle,2.8,1000,50,1405,9,153326,1,6,,499
150809,Lifestyle,2.6,1000,0,622,6,45003,3,2,,68
150810,Lifestyle,2.6,1000,50,503,12,52914,5,1,,152
152320,Lifestyle,2.4,5000,50,954,15,108905,,5,,308
152960,Lifestyle,2.4,1000,50,5865,24,665095,,7,,1536
153104,Lifestyle,2.6,10000,51,416,6,35377,1,1,,84
156287,Lifestyle,2.7,5000,51,81,4885,8157,,,,32
157977,Lifestyle,2.5,1000,,271,15,134670,,,,714
162865,Lifestyle,2.4,100000,50,727,6,66262,3,2,,167
162886,Lifestyle,2.2,50000,51,503,6,46624,1,1,,111
163917,Lifestyle,2.8,10000,51,,,,,1,,
164330,Lifestyle,2.3,5000,51,99,9,10579,2,4,,41
165920,Lifestyle,2.9,5000,51,965,18,83185,6,2,,290
166293,Lifestyle,2.4,5000,51,680,382,59631,,3,,161
166740,Lifestyle,2.8,50000,51,,,,,3,,
166895,Lifestyle,2.6,1000,50,900,15,83458,1,2,,196
169240,Lifestyle,2.9,1000,50,2163,12,229104,4,3,,632
170286,Lifestyle,2.9,1000,50,1203,15,134278,,5,,373
