Group,Genre,UserRating,LowerDownloads,JavaFiles,DefectCount,JLINT_LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,RowID,DEX_NATIVE,DEX_DYNAMIC,DEX_CRYPTO,DEX_REFLECTION,APK_DEX,APK_EXECUTABLE,APK_ZIP,APK_SHELL_SCRIPT,APK_APK,APK_SHARED_LIBRARIES,PERM_PRIVACY,PERM_NORMAL,PERM_MONEY,PERM_INTERNET,PERM_SMS,PERM_DANGEROUS,PERM_SIGNATUREORSYSTEM,PERM_CALL,PERM_SIGNATURE,PERM_GPS,FuzzyRisk
2,Tools,4.6,1000000,318,6,0.0022808,462,89,37,0,2,2,2,2708,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,Tools,4,5000,55,3,0.005371,75,11,5,3,0,0,2,3899,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,0
2,Shopping,3,1000,13,6,0.0065359,6,0,0,0,0,2,0,68365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,3.7,100000,4278,18,0.0023384,9509,6235,1254,0,3,2,7,3814,1,1,1,1,0,0,0,0,0,0,1,5,0,1,0,4,0,0,1,0,51.11111111
2,Personalization,4.3,100000,17,3,0.0003902,5,0,0,0,2,4,0,68332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Entertainment,4.2,500000,54,6,0.0045061,58,6,3,3,1,2,2,21857,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,51.11111111
2,Finance,4.9,1000,89,3,0.0045728,114,4,2,0,1,2,5,2814,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
2,Business,4.1,5000000,4249,12,0.0023023,6528,2881,936,13,0,12,3,8920,1,1,1,1,0,0,0,0,0,0,4,8,0,1,0,7,1,0,0,0,92
2,Media & Video,4.7,5000,89,3466,0.0061059,96,9,4,0,0,2,8,2878,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,51.11111111
2,Trivia,4.3,10000000,6643,95,0.0025308,11316,6469,1570,1,3,2,0,134391,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,3,0,0,1,0,92
2,Weather,4.6,500000,1386,6,0.0030794,1886,760,309,0,3,2,10,20495,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,92
2,Lifestyle,3.7,10000,104,3,0.0020576,115,20,10,6,0,5,4,16746,1,0,0,1,0,0,0,0,0,0,1,6,0,0,0,3,1,0,0,0,0
2,Lifestyle,4.8,5000,7,3,0,670,224,88,0,0,2,11,17125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Health & Fitness,4.1,1000,4768,33,0.002204,9013,4635,1256,0,7,6,0,70255,1,1,1,1,0,0,0,0,0,0,2,2,0,1,0,2,0,0,1,0,92
2,Photography,4.3,500000,225,6,0.0031766,201,17,7,1,1,6,3,27253,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
2,Books & Reference,4.3,50000,581,6,0.0019574,612,262,82,1,2,2,6,17808,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,5,0,0,0,1,100
2,Books & Reference,4.6,100000,27,3,0.0017836,35,30,11,0,1,2,4,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Music & Audio,4.6,10000,577,12,0.002574,782,340,143,3,2,2,1,31800,0,0,1,1,0,0,0,0,0,0,2,5,0,1,0,3,1,0,0,0,51.11111111
2,Personalization,4,100000,15,3,0.0046083,9,4,2,0,0,2,2,10984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Communication,4.4,5000,1318,12,0.0027115,2768,1772,525,4,0,2,3,11927,1,1,0,1,0,0,0,0,0,0,3,5,0,1,0,6,0,0,1,0,50
2,Books & Reference,4.3,100000,1518,12,0.0025527,2365,952,373,0,6,2,15,4549,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Lifestyle,3.4,1000,2439,18,0.0020958,5457,3273,744,7,2,3,1,21472,1,0,1,1,0,0,0,0,0,0,3,7,1,1,1,6,0,0,0,0,51.11111111
2,Lifestyle,4.4,5000000,3243,21,0.002308,4764,2226,658,3,1,7,11,1126,1,1,1,1,0,0,0,0,0,0,5,8,0,1,0,12,0,0,0,1,91.11111111
2,Casual,4.5,500000,348,3,0.0032139,408,76,34,0,0,2,7,4755,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,51.11111111
2,Business,3.3,1000,614,6,0.0029109,755,218,79,0,1,2,6,12035,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,51.11111111
2,Books & Reference,4.4,10000,658,6,0.0018692,816,334,140,1,1,2,3,28195,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,92
2,Media & Video,4.2,500000,2315,15,0.0014678,4850,3333,583,6,2,7,14,28214,1,1,1,1,0,0,0,0,0,0,1,7,0,1,0,7,0,0,0,0,92
2,News & Magazines,3.9,1000,613,6,0.002179,869,388,146,0,1,2,5,1105,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Entertainment,3.4,10000,2720,18,0.0031604,4473,2029,703,0,5,2,0,134674,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,51.11111111
2,Strategy,4.6,10000000,3454,12,0.0017822,6835,4701,811,3,1,2,7,31180,1,1,1,1,0,0,0,0,0,0,4,5,0,1,0,7,0,0,1,0,92
2,News & Magazines,3.5,5000,575,6,0.0021129,707,269,114,0,1,2,8,6549,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Social,4.3,100000,1495,15,0.0024099,2344,1016,360,1,3,6,1,6666,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,51.11111111
2,Education,4.4,10000,746,12,0.0034467,954,244,101,2,7,4,5,2226,0,0,1,1,0,0,0,0,0,0,4,2,0,2,0,7,0,0,1,2,50
2,Health & Fitness,3.6,1000,111,3,0.0037323,179,49,22,0,0,2,12,1712,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Tools,4.2,50000,34,3,0.0123615,28,11,5,0,1,2,0,68471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Business,4.1,100000,1411,9,0.004354,2300,829,305,0,4,5,0,51507,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,6,0,0,0,1,50
2,Tools,3.7,1000,69,6,0.0045054,74,29,10,0,1,2,3,6759,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
2,Education,3.5,5000,41,3,0.0027862,52,11,5,0,1,2,0,68686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Personalization,3.8,1000000,981,6,0.0028471,1572,724,166,1,3,2,0,61273,1,1,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,92
2,Communication,5,1000,825,6,0.0019884,29,5,1,8,0,7,11,12179,0,0,0,1,0,0,0,0,0,0,6,7,2,1,2,13,1,2,0,0,53.33333333
2,Casual,3.6,100000,1981,19,0.0028532,3118,2082,369,0,0,2,9,1495,0,0,1,1,0,0,0,0,0,0,5,6,0,1,0,6,0,0,1,2,50
2,Strategy,4,500000,880,18,0.0022751,1264,472,194,1,7,2,5,20505,1,1,0,1,0,0,0,0,0,0,3,5,0,2,0,4,0,0,1,1,100
2,Sports,4,100000,636,6,0.0032656,816,320,63,0,3,2,3,23431,1,0,1,1,0,0,0,0,0,0,3,1,0,1,0,5,0,0,0,2,50
2,News & Magazines,3.8,1000,309,9,0.0038035,635,205,83,0,8,2,6,19624,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Lifestyle,4.2,100000,2027,6,0.0017263,4886,3481,606,2,1,2,4,29944,0,1,1,1,0,0,0,0,0,0,2,4,0,1,0,6,0,0,0,2,100
2,Simulation,4.2,100000,452,12,0.0017842,677,290,119,0,1,2,0,67099,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Communication,3.8,1000,1935,12,0.0032488,3514,1964,565,4,2,5,8,31350,0,1,1,1,0,0,0,0,0,0,2,6,0,1,0,3,0,0,1,0,51.11111111
2,Puzzle,3,5000,178,6,0.0028469,366,95,44,0,10,2,0,50113,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,92
2,Libraries & Demo,4,10000,117,3,0.0037885,186,53,24,0,1,2,1,11472,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Education,4.1,10000,60,3,0.0017725,104,34,16,0,2,5,2,30225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Card,4.1,10000,1039,9,0.0020866,1256,508,200,0,4,2,1,29329,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,Puzzle,3.1,10000,73,3,0.0043051,87,4,2,0,1,2,0,66628,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Personalization,4.4,100000,609,6,0.0025619,706,118,47,1,2,7,0,63344,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,51.11111111
2,Comics,3.8,1000,394,6,0.0022088,517,242,102,0,2,2,16,1656,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Lifestyle,4.4,10000,2623,6,0.0027995,3774,2071,473,1,4,2,1,31029,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Card,4,100000,2291,9,0.0027244,3248,1398,455,2,2,2,0,69608,0,0,1,1,0,0,0,0,0,0,5,6,0,1,0,8,0,0,2,2,50
2,Music & Audio,4.1,10000,574,9,0.0028694,769,289,118,0,2,2,0,134490,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
2,Tools,3.9,10000,44,3,0.0003206,40,4,2,0,0,2,0,58361,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2,Business,4.4,1000,137,6,0.0037313,227,41,17,0,5,2,34,11180,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
2,Tools,4.1,50000,47,3,0.0013362,80,25,9,1,0,4,1,3960,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0
2,Education,4.3,50000,3722,9,0.0014798,7114,5156,871,2,2,2,0,67456,0,1,1,1,0,0,0,0,0,0,2,4,0,1,0,3,0,0,1,0,92
2,Puzzle,3.5,10000,59,6,0.0017821,40,6,3,0,1,2,2,16828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2,Media & Video,4.4,10000,1578,6,0.0026096,2370,1066,364,0,2,2,2,19595,0,0,1,1,0,0,0,0,0,0,5,6,1,1,1,6,0,0,0,2,50
2,Entertainment,3.8,1000000,26,3,0.0028352,24,0,0,1,1,2,1,19798,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
2,Travel & Local,4.6,5000,202,6,0.0025988,0,0,0,0,7,2,0,92054,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,5,0,0,0,2,100
2,Travel & Local,4.3,1000,3343,18,0.0031951,3906,1545,500,1,9,2,18,32032,0,1,1,1,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,92
2,Tools,4.6,50000,80,4990,0.0043313,99,6,3,0,0,2,10,17325,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,1,51.11111111
2,Action,3.5,10000,1291,15,0.0020648,123,21,10,1,5,3,2,4188,1,0,1,1,0,0,0,0,0,0,1,3,0,1,0,4,0,0,0,0,51.11111111
2,Education,4.5,10000,7434,12,0.0031262,0,0,0,1,6,5,0,121171,1,1,1,1,0,0,0,0,0,0,1,4,0,1,0,4,0,0,0,1,92
2,Tools,4.1,1000000,25,3,0.0018616,0,0,0,0,1,2,0,73227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Tools,3,10000,82,3,0.0062154,92,36,16,2,0,2,10,6232,0,0,1,1,0,0,0,0,0,0,5,4,0,1,0,7,0,0,0,2,50
2,Personalization,4.3,50000,409,12,0.0022644,975,429,121,2,5,2,0,49322,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,2,50
2,Music & Audio,3.9,100000,66,5111,0.0027034,79,4,2,0,0,2,3,131,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,4.2,5000,26,6,0.0021708,35,2,1,0,1,3,2,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Casual,3.7,100000,567,3691,0.0061384,833,240,93,0,1,2,19,13925,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Education,4.1,10000,546,9,0.0024513,793,316,125,0,4,2,4,31542,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Education,4.3,5000,1005,6,0.0019558,0,0,0,0,3,3,0,74698,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Education,3.8,500000,981,9,0.0024962,1427,472,193,0,3,2,1,20336,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
2,Entertainment,4.3,1000000,345,9,0.0021194,0,0,0,0,1,2,0,104897,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,Education,4.6,10000,86,6,0.0037154,142,52,21,1,1,3,17,27961,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
2,Communication,4.3,1000,596,14,0.0026619,0,0,0,3,2,2,0,71852,0,0,0,1,0,0,0,0,0,0,4,3,1,1,1,7,0,0,1,2,50
2,Arcade,3.5,5000,386,3,0.0043786,414,76,34,0,5,3,5,19825,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,51.11111111
2,Tools,3.5,10000,138,3,0.0048646,0,0,0,2,1,2,0,126855,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,2,50
2,Personalization,4.6,1000,648,6,0.0021138,885,383,161,1,1,2,1,8794,0,1,1,1,0,0,0,0,0,0,1,3,0,2,0,4,0,0,0,0,92
2,Education,4.2,1000,118,3,0.0009073,0,0,0,2,2,2,0,126081,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,1,51.11111111
2,Health & Fitness,4.6,1000,3002,18,0.0028582,0,0,0,1,3,2,0,120950,0,1,1,1,0,0,0,0,0,0,5,4,0,1,0,6,0,0,1,2,100
2,Casual,4.1,1000000,667,15,0.0029652,815,320,87,0,2,2,5,13110,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,0,51.11111111
2,Entertainment,3.4,100000,524,6,0.0025979,0,0,0,0,1,2,0,123832,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,51.11111111
2,Education,4.7,5000,753,6,0.0020068,1011,435,175,0,4,3,3,19342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Social,3.5,10000,1951,9,0.0035264,0,0,0,9,1,5,0,103964,0,0,0,1,0,0,0,0,0,0,7,7,2,1,4,12,0,0,0,2,52.22222222
2,Education,5,1000,7,3,0.0352877,1,0,0,0,0,2,0,68971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Education,4.2,10000,785,6,0.0027028,0,0,0,0,1,2,0,125040,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Communication,4.3,10000000,1664,45,0.0020306,6936,5431,517,0,1,7,5,29492,1,0,1,1,0,0,0,0,0,0,4,5,0,1,0,7,0,0,1,1,50
2,Communication,4.2,1000000,2331,21,0.0042096,5309,2616,424,1,2,5,0,67738,1,1,1,1,0,0,0,0,0,0,4,5,0,1,0,6,0,0,0,2,100
2,Tools,3.1,1000,69,6,0.0007637,65,28,10,0,0,0,0,66587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Personalization,4.7,1000,347,9,0.003128,0,0,0,0,0,3,0,124019,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
2,Media & Video,3.6,1000,886,9,0.0012929,3448,2692,311,11,1,3,0,50106,1,0,0,1,0,0,0,0,0,0,3,4,0,1,0,7,2,0,2,2,53.33333333
2,Media & Video,4.2,1000,6104,24,0.0022628,11581,6595,1782,0,5,6,3,11235,1,1,1,1,0,0,0,0,0,0,5,1,0,1,0,7,0,0,0,2,100
2,Media & Video,4.3,5000,1146,9,0.0035065,0,0,0,0,5,2,0,117428,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
2,Lifestyle,4.1,50000,596,6,0.0018831,0,0,0,0,1,2,0,123876,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Education,4.2,5000,525,5101,0.0032493,881,287,115,2,0,2,11,16545,0,1,1,1,0,0,0,0,0,0,4,4,0,1,0,6,0,0,0,2,100
2,News & Magazines,4.3,10000,101,3679,0.0041165,141,25,11,3,0,2,6,4821,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,1,50
2,Finance,4.2,1000,660,6,0.0019521,880,376,137,3,2,4,0,67493,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,51.11111111
2,News & Magazines,4.5,500000,767,9,0.0021947,0,0,0,1,2,5,0,101511,0,0,1,1,0,0,0,0,0,0,2,5,0,2,0,3,0,0,1,1,51.11111111
2,Puzzle,3.7,100000,5,6,0.003125,2,0,0,10,0,2,6,10205,1,1,0,1,0,0,0,0,0,0,4,4,0,1,0,8,0,0,0,2,50
2,Arcade,3.3,500000,4013,12,0.0020355,7450,4754,1020,0,5,2,0,50020,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Entertainment,4,50000,1108,12,0.0024097,0,0,0,0,2,2,0,103099,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
2,Photography,4,1000000,6176,12,0.0022691,10804,6456,1339,7,0,5,10,28265,1,1,1,1,0,0,0,0,0,0,4,3,0,1,0,5,0,0,1,2,100
2,Communication,4.1,10000,63,3,0.0016387,91,20,10,0,0,4,10,4783,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,News & Magazines,4.4,10000,13,6,0,4,0,0,0,0,2,0,69250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
2,Tools,3.5,1000,412,6,0.0031774,525,155,64,5,1,2,15,12309,0,0,0,1,0,0,0,0,0,0,6,12,0,1,0,11,0,0,0,0,50
2,Tools,4.5,10000,346,9,0.0018375,0,0,0,1,2,2,0,119657,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,2,0,51.11111111
2,Communication,4.5,1000000,1719,6,0.0028531,0,0,0,5,0,4,0,82809,1,1,1,1,0,0,0,0,0,0,4,7,1,1,1,9,1,1,0,1,95
2,Personalization,4.5,1000,8,6,0,195,20,10,0,0,0,38,17472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Social,4.2,500000000,5586,682942,0.0032213,4786,1633,473,14,1,9,0,137444,1,0,0,1,0,0,0,0,0,0,13,11,0,1,0,17,0,0,1,2,50
2,Strategy,3.7,5000,1279,6,0.0026958,0,0,0,0,6,2,0,124798,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Finance,4.3,1000,161,9,0.0028456,211,41,17,1,2,2,11,22848,1,0,0,1,0,0,0,0,0,0,4,3,0,1,0,5,0,0,0,2,50
2,Lifestyle,3.3,10000,33,3,0.0011261,0,0,0,0,0,2,0,104198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Finance,4.1,1000,1025,6,0.0022881,0,0,0,0,1,2,0,72151,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,News & Magazines,4.2,10000,4018,5798,0.0018604,0,0,0,1,4,2,0,101161,1,1,1,1,0,0,0,0,0,0,4,3,0,1,0,7,0,0,0,2,100
2,Shopping,3.9,1000,775,6,0.0019284,1012,505,187,1,3,2,0,64457,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Books & Reference,4.9,1000,118,3,0.001762,250,111,43,5,0,4,7,4447,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,5,0,0,0,0,51.11111111
2,Health & Fitness,4.2,100000,1550,18,0.0024289,2433,1104,340,1,1,5,1,9433,0,1,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,92
2,News & Magazines,3.7,1000,525,6,0.0019675,691,296,124,0,4,2,19,5074,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Health & Fitness,3.7,5000,126,3,0.003744,0,0,0,0,6,2,0,127152,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,Trivia,4.1,50000,398,6,0.0040237,0,0,0,0,2,2,0,94702,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,92
2,Puzzle,3.6,5000,616,9,0.0019543,0,0,0,0,3,2,0,118602,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
2,Media & Video,3.4,1000,8,3,0.0024938,6,0,0,0,1,2,0,54385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Arcade,4.3,1000000,728,3,0.0035014,0,0,0,2,2,2,0,117375,0,1,1,1,0,0,0,0,0,0,2,3,0,1,0,4,0,0,0,1,100
2,Word,4.2,100000,412,6,0.0025098,0,0,0,0,4,3,0,117552,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
2,Books & Reference,4.7,1000,315,9,0.0021478,409,126,52,0,1,4,0,49358,0,1,1,1,0,0,0,0,0,0,1,4,0,2,0,5,0,0,0,0,92
2,Arcade,4.1,10000000,1389,6,0.0032852,1941,581,216,0,2,2,3,30792,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,92
2,Simulation,3.9,1000000,1398,3,0.002486,0,0,0,1,3,3,0,122902,1,1,1,1,0,0,0,0,0,0,1,3,0,1,0,3,1,0,0,0,92
2,Arcade,3.9,1000,1125,5126,0.002726,0,0,0,1,2,5,0,121419,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
2,Entertainment,4.2,1000,416,9,0.0016956,590,297,123,0,1,2,15,6369,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,51.11111111
2,Books & Reference,4.4,1000,77,3,0.0011752,90,33,15,6,0,2,0,70975,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,51.11111111
2,Productivity,4.3,10000,1017,17,0.0027439,1927,926,324,3,1,2,0,69580,0,0,1,1,0,0,0,0,0,0,4,2,1,1,1,8,0,0,0,2,50
2,Lifestyle,4.1,5000,92,3,0.0041487,113,42,16,0,1,4,3,5937,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
2,News & Magazines,4.4,10000,2610,12,0.0029139,2893,964,352,1,9,2,0,56010,0,1,1,1,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,92
2,Social,4,1000000000,6512,13,0.0022606,0,0,0,10,2,6,0,90109,1,1,1,1,0,0,0,0,0,0,13,10,0,1,1,16,0,0,1,2,86.66666667
2,Books & Reference,4.7,1000,118,3,0.001762,250,111,43,5,0,4,5,4446,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,5,0,0,0,0,51.11111111
2,Casual,4.2,1000,693,5114,0.0031094,978,299,114,0,2,2,5,17015,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,0,2,50
2,Social,3.8,5000000,5937,12,0.0024526,0,0,0,0,9,9,0,76614,1,0,1,1,0,0,0,0,0,0,3,4,0,1,0,6,0,0,1,1,50
2,Music & Audio,4.2,50000,777,9,0.002286,1279,653,193,0,5,2,12,31049,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,3,0,0,0,0,51.11111111
2,Casual,4.3,100000,4131,12,0.002835,7019,2701,975,0,8,2,0,133380,0,1,1,1,0,0,0,0,0,0,4,4,0,1,0,5,0,0,0,2,100
2,Music & Audio,4.2,100000,761,6,0.0061487,1347,481,184,3,1,2,5,13430,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,51.11111111
2,Music & Audio,4.3,10000,309,6,0.0024078,353,78,35,3,2,4,0,132478,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,92
2,Music & Audio,4.4,5000,1313,9,0.0020028,2414,1197,327,0,3,2,10,28376,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,92
2,Puzzle,4,10000000,2881,12,0.0014271,6513,4835,728,1,1,2,1,29404,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,92
2,Health & Fitness,4.5,1000000,4521,27,0.0028233,4926,1898,491,1,6,5,7,20858,0,0,1,1,0,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,51.11111111
2,Personalization,4.2,5000,728,9,0.0039945,1293,471,139,0,6,2,9,32159,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
2,Educational,3.7,100000,671,12,0.0030858,960,392,156,0,5,2,0,58031,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
2,Puzzle,4,100000,849,5801,0.0034121,1195,331,136,2,6,2,0,59164,1,1,1,1,0,0,0,0,0,0,2,3,0,1,0,4,1,0,1,1,100
2,Puzzle,4,10000,267,4433,0.0042592,398,113,45,0,1,2,17,30309,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,51.11111111
2,Travel & Local,3,1000,111,6,0.0038118,181,51,23,0,0,2,3,1705,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,2,50
2,Travel & Local,4.2,1000000,3578,24,0.0027085,10442,7578,998,2,1,10,1,13399,1,1,0,1,0,0,0,0,0,0,4,2,0,1,0,6,1,0,0,2,50
2,Books & Reference,4.6,1000,321,6,0.0375277,0,0,0,4,2,4,0,118356,1,0,1,1,0,0,0,0,0,0,3,3,0,1,0,6,0,0,0,0,50
2,Tools,3.7,5000,20,6,0.0015564,16,10,5,2,0,2,3,28998,0,0,0,0,0,0,0,0,0,0,4,1,1,0,3,5,0,0,0,1,50
2,Social,4.5,10000,1722,12,0.0027513,2370,946,375,1,1,3,4,7103,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,1,0,51.11111111
2,Communication,3,1000,63,3660,0.0041055,71,8,4,2,0,2,15,10795,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,51.11111111
