Group,Genre,UserRating,LowerDownloads,JavaFiles,Defect_LOC,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,RowID,DEX_NATIVE,DEX_DYNAMIC,DEX_CRYPTO,DEX_REFLECTION,APK_DEX,APK_EXECUTABLE,APK_ZIP,APK_SHELL_SCRIPT,APK_APK,APK_SHARED_LIBRARIES,PERM_PRIVACY,PERM_NORMAL,PERM_MONEY,PERM_INTERNET,PERM_SMS,PERM_DANGEROUS,PERM_SIGNATUREORSYSTEM,PERM_CALL,PERM_SIGNATURE,PERM_GPS,FuzzyRisk
1,Entertainment,2.9,10000,78,0.03488,8600,97,4,2,0,1,2,1,13360,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,News & Magazines,2.7,1000,190,0.03021,19861,287,83,33,0,1,2,4,825,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
1,Business,2.6,1000,1284,0.0034,176266,3854,2509,449,3,2,5,1,22555,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,5,0,0,0,2,50
1,Productivity,2.5,1000,123,0.02402,12489,184,47,21,0,0,2,0,69704,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,Health & Fitness,2.8,10000,9,0.67416,445,6,0,0,0,0,2,0,71155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Casual,2.7,1000,70,79.47442,6431,63,4,2,0,0,2,7,29008,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,News & Magazines,2.9,10000,1,6.25,48,1,0,0,0,0,2,2,30766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Sports,2.7,1000,89,0.07288,8233,136,44,19,2,0,2,2,19937,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,51.11111111
1,Media & Video,2.9,5000,2833,0.00266,338045,5522,3988,801,2,2,2,10,30481,0,1,1,1,0,0,0,0,0,0,1,5,0,1,0,3,0,0,0,0,92
1,News & Magazines,2.9,100000,34,0.08899,3371,72,25,10,0,0,2,18,31780,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
1,Business,2.9,1000,233,13.05325,28039,385,101,47,1,5,2,5,30266,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,51.11111111
1,Shopping,1.4,5000,11,0.77519,387,6,0,0,0,0,2,0,133364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,Transportation,2.9,5000000,2430,0.00669,269241,4387,1930,550,5,3,5,2,20866,1,0,1,1,0,0,0,0,0,0,3,7,0,1,0,9,1,0,1,0,51.76470588
1,Tools,2.5,10000,50,0.13052,4597,72,55,12,0,0,2,14,11635,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,51.11111111
1,Entertainment,2.4,50000,16,0.33333,900,21,11,5,0,0,2,0,66680,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,51.11111111
1,Comics,2.3,1000,786,0.01128,79807,1203,368,156,1,6,3,7,12449,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,6,0,0,1,2,50
1,Music & Audio,2.8,5000,202,0.02612,22969,265,87,31,2,0,2,1,30485,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,5,0,0,0,1,50
1,News & Magazines,2.3,100000,1792,0.00596,201445,2545,1189,383,1,1,4,10,25958,1,0,1,1,0,0,0,0,0,0,1,4,0,1,0,3,0,0,1,0,51.11111111
1,Finance,1,1000,54,0.05574,5382,54,21,10,0,0,2,0,66513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Travel & Local,2.9,1000,464,0.01166,77202,734,210,90,1,6,2,0,130270,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,3,0,0,0,2,100
1,Sports,2.7,1000,235,0.02811,21342,448,208,88,0,5,2,13,29718,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
1,Tools,2.8,1000,84,0.05829,10293,132,27,12,0,0,2,8,6160,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,2,50
1,Tools,2.7,1000,686,0.01596,75190,1037,429,143,1,1,2,0,135513,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,Communication,2.7,5000,31,0.06367,4712,52,26,7,4,0,2,1,29326,0,0,0,1,0,0,0,0,0,0,5,5,2,1,4,7,0,0,1,0,51.11111111
1,Puzzle,2.8,50000,860,0.05822,123677,1536,818,211,0,7,2,8,18805,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
1,Lifestyle,2.7,1000,118,0.0477,12578,129,14,7,0,1,2,11,11566,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,Lifestyle,2.8,10000,98,0.04243,7070,137,104,26,0,1,2,3,5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Sports,2.8,5000,1879,1.98386,169367,2903,1211,400,1,3,3,0,128143,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,5,0,0,0,1,50
1,Finance,2.4,1000,96,0.0565,10619,132,21,9,7,1,2,12,11957,0,0,0,1,0,0,0,0,0,0,9,6,0,1,1,10,0,0,0,2,50
1,Books & Reference,2.7,1000,844,0.00774,116335,1619,744,209,7,2,2,7,27486,0,1,1,1,0,0,0,0,0,0,7,8,0,1,0,11,0,0,0,2,95
1,News & Magazines,2.5,1000,733,0.01327,67801,1044,403,162,1,3,2,0,67549,1,0,1,1,0,0,0,0,0,0,3,5,0,2,0,8,0,0,0,2,50
1,News & Magazines,2,1000,85,0.06268,9573,119,13,5,0,0,2,11,23269,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,Casual,2.8,1000,112,0.02475,12120,178,52,22,0,0,2,5,2757,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,Music & Audio,2.9,1000,1694,2.96496,172785,2535,1358,348,3,2,5,1,29178,1,1,1,1,0,0,0,0,0,0,3,2,0,1,0,6,0,0,1,1,92
1,Books & Reference,2.4,5000,213,0.03601,24992,239,54,21,0,2,2,0,68549,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,51.11111111
1,Travel & Local,2.9,5000,67,0.05125,5854,97,31,14,7,1,2,2,1403,0,0,1,0,0,0,0,0,0,0,4,4,2,1,4,10,0,0,0,1,50
1,Books & Reference,2.5,1000,233,13.05325,28039,385,101,47,1,5,2,3,3116,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,51.11111111
1,Tools,1.5,1000,18,0.3856,778,13,0,0,0,0,4,0,51346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Finance,2.3,5000,990,0.01092,82442,1354,759,239,0,2,5,0,57810,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,2,50
1,Business,2.9,5000,1185,0.00959,104227,1146,293,111,2,1,2,0,66203,0,1,1,1,0,0,0,0,0,0,3,4,0,1,0,8,0,0,1,1,50
1,Music & Audio,2.8,1000,1851,0.00833,180135,2564,1065,384,0,3,2,0,53153,0,0,1,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,0,2,50
1,Sports,2.7,1000,604,0.01519,59237,916,421,172,0,2,2,4,5066,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,51.11111111
1,Tools,2.9,50000,11,0.48544,618,14,2,1,0,0,2,5,10941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,Photography,2.9,50000,314,10.80962,33942,493,208,58,2,0,4,0,71659,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,51.11111111
1,Lifestyle,2.8,10000,63,0.08464,7089,101,26,13,1,0,2,7,4748,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,51.11111111
1,Comics,2,10000,107,0.02571,11668,193,58,27,0,0,2,7,5579,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,Tools,2.2,10000,10,0.51591,1163,6,0,0,0,0,2,4,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Transportation,2.3,1000,71,0.09617,6239,116,24,10,1,0,2,2,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Finance,2,1000,1240,0.01087,138025,2622,923,343,2,4,2,0,67001,1,0,0,1,0,0,0,0,0,0,1,6,0,1,0,3,0,0,1,0,51.11111111
1,Libraries & Demo,2.7,5000,140,41.66251,8024,126,15,6,0,0,2,0,66593,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,51.11111111
1,Entertainment,2.8,5000,11,0.54152,554,8,0,0,0,1,2,10,4792,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,Lifestyle,2.9,5000,19,0.69071,1303,16,2,1,0,0,2,8,5508,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0
1,Tools,2.8,5000,22,0.16287,1842,12,12,5,0,0,5,3,28889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,Entertainment,2.4,10000,167,0.04102,14627,154,28,12,0,1,3,9,2721,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,Tools,2.9,50000,1322,0.00505,297213,3836,1816,417,1,10,2,2,17444,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,51.11111111
1,Tools,2.9,50000,12,0.60241,498,15,9,3,0,0,2,5,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Sports,2,1000,25,0.55046,1090,27,12,6,13,1,2,0,135175,0,0,0,0,0,0,0,0,0,0,9,5,0,1,1,10,0,0,0,2,50
1,Travel & Local,2.9,1000,493,0.01768,50903,788,355,132,1,3,2,1,27488,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,51.11111111
1,Education,2.5,5000,280,0.03434,26208,495,210,94,0,6,2,8,30348,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
1,Business,1.9,5000,999,0.01334,112466,2144,682,284,0,6,2,0,130412,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,2,50
1,Transportation,2.7,1000,73,0.04111,7298,149,44,22,8,0,3,0,57696,0,0,0,1,0,0,0,0,0,0,8,1,1,1,3,14,1,0,0,1,51.25
1,Sports,2.4,1000,59,0.11574,5184,155,50,22,1,9,3,10,30203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Education,2.9,10000,86,0.06439,9318,159,96,31,3,0,2,3,31508,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,51.11111111
1,Media & Video,2.6,10000,74,0.05057,5932,74,18,9,0,0,5,0,50590,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,51.11111111
1,News & Magazines,2.6,10000,1268,0.00715,125874,2116,808,247,0,3,6,3,19953,0,0,1,1,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,51.11111111
1,News & Magazines,2.9,1000,295,0.02297,26116,380,196,82,0,2,2,0,129113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,Entertainment,2.6,5000,335,0.01845,32520,460,145,62,0,2,5,0,55344,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,Entertainment,2.3,1000,479,0.02008,44825,583,239,99,0,2,2,12,16602,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
1,Books & Reference,2.9,5000,117,0.02002,14986,280,167,39,0,0,2,5,2815,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,News & Magazines,2.2,100000,940,0.01244,72370,1178,189,79,0,0,5,3,6470,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
1,Puzzle,2.5,10000,2377,0.00378,237923,3245,1319,483,1,2,2,3,26304,1,1,1,1,0,0,0,0,0,0,3,3,0,1,0,5,0,0,0,1,100
1,Business,1.9,1000,2025,0.00672,223080,3417,1720,360,0,5,2,0,133770,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,51.11111111
1,Lifestyle,2,1000,62,0.11655,5148,114,28,13,0,0,2,9,1348,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,51.11111111
1,Sports,2.7,1000,61,84.98588,6021,59,0,0,0,0,2,18,1931,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,51.11111111
1,Entertainment,2.8,1000,67,0.08385,3578,52,21,5,1,1,2,0,134413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,51.11111111
1,Transportation,2.2,1000,269,0.0222,40532,469,188,58,1,1,4,4,30437,1,0,1,1,0,0,0,0,0,0,3,1,0,1,0,5,1,0,0,2,50
1,Puzzle,2.5,1000,56,0.15341,3911,49,8,4,0,0,2,0,68978,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,51.11111111
1,Education,2.8,1000,301,0.02283,26281,388,200,83,0,3,2,0,71533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.11111111
1,Education,2.9,5000,79,0.07415,8092,91,4,2,0,1,2,0,69668,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,Tools,2.5,5000,181,0.02303,26052,151,17,7,0,1,2,2,2813,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,92
1,Lifestyle,1.8,1000,660,0.02037,58911,835,297,121,5,1,2,0,132219,1,0,1,1,0,0,0,0,0,0,11,8,2,2,3,17,1,1,0,2,53.33333333
1,Sports,2,5000,62,81.84739,6225,59,0,0,0,0,2,7,27104,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,51.11111111
1,Books & Reference,2.9,5000,13,0.60852,493,6,4,2,0,0,2,0,70461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Entertainment,2.3,1000,627,0.0109,82588,848,322,132,0,2,2,8,32851,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,92
1,Education,2.3,1000,242,0.03802,23674,417,101,47,0,9,2,6,28982,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,92
1,Business,1.8,1000,309,0.0266,22559,292,46,20,0,4,3,0,130722,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,51.11111111
1,Tools,2.6,100000,634,0.01621,55512,708,100,44,3,3,5,9,20387,0,0,1,1,0,0,0,0,0,0,1,5,0,1,0,3,1,0,1,0,51.11111111
